Datetime,valueBVP
2024-05-02 16:30:44.473990,-56.51492
2024-05-02 16:30:44.489620,-50.17032
2024-05-02 16:30:44.505240,-38.49979
2024-05-02 16:30:44.520870,-23.34833
2024-05-02 16:30:44.536490,-7.171692
2024-05-02 16:30:44.552120,7.782257
2024-05-02 16:30:44.567750,20.11285
2024-05-02 16:30:44.583370,29.43469
2024-05-02 16:30:44.599000,36.10168
2024-05-02 16:30:44.614620,40.7171
2024-05-02 16:30:44.630250,43.78882
2024-05-02 16:30:44.645870,45.58844
2024-05-02 16:30:44.661500,46.27524
2024-05-02 16:30:44.677130,46.09546
2024-05-02 16:30:44.692750,45.40326
2024-05-02 16:30:44.708380,44.60422
2024-05-02 16:30:44.724000,43.96274
2024-05-02 16:30:44.739630,43.50293
2024-05-02 16:30:44.755250,43.00247
2024-05-02 16:30:44.770880,42.14832
2024-05-02 16:30:44.786510,40.68213
2024-05-02 16:30:44.802130,38.49551
2024-05-02 16:30:44.817760,35.61456
2024-05-02 16:30:44.833380,32.10251
2024-05-02 16:30:44.849010,27.9711
2024-05-02 16:30:44.864630,23.13373
2024-05-02 16:30:44.880260,17.46173
2024-05-02 16:30:44.895890,10.88956
2024-05-02 16:30:44.911510,3.523865
2024-05-02 16:30:44.927140,-4.346802
2024-05-02 16:30:44.942760,-12.28989
2024-05-02 16:30:44.958390,-19.87535
2024-05-02 16:30:44.974010,-26.79483
2024-05-02 16:30:44.989640,-32.95198
2024-05-02 16:30:45.005270,-38.49956
2024-05-02 16:30:45.020890,-43.76895
2024-05-02 16:30:45.036520,-49.15567
2024-05-02 16:30:45.052140,-54.94606
2024-05-02 16:30:45.067770,-61.13185
2024-05-02 16:30:45.083390,-67.27478
2024-05-02 16:30:45.099020,-72.5287
2024-05-02 16:30:45.114650,-75.81548
2024-05-02 16:30:45.130270,-76.1416
2024-05-02 16:30:45.145900,-72.96245
2024-05-02 16:30:45.161520,-66.40692
2024-05-02 16:30:45.177150,-57.25203
2024-05-02 16:30:45.192770,-46.66878
2024-05-02 16:30:45.208400,-35.82822
2024-05-02 16:30:45.224030,-25.56415
2024-05-02 16:30:45.239650,-16.27728
2024-05-02 16:30:45.255280,-8.046234
2024-05-02 16:30:45.270900,-0.8411713
2024-05-02 16:30:45.286530,5.280273
2024-05-02 16:30:45.302150,10.14374
2024-05-02 16:30:45.317780,13.55891
2024-05-02 16:30:45.333410,15.45529
2024-05-02 16:30:45.349030,15.96953
2024-05-02 16:30:45.364660,15.43155
2024-05-02 16:30:45.380280,14.26917
2024-05-02 16:30:45.395910,12.88379
2024-05-02 16:30:45.411530,11.57944
2024-05-02 16:30:45.427160,10.47311
2024-05-02 16:30:45.442790,9.496109
2024-05-02 16:30:45.458410,8.41362
2024-05-02 16:30:45.474040,6.904358
2024-05-02 16:30:45.489660,4.688858
2024-05-02 16:30:45.505290,1.661423
2024-05-02 16:30:45.536540,-6.017456
2024-05-02 16:30:45.552170,-9.843643
2024-05-02 16:30:45.567790,-13.12511
2024-05-02 16:30:45.583420,-15.65086
2024-05-02 16:30:45.599040,-17.4482
2024-05-02 16:30:45.614670,-18.75095
2024-05-02 16:30:45.630290,-19.95181
2024-05-02 16:30:45.645920,-21.53601
2024-05-02 16:30:45.661550,-23.98077
2024-05-02 16:30:45.677170,-27.55377
2024-05-02 16:30:45.692800,-32.06754
2024-05-02 16:30:45.708420,-36.72385
2024-05-02 16:30:45.724050,-40.17149
2024-05-02 16:30:45.739670,-40.84109
2024-05-02 16:30:45.755300,-37.47804
2024-05-02 16:30:45.770930,-29.6131
2024-05-02 16:30:45.786550,-17.79341
2024-05-02 16:30:45.802180,-3.434052
2024-05-02 16:30:45.817800,11.63391
2024-05-02 16:30:45.833430,25.71091
2024-05-02 16:30:45.849050,37.63214
2024-05-02 16:30:45.864680,46.90797
2024-05-02 16:30:45.880310,53.60245
2024-05-02 16:30:45.895930,58.12517
2024-05-02 16:30:45.911560,61.00737
2024-05-02 16:30:45.927180,62.73752
2024-05-02 16:30:45.942810,63.67143
2024-05-02 16:30:45.958430,63.98201
2024-05-02 16:30:45.974060,63.62004
2024-05-02 16:30:45.989690,62.3989
2024-05-02 16:30:46.005310,60.13501
2024-05-02 16:30:46.020940,56.83369
2024-05-02 16:30:46.036560,52.81509
2024-05-02 16:30:46.052190,48.65561
2024-05-02 16:30:46.067810,44.91376
2024-05-02 16:30:46.083440,41.88673
2024-05-02 16:30:46.099070,39.41455
2024-05-02 16:30:46.114690,36.94688
2024-05-02 16:30:46.130320,33.85068
2024-05-02 16:30:46.145940,29.75539
2024-05-02 16:30:46.161570,24.73
2024-05-02 16:30:46.177190,19.20633
2024-05-02 16:30:46.192820,13.76166
2024-05-02 16:30:46.208450,8.830383
2024-05-02 16:30:46.224070,4.632645
2024-05-02 16:30:46.239700,1.179611
2024-05-02 16:30:46.255320,-1.619553
2024-05-02 16:30:46.270950,-3.915314
2024-05-02 16:30:46.286570,-5.955933
2024-05-02 16:30:46.302200,-8.116776
2024-05-02 16:30:46.317830,-10.77534
2024-05-02 16:30:46.333450,-14.07677
2024-05-02 16:30:46.349080,-17.68419
2024-05-02 16:30:46.364700,-20.7523
2024-05-02 16:30:46.380330,-22.23961
2024-05-02 16:30:46.395950,-21.44499
2024-05-02 16:30:46.411580,-18.46849
2024-05-02 16:30:46.427210,-14.35823
2024-05-02 16:30:46.442830,-10.73953
2024-05-02 16:30:46.458460,-9.174042
2024-05-02 16:30:46.474080,-10.50267
2024-05-02 16:30:46.489710,-14.51907
2024-05-02 16:30:46.505330,-20.07971
2024-05-02 16:30:46.520960,-25.58995
2024-05-02 16:30:46.536590,-29.51385
2024-05-02 16:30:46.552210,-30.76159
2024-05-02 16:30:46.567840,-28.87315
2024-05-02 16:30:46.583460,-23.96204
2024-05-02 16:30:46.599090,-16.60445
2024-05-02 16:30:46.614720,-7.71167
2024-05-02 16:30:46.630340,1.57885
2024-05-02 16:30:46.645970,10.13446
2024-05-02 16:30:46.661590,17.03513
2024-05-02 16:30:46.692840,24.37605
2024-05-02 16:30:46.708470,25.21922
2024-05-02 16:30:46.724100,24.83928
2024-05-02 16:30:46.739720,23.61518
2024-05-02 16:30:46.755350,21.58032
2024-05-02 16:30:46.770970,18.47245
2024-05-02 16:30:46.786600,13.88577
2024-05-02 16:30:46.802220,7.546265
2024-05-02 16:30:46.817850,-0.5158005
2024-05-02 16:30:46.833480,-9.926628
2024-05-02 16:30:46.849100,-20.07515
2024-05-02 16:30:46.864730,-30.28277
2024-05-02 16:30:46.880350,-39.91092
2024-05-02 16:30:46.895980,-48.47197
2024-05-02 16:30:46.911600,-55.63004
2024-05-02 16:30:46.927230,-61.2612
2024-05-02 16:30:46.942860,-65.45438
2024-05-02 16:30:46.958480,-68.46236
2024-05-02 16:30:46.974110,-70.53717
2024-05-02 16:30:46.989730,-71.67886
2024-05-02 16:30:47.005360,-71.47473
2024-05-02 16:30:47.020980,-69.08463
2024-05-02 16:30:47.036610,-63.56809
2024-05-02 16:30:47.052240,-54.29607
2024-05-02 16:30:47.067860,-41.42914
2024-05-02 16:30:47.083490,-26.01546
2024-05-02 16:30:47.099110,-9.790466
2024-05-02 16:30:47.114740,5.397377
2024-05-02 16:30:47.130360,18.12303
2024-05-02 16:30:47.145990,27.72788
2024-05-02 16:30:47.161620,34.30171
2024-05-02 16:30:47.177240,38.37794
2024-05-02 16:30:47.192870,40.60069
2024-05-02 16:30:47.208490,41.4994
2024-05-02 16:30:47.224120,41.50826
2024-05-02 16:30:47.239740,41.05445
2024-05-02 16:30:47.255370,40.63748
2024-05-02 16:30:47.271000,40.78579
2024-05-02 16:30:47.286620,41.86031
2024-05-02 16:30:47.302250,43.86128
2024-05-02 16:30:47.317870,46.33664
2024-05-02 16:30:47.333500,48.49551
2024-05-02 16:30:47.349120,49.45135
2024-05-02 16:30:47.364750,48.53832
2024-05-02 16:30:47.380380,45.52693
2024-05-02 16:30:47.396000,40.61437
2024-05-02 16:30:47.411630,34.3109
2024-05-02 16:30:47.427250,27.18543
