Datetime,valueTemp
2024-05-03 10:55:25.874940,35.11
2024-05-03 10:55:27.875030,35.11
2024-05-03 10:55:29.875120,35.11
2024-05-03 10:55:31.875220,35.11
2024-05-03 10:55:33.875310,35.11
2024-05-03 10:55:35.875400,35.11
2024-05-03 10:55:37.875490,35.11
2024-05-03 10:55:39.875590,35.11
2024-05-03 10:55:41.875680,35.11
2024-05-03 10:55:43.875770,35.11
2024-05-03 10:55:45.875860,35.11
2024-05-03 10:55:47.875960,35.11
2024-05-03 10:55:49.876050,35.11
2024-05-03 10:55:51.876140,35.11
2024-05-03 10:55:53.876240,35.11
2024-05-03 10:55:55.876330,35.11
2024-05-03 10:55:57.876420,35.11
2024-05-03 10:55:59.876510,35.11
2024-05-03 10:56:01.876610,35.11
2024-05-03 10:56:03.876700,35.11
2024-05-03 10:56:05.876790,35.11
2024-05-03 10:56:07.876880,35.11
2024-05-03 10:56:09.876980,35.11
2024-05-03 10:56:11.877070,35.11
2024-05-03 10:56:13.877160,35.11
2024-05-03 10:56:15.877250,35.11
2024-05-03 10:56:17.877350,35.11
2024-05-03 10:56:19.877440,35.11
2024-05-03 10:56:21.877530,35.11
2024-05-03 10:56:23.877620,35.11
2024-05-03 10:56:25.877720,35.11
2024-05-03 10:56:27.877810,35.11
2024-05-03 10:56:29.877900,35.11
2024-05-03 10:56:31.877990,35.11
2024-05-03 10:56:33.878090,35.11
2024-05-03 10:56:35.878180,35.11
2024-05-03 10:56:37.878270,35.11
2024-05-03 10:56:39.878370,35.11
2024-05-03 10:56:41.878460,35.11
2024-05-03 10:56:43.878550,35.11
2024-05-03 10:56:45.878640,35.11
2024-05-03 10:56:47.878740,35.11
2024-05-03 10:56:49.878830,35.11
2024-05-03 10:56:51.878920,35.11
2024-05-03 10:56:53.879010,35.11
2024-05-03 10:56:55.879110,35.11
2024-05-03 10:56:57.879200,35.11
2024-05-03 10:56:59.879290,35.11
2024-05-03 10:57:01.879380,35.11
2024-05-03 10:57:03.879480,35.11
2024-05-03 10:57:05.879570,35.11
2024-05-03 10:57:07.879660,35.11
2024-05-03 10:57:09.879750,35.11
2024-05-03 10:57:11.879850,35.11
2024-05-03 10:57:13.879940,35.11
2024-05-03 10:57:15.880030,35.11
2024-05-03 10:57:17.880120,35.11
2024-05-03 10:57:19.880220,35.11
2024-05-03 10:57:21.880310,35.11
2024-05-03 10:57:23.880400,35.11
2024-05-03 10:57:25.880500,35.11
2024-05-03 10:57:27.880590,35.11
2024-05-03 10:57:29.880680,35.11
2024-05-03 10:57:31.880770,35.11
2024-05-03 10:57:33.880870,35.11
2024-05-03 10:57:35.880960,35.11
2024-05-03 10:57:37.881050,35.11
2024-05-03 10:57:39.881140,35.11
2024-05-03 10:57:41.881240,35.11
2024-05-03 10:57:43.881330,35.11
2024-05-03 10:57:45.881420,35.11
2024-05-03 10:57:47.881510,35.11
2024-05-03 10:57:49.881610,35.11
2024-05-03 10:57:51.881700,35.11
2024-05-03 10:57:53.881790,35.11
2024-05-03 10:57:55.881880,35.11
2024-05-03 10:57:57.881980,35.11
2024-05-03 10:57:59.882070,35.11
2024-05-03 10:58:01.882160,35.11
2024-05-03 10:58:03.882250,35.11
2024-05-03 10:58:05.882350,35.11
2024-05-03 10:58:07.882440,35.11
2024-05-03 10:58:09.882530,35.11
2024-05-03 10:58:11.882620,35.11
2024-05-03 10:58:13.882720,35.11
2024-05-03 10:58:15.882810,35.11
2024-05-03 10:58:17.882900,35.11
2024-05-03 10:58:19.883000,35.11
2024-05-03 10:58:21.883090,35.11
2024-05-03 10:58:23.883180,35.11
2024-05-03 10:58:25.883270,35.11
2024-05-03 10:58:27.883370,35.11
2024-05-03 10:58:29.883460,35.11
2024-05-03 10:58:31.883550,35.11
2024-05-03 10:58:33.883640,35.11
2024-05-03 10:58:35.883740,35.11
2024-05-03 10:58:37.883830,35.11
2024-05-03 10:58:39.883920,35.11
2024-05-03 10:58:41.884010,35.11
2024-05-03 10:58:43.884110,35.11
2024-05-03 10:58:45.884200,35.11
2024-05-03 10:58:47.884290,35.11
2024-05-03 10:58:49.884380,35.11
2024-05-03 10:58:51.884480,35.11
2024-05-03 10:58:53.884570,35.11
