,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1700239994.1382499,0.061194358298389595,Deseo,2,1,1
1,1700240004.5799823,0.030404251532168303,Alegría,2,2,1
2,1700240014.9907424,0.010970318043777239,Alegría,2,2,1
3,1700240025.4899876,-0.10143300985433168,Alegría,2,2,1
4,1700240035.9054577,0.37962747825759413,Alegría,2,2,1
5,1700240046.3192744,0.1814859815151193,Alegría,2,2,1
6,1700240056.7802064,0.22137386528352843,Deseo,2,1,1
7,1700240067.2304354,0.1528708208397831,Alegría,2,2,1
8,1700240077.6834345,0.5012467383714247,Deseo,2,1,1
9,1700240088.113903,0.3233046850199708,Deseo,2,1,1
10,1700240098.5669916,0.2725378730322263,Deseo,2,1,1
