Subject,Time,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,5.153622724714609,6.5569061720801685,6.246460499527157,0.8891671729410625,Admiration,0.5144128968522037,Medium Fear,Admiration,Low Fear
1,10.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,20.0,5.153622724714609,6.100998727425071,6.1723656625019165,0.8407349261692907,Admiration,0.47437989492595484,Low Fear,Admiration,Low Fear
1,30.0,4.76047050239863,6.924959930833614,5.711000462927407,0.9658658038307393,Admiration,0.6331399639810139,Medium Fear,Admiration,Medium Fear
1,40.0,5.284466974138205,6.320983057603083,6.093754595725462,0.8799307484863401,Admiration,0.4939488044567484,Low Fear,Admiration,Low Fear
1,50.0,5.057504050041974,6.644279322372449,5.963482806112288,0.9311990957913939,Admiration,0.5604402752216989,Medium Fear,Admiration,Medium Fear
1,60.0,5.198358007348961,6.329973354235783,6.279612580384426,0.8582461753562645,Admiration,0.4853423208737969,Low Fear,Admiration,Low Fear
1,70.0,5.217311169549646,6.329973354235783,6.279612580384426,0.857837315633066,Admiration,0.48348249079232203,Low Fear,Admiration,Low Fear
1,80.0,4.965375155324457,6.419738521863063,6.279612580384426,0.8713456739222794,Admiration,0.5168077844682137,Medium Fear,Admiration,Low Fear
1,90.0,5.153622724714609,6.100998727425071,6.279612580384426,0.8247681276797258,Admiration,0.4639018601735417,Low Fear,Admiration,Low Fear
1,100.0,5.166336967340968,6.320983057603083,6.090038395408775,0.8838479281086974,Admiration,0.5069008043608136,Medium Fear,Admiration,Low Fear
1,110.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,120.0,5.186541689898537,6.416468314650241,6.141285718311091,0.8873132433187794,Admiration,0.508909757402282,Medium Fear,Admiration,Low Fear
1,130.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,140.0,5.198358007348961,6.389697395749155,6.272704265351403,0.866707663232928,Admiration,0.4921077522880611,Low Fear,Admiration,Low Fear
1,150.0,5.198358007348961,6.389697395749155,6.279612580384426,0.8658105233288205,Admiration,0.49145845567037644,Low Fear,Admiration,Low Fear
1,160.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
2,0.0,4.029969027135184,6.239550626044102,5.838729971446796,0.8475028115524468,Admiration,0.6463578052251133,Medium Fear,Admiration,Medium Fear
2,10.0,4.7866557990911005,6.831098488395133,5.751738566690605,0.9598748204541036,Admiration,0.6223173229141922,Medium Fear,Admiration,Medium Fear
2,20.0,5.908883138801793,6.449564931995276,3.037399727853417,0.9790846559374438,Love,0.6873159522600522,Medium Fear,Admiration,Medium Fear
2,30.0,5.23121479751223,4.535705185702835,5.779846673563095,0.6234350784589313,Desire,0.1364863103477339,No Fear,Admiration,Medium Fear
2,40.0,5.116055717666143,6.784797142020826,5.285240265295865,0.9927197612925418,Admiration,0.6453838410816312,Medium Fear,Admiration,Medium Fear
2,50.0,5.394347762239613,6.922380097834163,4.752736032211209,0.9859583249750604,Admiration,0.6733988556626299,Medium Fear,Admiration,Medium Fear
2,60.0,4.5574081359291485,6.399545802106117,3.0946272891310005,0.9497780353207461,Hate,0.8561098662193541,High Fear,Admiration,Medium Fear
