Subject,Time,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,4.191868220944184,6.6739577629224645,5.2741796724817736,0.9454545511743011,Admiration,0.7373424218349067,Medium Fear,Admiration,Medium Fear
1,10.0,5.064025300186,6.119554485679036,5.8465311265159725,0.8984087397181428,Admiration,0.5273703704601349,Medium Fear,Admiration,Medium Fear
1,20.0,5.052208982735575,6.484342781918785,6.002688387844632,0.9141504510009726,Admiration,0.5441821471807764,Medium Fear,Admiration,Low Fear
1,30.0,5.064025300186,6.3439632662753125,6.154948110012421,0.8789653001009889,Admiration,0.5129576505427971,Medium Fear,Admiration,Low Fear
1,40.0,5.064025300186,6.056733903039659,5.837465050110629,0.891422286992203,Admiration,0.5211510834281936,Medium Fear,Admiration,Medium Fear
1,50.0,2.4774372468099743,5.019121837211946,5.539083973777026,0.8431161527231038,Sadness,0.6479386811171255,Medium Fear,Sadness,Medium Fear
1,60.0,5.981871857087002,7.171628657322062,3.0993005458258818,0.9786199505477797,Love,0.699029844743834,Medium Fear,Admiration,Medium Fear
1,70.0,4.8163303756690725,6.976690319695715,6.049800395275583,0.9401077211144763,Admiration,0.5921652160589578,Medium Fear,Admiration,Low Fear
1,80.0,5.0338614109004,6.862668314551785,6.2137033545063876,0.9188678537447621,Admiration,0.5510591123356691,Medium Fear,Admiration,Low Fear
1,90.0,4.98050447239011,6.311697568918013,5.914178001517932,0.9101737927347557,Admiration,0.5481127760244308,Medium Fear,Admiration,Medium Fear
1,100.0,4.98050447239011,4.708277667089983,6.029637345005019,0.602800770999652,Sadness,0.25218600388844914,Low Fear,Admiration,Low Fear
1,110.0,4.925674577499215,6.592284666335235,4.252949473254288,0.9522529260442807,Admiration,0.7907520270374485,High Fear,Admiration,Medium Fear
1,120.0,5.064025300186,7.038288553134377,6.3642847084188325,0.9153724656369209,Admiration,0.5458467674268257,Medium Fear,Admiration,Low Fear
1,130.0,5.528528780193504,4.784959531071419,4.282087058373463,0.8246707376954969,Love,0.4948582772534738,Low Fear,Admiration,Medium Fear
1,140.0,5.628142547858989,4.993602859233215,5.1090049553515655,0.9926124521399944,Desire,0.26486625777364303,Low Fear,Admiration,Medium Fear
2,0.0,7.323337200277579,5.145764942762521,3.32501748219544,0.9171360360247186,Love,0.4677383459663938,Low Fear,Desire,Low Fear
2,10.0,4.979801261324917,6.645428679075411,5.801432104043418,0.9494876739818436,Admiration,0.5878823445104908,Medium Fear,Admiration,Medium Fear
2,20.0,4.386515939060962,4.768733090683105,6.473202890307282,0.6852177115993854,Sadness,0.37225978513939095,Low Fear,Admiration,Low Fear
2,30.0,5.052208982735575,6.006306655632525,6.147137431612565,0.8295345646588672,Admiration,0.4767446270796244,Low Fear,Admiration,Low Fear
2,40.0,5.267260554182785,6.386286077364198,5.744776090810809,0.934241107444659,Admiration,0.5432209238907748,Medium Fear,Admiration,Medium Fear
2,50.0,5.056192961335837,5.347644331127152,5.825655046939114,0.6936479720048498,Admiration,0.3883533288329573,Low Fear,Admiration,Medium Fear
2,60.0,5.056192961335837,5.347644331127152,5.825655046939114,0.6936479720048498,Admiration,0.3883533288329573,Low Fear,Admiration,Medium Fear
2,70.0,4.855660345532335,7.129169800599324,5.7779013761005045,0.9686878664521055,Admiration,0.6241293186426353,Medium Fear,Admiration,Medium Fear
2,80.0,5.651830112237775,7.153626194993401,6.506388752544373,0.8976704452037265,Admiration,0.49968829930081593,Low Fear,Admiration,Low Fear
2,90.0,4.98050447239011,6.759090371744602,6.035038829625854,0.9309174928374588,Admiration,0.5674510973161223,Medium Fear,Admiration,Low Fear
2,100.0,4.98050447239011,5.9766764834448125,5.983220537467213,0.8523360586242235,Admiration,0.5017173038660995,Medium Fear,Admiration,Medium Fear
2,110.0,3.674428539384559,5.007087063497184,5.052791297887556,0.8513795839080451,Sadness,0.688045516284034,Medium Fear,Admiration,Medium Fear
2,120.0,5.036160540454842,5.649401200195944,6.081196594698826,0.7573412667960102,Admiration,0.4313094806944764,Low Fear,Admiration,Low Fear
2,130.0,5.009625764011457,5.292414309375903,5.880308917333291,0.6576095194751345,Admiration,0.3787123794669461,Low Fear,Admiration,Medium Fear
2,140.0,5.463743162683334,6.608361311135659,6.191740495799752,0.8913702959183522,Admiration,0.4957853322429065,Low Fear,Admiration,Low Fear
3,0.0,5.421051163289637,1.9506791617011803,3.159894400647342,0.7591056720606987,Sadness,0.4154688501998948,Low Fear,Sadness,Low Fear
