,Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Acc_1,Acc_2,Acc_3
0,1714733553.0000343,-7968.218084361325,-1182.2731712190118,23305.403984237193,11160.516579212735,18179.299614345982,11651.53970140692,20579.005250812203,38315.96384238766,-0.046,0.9480000000000001,0.234
1,1714733553.483166,-7973.202523374859,-1183.6589793752407,23251.335114399804,11069.992014168742,18079.81199977541,11584.77504071892,20670.71445831233,38685.952268356355,-0.046,0.9480000000000001,0.234
2,1714733553.483234,-7918.083121548072,-1119.7776937219733,23222.523715796917,10953.293556367584,17751.576632449225,11362.688107810987,20130.338684360824,37991.70708557452,-0.046,0.9480000000000001,0.234
3,1714733553.4832582,-7905.23086848627,-1111.3734378067777,23270.26704195345,11016.03490305363,17791.966234679967,11387.230323222915,19929.552963918803,37503.34382097052,-0.046,0.9480000000000001,0.234
4,1714733553.4833505,-7978.924569955418,-1182.1837642411906,23299.056088811885,11134.655610877946,18134.551421946457,11617.274477156936,20436.065845020516,38148.39281420622,-0.046,0.9480000000000001,0.234
5,1714733553.4833755,-7986.3229973701245,-1188.106976521847,23265.193195962096,11082.844267230543,18116.737081615578,11612.804128265874,20663.003106475247,38686.578117201105,-0.046,0.9480000000000001,0.234
6,1714733553.4833827,-7912.673999389887,-1112.8710046852834,23241.142718928186,10973.298367655083,17782.287929330818,11391.432451180513,20167.979022023563,38084.77974948642,-0.046,0.9480000000000001,0.234
7,1714733553.48339,-7883.057937986606,-1093.7602631759958,23273.999783277486,11007.094205271507,17737.897364842578,11353.30037513976,19846.27036407833,37432.64525325838,-0.046,0.9480000000000001,0.234
8,1714733553.4833972,-7945.62047071701,-1160.6590343307298,23315.641083197723,11132.15221549895,18065.8645112353,11564.323194542312,20263.823302247918,37882.004723787875,-0.068,0.9460000000000001,0.228
9,1714733553.4834046,-7973.694261752876,-1192.4655666906317,23284.7956758494,11110.605133844034,18141.189890049685,11614.704026544576,20609.515381993697,38537.80490610658,-0.068,0.9460000000000001,0.228
10,1714733553.4834118,-7910.818804600097,-1126.6173275252972,23249.591678332294,10983.98250150472,17820.732929793947,11403.904724586573,20206.915760864707,38099.621307804744,-0.068,0.9460000000000001,0.228
11,1714733553.4834187,-7865.668280800377,-1074.560114688887,23284.952138060587,10991.380928919427,17709.085966239687,11329.495767294857,19796.515380920813,37335.97395848918,-0.068,0.9460000000000001,0.228
12,1714733553.483426,-7923.4698919618,-1127.5784525368754,23328.895667659723,11118.852927548043,18016.71302517808,11529.834452847774,20130.94218146112,37622.38921193948,-0.068,0.9460000000000001,0.228
13,1714733553.4834332,-7978.835162977596,-1177.2440287165678,23306.119240059765,11131.191090487373,18178.494951545592,11635.379390165734,20589.152942794914,38401.12398876238,-0.068,0.9460000000000001,0.228
14,1714733553.4834402,-7931.5612234546215,-1130.9088624607161,23253.726751056525,11004.233181981228,17882.91548286861,11448.921137919562,20297.797953819987,38167.07887257086,-0.068,0.9460000000000001,0.228
15,1714733553.4834473,-7883.482621131257,-1084.5513444604094,23259.091169725798,10969.11859144194,17685.013137461323,11313.871897920597,19808.272398504305,37349.317949929,-0.068,0.9460000000000001,0.228
16,1714733553.4834545,-7924.632182673477,-1128.8077984819172,23307.03566158243,11098.646950560445,17948.137873189196,11479.520676078877,20018.982293484485,37431.4829625467,-0.068,0.9460000000000001,0.228
17,1714733553.4834616,-7974.096593153071,-1184.8883253202828,23309.67316742816,11153.319317498126,18189.156733650772,11643.962460036571,20561.3026692036,38278.54702216948,-0.068,0.9460000000000001,0.228
18,1714733553.4834685,-7940.703086936843,-1145.2586824010232,23258.241803436496,11028.32836250405,17954.508120358958,11487.65671106061,20405.667472561297,38267.72877785311,-0.078,0.966,0.222
19,1714733553.4834757,-7864.662452299888,-1073.5766379328536,23268.814178563855,10975.578245589524,17706.806088305246,11322.410264302525,19880.245015650395,37455.71225353626,-0.078,0.966,0.222
20,1714733553.4834828,-7896.960723037806,-1106.6795714711634,23314.322330274863,11089.14745916694,17904.619026734716,11454.419667055568,19962.477083501468,37352.46954589719,-0.078,0.966,0.222
21,1714733553.48349,-7968.866284950529,-1178.5851333838862,23327.37574903676,11173.234721807805,18213.74365255161,11664.034326557437,20548.606878352988,38236.503390849044,-0.078,0.966,0.222
22,1714733553.483511,-7946.894520150962,-1157.462734873621,23277.55371064588,11064.784057710654,18046.887880192742,11550.934499613584,20538.59329683701,38475.93527745429,-0.078,0.966,0.222
23,1714733553.4835181,-7873.267873915181,-1084.6631031826857,23261.952193016077,10968.716260041745,17729.090777527188,11328.445235305457,19954.653972942113,37643.48925870529,-0.078,0.966,0.222
24,1714733553.4835253,-7872.239693670237,-1091.592143963831,23313.003577352,11061.811275698099,17840.223650958975,11397.132146016616,19847.007971645355,37237.291006718995,-0.078,0.966,0.222
25,1714733553.4835324,-7943.273537549203,-1167.297502433956,23328.18041183715,11165.97040485983,18171.02946889752,11621.118977203249,20399.096059691437,37973.66922779909,-0.078,0.966,0.222
26,1714733553.4835396,-7937.707953179831,-1157.976824996093,23280.302975213883,11076.384613082959,18078.33678464136,11563.071496852815,20514.25224712518,38349.67027302626,-0.078,0.966,0.222
27,1714733553.4835467,-7869.736298291243,-1080.013940335982,23258.241803436496,10965.564664073547,17743.485300956407,11331.19449987346,19955.14571132013,37575.025865438685,-0.078,0.966,0.222
28,1714733553.483554,-7882.052109486117,-1082.3385217593338,23287.7461061175,11018.56065017708,17764.65240295558,11337.609450532133,19724.31924633017,36992.00296306646,-0.094,0.984,0.218
29,1714733553.483561,-7956.081087122094,-1159.3626331523221,23327.33104554785,11144.244509249273,18115.887715326277,11578.04716563787,20246.00896191704,37613.470865901814,-0.094,0.984,0.218
30,1714733553.4835682,-7968.754526228253,-1177.4228426722102,23291.56825441936,11108.884049520975,18117.228819993594,11588.463078554045,20514.699282014284,38179.037055854445,-0.094,0.984,0.218
31,1714733553.483575,-7891.41749041289,-1098.0070946225042,23258.97941100352,10986.284731183618,17773.190769337507,11361.481113610402,20029.308799422837,37568.99089443575,-0.094,0.984,0.218
32,1714733553.4835825,-7838.577966520545,-1061.9760825605492,23303.45938246958,11021.332266489539,17725.380387947607,11322.589078258166,19691.104554069585,36855.18793525552,-0.094,0.984,0.218
