Datetime,valueBVP
2023-11-17 12:56:39.768930,1.404327
2023-11-17 12:56:39.784560,0.7744751
2023-11-17 12:56:39.800190,1.019623
2023-11-17 12:56:39.815810,2.005005
2023-11-17 12:56:39.831440,3.531799
2023-11-17 12:56:39.847060,5.269989
2023-11-17 12:56:39.862690,6.88504
2023-11-17 12:56:39.878310,8.047913
2023-11-17 12:56:39.893940,8.544037
2023-11-17 12:56:39.909570,8.353149
2023-11-17 12:56:39.925190,7.606171
2023-11-17 12:56:39.940820,6.662537
2023-11-17 12:56:39.956440,5.853577
2023-11-17 12:56:39.972070,5.45343
2023-11-17 12:56:39.987690,5.550171
2023-11-17 12:56:40.003320,5.962524
2023-11-17 12:56:40.018950,6.279358
2023-11-17 12:56:40.034570,5.981201
2023-11-17 12:56:40.050200,4.610474
2023-11-17 12:56:40.065820,1.950623
2023-11-17 12:56:40.081450,-1.925354
2023-11-17 12:56:40.097070,-6.749817
2023-11-17 12:56:40.112700,-12.22882
2023-11-17 12:56:40.128330,-18.159
2023-11-17 12:56:40.143950,-24.50964
2023-11-17 12:56:40.159580,-31.32019
2023-11-17 12:56:40.175200,-38.54547
2023-11-17 12:56:40.190830,-45.83453
2023-11-17 12:56:40.206450,-52.58289
2023-11-17 12:56:40.222080,-57.99847
2023-11-17 12:56:40.237710,-61.4707
2023-11-17 12:56:40.253330,-62.73431
2023-11-17 12:56:40.268960,-62.02911
2023-11-17 12:56:40.284580,-60.00885
2023-11-17 12:56:40.300210,-57.47479
2023-11-17 12:56:40.315830,-55.16174
2023-11-17 12:56:40.331460,-53.51318
2023-11-17 12:56:40.347090,-52.72363
2023-11-17 12:56:40.362710,-52.69537
2023-11-17 12:56:40.378340,-53.08289
2023-11-17 12:56:40.393960,-53.26373
2023-11-17 12:56:40.409590,-52.41089
2023-11-17 12:56:40.425210,-49.62219
2023-11-17 12:56:40.440840,-44.078
2023-11-17 12:56:40.456470,-35.37427
2023-11-17 12:56:40.472090,-23.67944
2023-11-17 12:56:40.487720,-9.848572
2023-11-17 12:56:40.503340,4.784607
2023-11-17 12:56:40.518970,18.59387
2023-11-17 12:56:40.534590,30.07819
2023-11-17 12:56:40.550220,38.08014
2023-11-17 12:56:40.565850,42.04871
2023-11-17 12:56:40.581470,42.08246
2023-11-17 12:56:40.597100,38.87561
2023-11-17 12:56:40.612720,33.42249
2023-11-17 12:56:40.628350,26.75458
2023-11-17 12:56:40.643980,19.67023
2023-11-17 12:56:40.659600,12.57336
2023-11-17 12:56:40.675230,5.554443
2023-11-17 12:56:40.690850,-1.406128
2023-11-17 12:56:40.706480,-8.288147
2023-11-17 12:56:40.722100,-14.97076
2023-11-17 12:56:40.737730,-21.33759
2023-11-17 12:56:40.753360,-27.45935
2023-11-17 12:56:40.768980,-33.52899
2023-11-17 12:56:40.784610,-39.77783
2023-11-17 12:56:40.800230,-46.27393
2023-11-17 12:56:40.815860,-52.75513
2023-11-17 12:56:40.831480,-58.56293
2023-11-17 12:56:40.862740,-64.69818
