Theta_Fp1,Alpha_Fp1,Beta_Fp1,Theta_Fp2,Alpha_Fp2,Beta_Fp2,Theta_C3,Alpha_C3,Beta_C3,Theta_C4,Alpha_C4,Beta_C4,Theta_P7,Alpha_P7,Beta_P7,Theta_P8,Alpha_P8,Beta_P8,Theta_O1,Alpha_O1,Beta_O1,Theta_O2,Alpha_O2,Beta_O2,Subject,Scene
4.483453347229313,16.661393032592684,14.177103054470175,4.650494010101732,16.683686388012912,11.315761740183513,7.06795617510451,20.4549063826363,13.266859116327767,6.33090126578461,17.571762037991206,16.208803481922736,0.9485686468937935,1.2086539815417037,0.9940083209147305,5.615227417443922,15.534694739344916,10.730807298611547,11.488788867945104,45.91431699873389,55.602444841086005,0.2671921990032231,1.262799410016308,0.9395267226869569,1,1
0.028872014536256728,0.0007842161317721735,0.0012478960162465476,0.009177807881334904,0.0008449463383786553,0.0005674463192207908,0.02053974132276716,0.0005665396390898946,0.0016734101807232167,0.020125266569011018,0.0007318702581166632,0.0025323482258745814,-0.00028520883661440445,0.00039023708224493215,0.0005515126089529341,0.0021950795745929097,0.0002618624046574013,0.0014194705407001684,-0.00104690223376633,0.0005195378940629913,0.0008420322882078046,0.00024966340559664553,0.0007715371125699529,0.0008925088929258376,1,1
0.0297360374845239,0.003929425851681724,0.007558293444238945,0.009977547242230024,0.00644384135619447,0.009067875057310668,0.019348007156661167,0.0025526037546811753,0.0018984452840028238,0.021570379296289594,0.0023469291150593347,0.003211659642592369,0.0004271022586137326,0.0019605266089884367,0.001443997981521536,0.0034494822373456035,0.0036029166074064835,0.0068204730332870585,0.0017157274658830702,0.012515353431130912,0.018099059606689782,0.0033286868073616207,0.007303648316034493,0.004219502152568648,1,1
0.04871571682937455,0.009064165701416367,0.004969234898539293,0.022683006024593434,0.008146344165355316,0.0029642922767637208,0.009182632043280316,0.003859184419723996,0.003440143600113329,0.014835585636228837,0.0076289758688549494,0.005120649047167856,0.0005111765453675197,0.001311103815976615,0.0008118866995038331,0.004855132299111851,0.006006085258426125,0.004211149391166817,-0.000367327390037859,0.000788614011396492,0.0013339922641141635,0.010595212659541576,0.01454697243505376,0.010762731372089293,1,1
1.5807600927306902,6.348694317577554,5.630656375656162,1.680477313395204,6.556328954197983,4.608838246235149,2.1224842246355164,6.327386610340105,4.20735896112496,2.1002267401576056,6.119078230550909,5.827507711379379,0.647106404553468,0.9826327112168228,0.7840060496162052,1.9358340879681701,5.67673373916363,4.021502570055069,1.2795767887186684,5.161820106908803,6.297512703910695,1.0671908597693065,5.395532447707814,5.353454805546738,1,1
0.08743443101146103,0.021039533761773574,0.01849276024529052,0.05692961491069456,0.03366436258815814,0.019024842687093823,0.002806670122731698,0.021521736670538097,0.009992627010275971,0.006419257391123069,0.02059164658297828,0.015331051908219056,0.0035873898905985973,0.005342913600280217,0.0037613213897370232,0.013464249628203516,0.018644089232618566,0.013802216995752476,0.041300126965292984,0.02209533975306422,0.023212455583197403,0.008936640633484436,0.0030249554669073563,0.003624286291904777,1,1
0.1366827188264947,0.008927932073321793,0.005469461259237829,0.09195051808016261,0.007050641394611693,0.003144994266290815,0.004021744923405442,0.010009602922865901,0.0065105336892689325,0.010425553800013187,0.006995648106241601,0.006461015494353203,0.01723212770337429,0.009919657713234848,0.005220444176729287,0.03094663686848654,0.006818982162880394,0.003575301943069684,0.07010582962010477,0.0012447488273872424,0.0013037156096254701,0.006618947454462085,0.003875549485257768,0.004550710329260172,1,1
0.1623739545878031,0.0019420039792854772,0.0007143239501259502,0.11569583657736786,0.001943188059345848,0.000516611967754008,0.009194726309734058,0.0013975262138562336,0.0005810794034520885,0.01766888761031607,0.000952850967684536,0.0011031986056034616,0.02726331133894097,0.002318636424494976,0.00017135565401906353,0.04830427547487929,0.0013913524832962756,0.0006664168200305067,0.05837717229892055,0.0010292470810718988,0.00023495662860207036,0.012917807104975388,0.003069864799965173,0.0030625208806514355,1,1
0.14912738618365165,0.0004446189504690778,0.00038338290721200066,0.10459224486557832,0.0006001879640918922,0.0009889511486255427,0.005060022400524362,0.0017150143581652639,0.0032742158935953882,0.012253452482277855,0.0005147666131268393,0.0003578281836950924,0.019199070732749644,0.0007319583303701068,0.00010980577360655484,0.03994717568021532,0.0005308967552591403,0.00035555412015383903,0.06217746286755067,0.00016709735223755903,0.00024143497837533483,0.008731388087882997,0.0002157151767499012,0.00026397073773261586,1,1
0.28684925104811543,1.117716670098314,0.9150917225649201,0.272594294609453,1.025959862175556,0.6666426609809939,0.4525992345763439,1.196267229470065,0.7490916729565327,0.4647761632479611,1.1081171786616477,0.9966900114839902,0.014443300569710544,0.006191514420183576,0.0012389777774000333,0.3809124440605428,1.0090762512804685,0.675125791166834,0.5084279943369354,1.853941789864316,2.190700621035797,0.2953818280617532,1.1707638022074025,1.1241293787555997,1,1
0.09814850576062217,0.004090973743582822,0.0022852173570195697,0.06503600694447138,0.0035597974912019758,0.0016052844533560207,-0.004993742782927242,0.005388483656603252,0.0019464183038807163,0.0012734369936918599,0.003735841888999732,0.0033198882623175457,0.015458651563177028,0.001319548448539226,0.00017966818762848785,0.01467007733431429,0.004424847034470738,0.0012988351804456139,0.027424757526769882,0.010452801557110942,0.014070257623217735,0.0011776296638448265,0.0003719840728740476,0.0003290222684252547,1,1
0.1245830871811501,0.002810825814940899,0.0015821205889374353,0.08776993797246505,0.0028645139410888383,0.0027250090150412526,0.001290545871988501,0.0019654886183029527,0.001519549039136494,0.006974481364076317,0.001544075044074344,0.0008018921423096443,0.01384602543411327,0.0007372180599863507,0.0010228229659386935,0.027793698521449025,0.0023639554682876257,0.0021765261228965022,0.06989515982113675,0.00045465105906188487,0.0004757765186174554,0.004907216612397671,0.015233124407061385,0.0075896430658402405,1,1
0.19699701431412,0.055620224825194416,0.019161376384664336,0.15350863902460998,0.053063255019112736,0.015064962947375046,0.04523716212697027,0.05356037449343147,0.014180514793442437,0.05255831593283202,0.0553692452361274,0.01879484866345694,0.01128157175140573,0.00727548893671061,0.0022847160872174117,0.08581168973778065,0.04756644334732726,0.014924061376709699,0.1139777506321185,0.04297185388753543,0.04099108268522312,0.06151639711529118,0.061541151899761955,0.012188215451487553,1,1
1.419185061330338,6.4708520950069595,5.44631354114351,1.4407542727857914,6.073745667753021,4.069078206631114,2.6125449284871856,7.408478895879242,4.761704564894882,2.2347003223758883,6.370723950243249,5.800198855269209,0.1645637203683378,0.2793547876856216,0.22359018980046666,1.984547723558503,5.890251292166284,3.984777874714853,2.268559770932658,9.328632178080191,10.634942640094472,0.9137107565268757,4.602892215073168,4.4522826594540925,1,1
0.05867796145492229,0.1904240554290891,0.15982579686131823,0.07069470516179083,0.15557721184553763,0.11495443641853978,0.09721065046314484,0.11297370460576668,0.09143666247500802,0.1629669141625111,0.2646363954945604,0.2472720050895265,0.009807532472919525,0.004990479625695476,0.0030072078709082587,0.03494373726757965,0.05233709609447438,0.045949834536719046,0.15746809116412352,0.5962278652717218,0.6575285929888733,0.009762588198932953,0.016962155032738405,0.03830043289478605,1,1
0.09682015306620591,0.023567844829742512,0.013072956261033292,0.06945304069354104,0.023438347520300388,0.01038612882758956,0.004100792330007412,0.024926514917533695,0.012359305996932968,0.00934199597028867,0.024305204477974605,0.014996791478261372,0.013364604224060349,0.010361535518173719,0.00741961835844069,0.022799066207766363,0.021782245079508898,0.010178840560846407,0.02106264617009739,0.028843094434318435,0.023715333775208226,0.013673455250337219,0.009894626044240162,0.0034622590163382954,1,1
0.14666048000440066,0.287113552539809,0.26158318580717166,0.1315588493726974,0.2727265892382497,0.19931933755458606,0.19350279203261747,0.29518651378639404,0.1853940378313548,0.16750289693474163,0.23163302137655803,0.23132605073508447,0.023311973377225972,0.009195775379521381,0.00714744746285935,0.14670412556413187,0.2329535505173319,0.1885733650372417,0.24167523597940657,0.9813947078556928,1.0287555244649724,0.04631820879136252,0.05170331983645386,0.04847967727068985,1,1
0.12576494586156742,0.0026508736902654878,0.001988285771856025,0.09450373474791048,0.002482992254062897,0.0012996693547122006,0.001930333554299452,0.0024680679872563158,0.0009123316819694696,0.007421210738970603,0.002371594342643689,0.0018304679357772104,0.02860260452028636,0.001011408916687616,0.0005324010004891738,0.03154194665874411,0.0022684717933767443,0.001110393192528921,0.03161277250232987,0.006293284957093667,0.00914868041446554,0.005981508213180009,0.0022153017739317154,0.0021823691076980206,1,1
0.1807714772612976,0.004543069819570924,0.00267053496422203,0.14232810222558115,0.005714146806860054,0.003837207985811543,0.025098087649305285,0.009517031569679386,0.005982135740280376,0.03330730925268566,0.0033741023576193186,0.0017109054252095652,0.03716585878831978,0.00011055166059419072,8.465198127125341e-05,0.06906477049218689,0.004376871710618937,0.0022350217939242378,0.05589818675636869,0.0004995427635109053,0.000513139392258961,0.0942794118562402,0.03471886454517195,0.024049363007400824,1,1
0.14432997142960985,0.016965360672536105,0.007934794101467212,0.1101856287501636,0.016206329283233966,0.006830940428245861,0.014780167463778759,0.012241125138427152,0.005088708127385,0.017848105025800202,0.012202976321643137,0.004995326188840347,0.04110658761833791,0.0006480690608498305,0.0002638692305567421,0.046615733194023595,0.011989586813985676,0.005551204027636132,0.06184911267326608,0.0026664399283534354,0.0015623808185032768,0.0478698051675575,0.15793284227153467,0.0764134673561473,1,1
0.1673561019052418,0.0012463935780876398,0.001086644312761095,0.12954729179833488,0.0007060796036494182,0.0011466262800462787,0.01439573590046745,0.0022618235494506925,0.0022263581246309457,0.020027294054517517,0.0016364166901682077,0.002435608396540921,0.036532218863653855,1.8825093051241737e-05,1.635822107058255e-06,0.05298859565214264,0.000586513323421812,0.000833112039719411,0.05799275424282163,0.0003681054170336397,0.0011096961266777194,0.01438096921592594,0.007885978342461837,0.003177928110049211,1,1
0.17236246461472376,4.152626602020834e-05,0.00023446941423769144,0.13556084937054916,9.299284947619093e-05,0.0006877626132602339,0.01667386364240035,0.001649877173286235,0.003721301973348051,0.022325511769648948,0.000785575924179259,0.0015610734548883061,0.034941960674703475,4.582288957786482e-06,1.034913262129991e-05,0.05971916907046254,0.00014530363448261792,0.0006704617172653871,0.052539840200218776,7.236498948099154e-05,7.811788638589255e-05,0.01898218179757886,0.0023145424214653996,0.004185258536746473,1,1
0.2567229195237641,0.07378296627294391,0.059084644762856436,0.21569838696986174,0.07249444780163437,0.04627286149919702,0.07282092469545672,0.06730130585939877,0.03521014510672258,0.067708422801727,0.04847600426588686,0.04023388501308315,0.029639782206917584,0.0031524346436141567,0.0024817814802479353,0.11668635967816557,0.04639826336028363,0.03205649228096253,0.044731464560220674,0.013190644649750055,0.014588755143873228,0.29206214389116497,0.7343705543770763,0.6524813607950163,1,1
0.16119255048706807,0.04885053661413428,0.041955023660552496,0.1280285918311637,0.047480195984191134,0.033172564159322356,0.02650176953994286,0.04532236444028932,0.030603871455458283,0.03792515285006523,0.05364658912176718,0.04895199006336431,0.04178084004319513,0.0031283851068138794,0.002420324540101401,0.06452227541950392,0.046540668865877044,0.03543823917072354,0.030474464180898095,0.013899632193632324,0.016317612822256536,0.10113606246891725,0.32594903024434346,0.30493970883590293,1,1
