Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,ID,Take,Group,Theta,Alpha,Beta,Engagement,Fatigue,Excitement,Relaxation
14.469476843349854,5.682895088568482,3.7286662299088116,19.19928526874314,3.022927740292517,2.8120499598282818,4.222176000339807,3.3427538067420577,14.020954066163169,3.1750544495619804,4.083808476750814,7.013022121504726,1.9405238691279976,1.3714374266615912,2.397476871945549,1.7654542674804312,70941609.56432219,11079568.824322745,2383602.672455213,657258.2618840722,1562611.8415879242,588917.2692859501,4654772.206280785,1140177.2065344413,12.185484990227762,2.113972243936752,1.8884421613541742,1.797419426830339,1.2725458015916313,0.4320227074641558,1.7979419694927068,0.6779046239013694,536.3106170822458,105.18247877318521,16.678498016643744,22.42851449626317,22.190834502387457,27.04907034916047,46.88673900063053,27.44483886780182,001,001,Sadness,2.476267772227072,1.7678550091627172,8.305059833726578,1.946691551031153,0.7239172071423636,4.671767418291286,10045801.85327282
13.041941468837187,16.498989867449314,24.77776271597093,608.6527625880883,6.507862247062654,17.277607254957793,26.678322326801062,12.291271407597936,3.577061307318348,3.153198496349754,4.335914195877815,99.73653410169767,3.883083852622541,3.1425431159371287,6.199509653001087,3.0386471855336894,5230037.1289542485,759663.6996986569,175331.86456177803,486475.5349923451,179772.9084383833,61477.33313617283,339710.94367626676,58418.31508218844,12.84925056159833,2.4375006446103793,1.9558648987901113,2.2096335544556878,1.391963776861276,0.5490691636808761,2.08195214498401,0.8914646043623474,205.5037278700432,104.80539037305333,77.6665503845329,4431.87203257935,154.11923476623485,72.62668911732275,90.2536629430551,87.01868068444318,001,001,Sadness,10.794328048562594,9.267258530892217,153.05745597385166,7.418723157455942,0.9812479150454967,12.427750359051084,430299.08645540767
3.9450383349250715,3.9442541712921697,7.787701866167473,34.30888996035686,36.56161658919875,13.429104575542663,4.139395278121031,3.466717991563175,0.8085342542835341,2.9022431165059572,3.8669866347546717,16.483443183395927,2.0849836440811327,1.7634806915000838,3.2472909153576377,0.7841578082129157,613242.0547542386,125301.4722572137,37408.62913077786,98647.44886798052,36729.1577703856,10824.92378759325,58667.36229595791,12532.304970277526,10.482847825315124,2.003178415552314,1.821288587975276,1.6314840960747607,0.9941304439807012,0.479396373551158,1.6460263226347094,0.7378351628777686,5.498075074727515,19.259944708780957,18.95889715387356,12.266762367728049,192.38982267260602,15.432781973968183,24.82141611543331,6.443133592438526,001,001,Sadness,2.0209123623533003,2.813604964432662,8.779356053660099,1.515348488414558,1.4059680111587365,2.3193746663609103,195514.86989811625
111.6695224277542,55.372781872975025,42.660940467999566,139.71747871882584,52.93245215957981,37.1425385821975,82.59907534142718,11.180124479614257,31.702296828714875,15.848288619084357,44.24113885822391,82.39841803683333,5.020665216209008,5.986663889539561,12.707691674413098,3.3384769937256515,1072520.853062526,94084.50811775423,100577.33184007324,6347.3324754557225,30507.25302624871,60342.93673989107,67937.88495411615,37881.966093698495,11.015501664505406,2.0510347395105826,2.2415705492057247,1.3345715659795863,1.396875845695412,0.5057224070824358,1.8237516448709117,0.42593632098458517,1213.7096063226502,190.2273184491578,251.85199217361014,366.17680718345446,177.43264117459833,125.50331532662948,639.1535590906345,51.21974993723849,001,001,Sadness,34.49296430360055,13.460266236903456,42.85494388688518,0.8816253405974295,0.45289285169221566,3.055331104800308,80315.77500103587
9.059499786459623,5.0178158447872665,4.550938296180805,5.809218853778019,7.693376483113256,51.145811120568546,5.595252349811968,7.552623256875914,2.5946713787180697,1.9872766059471598,1.8185184810209245,2.2839029685327716,1.316360682885681,12.986229871245564,2.483234171437163,1.203914023269314,7058043.212359172,431728.57146638137,126299.91208693918,557656.222126065,104716.90998922773,770739.0104561003,205179.19140765438,150668.02620384676,14.708403564026572,2.1099283958594244,1.8775149423411674,1.910811605153802,1.5931152948773755,0.8194374551331967,1.7865011368053292,0.6699347065269394,210.64595982102946,21.53184497581629,14.551975706062523,117.13086915670829,26.19045668873192,654.3995123591692,19.61396438564953,39.80269341606392,001,001,Sadness,2.6532670486498087,3.0258903882641794,2.100972558124022,0.4022241213816198,1.1283915611830349,0.8100169391429545,1465645.6583722297
271.0870860633497,8.659630599077744,15.377381343282227,382.45265112951677,2.450018461761265,49.36420010909558,12.858773287745366,9.805846112733494,15.63757344956599,7.068710813755445,5.11237708337729,52.26094325631555,3.968328405917947,7.276137059606782,7.327059358683573,6.55492597173063,5874133.725720519,30255.79058588866,29942.130586670308,597266.7458943605,96897.90551072944,824035.68860993,26572.36289070393,16543.495564364148,20.997888813947103,3.70289903296437,3.466039710753507,3.026849308732326,3.127719343641869,0.9538061761101546,3.146756466150011,0.9956138636175351,1316.241292716655,81.39750295054604,110.46240211903299,462.55529742596127,47.500538884231645,253.12435223766207,72.2288158476385,50.354602600875936,001,001,Sadness,5.379600971705777,6.29580686400393,99.52255614477069,8.30047251700334,1.2691675508270428,13.23291824051535,224037.7505952321
110.59965884715311,53.49067162204589,39.31558371323458,742.8853806346913,23.70512299512246,388.1157063267946,56.764791186021014,14.253945562223059,5.254349689228678,6.816102175055962,19.347689945295826,119.31867584870571,5.948603224440944,52.59810911047122,12.433113252616467,5.899094109927998,2719357.0169142853,76089.45136747826,53905.335004445034,585075.8055459324,46116.57667691646,34859.49654875973,71930.22606731053,22736.45801353998,12.222556174848563,2.365114243237912,2.1499270715706125,2.383209877050082,3.086917953369512,0.9035325976689315,1.9516067407794975,0.9434928702435802,1623.0960647465945,750.2267752929275,781.10009175077,6681.003051227766,1374.8657662891594,12389.99999031515,841.8366054246433,479.4420745460993,001,001,Sadness,27.563865702016727,13.39238231886441,187.03493258097998,4.039338113073769,0.4930521395149753,9.632033736066418,115246.40106780008
196.43393335088024,697.7500029542905,721.0052641464115,737.0577445664635,23102.28279620415,562.8380842480633,648.4023657412205,644.3863910657452,9.925892927111367,32.99672864070228,33.77505551771018,120.5954768192946,913.6025130217464,33.39165359403602,39.570852274090655,8.804795673547659,987516.8721937597,301625.8515176665,653892.8169297398,533621.7560882792,2628828.4492995874,177996.28800643588,274997.81799159554,2069671.2334667186,4.345289342960687,0.8478709440514707,0.8948381178006783,1.1955084962413456,0.17631739254682507,0.9756027397043211,0.8076661703157405,1.0613690218827714,3744.384660000603,8081.457897145925,7956.058802551609,9782.012386982433,230342.4522155152,8437.59527943976,7786.187559958382,9708.536330376352,001,001,Sadness,336.53809217387777,341.3479138030392,186.74590937339372,0.2635940151714264,1.0135676421669335,0.5188338309522651,28046.28434044047
15186.276343678239,863.0574707282088,586.330744146154,1453.8930677178005,4773.581587044426,737.0653107397836,693.0623576119829,3330.308754733169,2803.259033753693,113.75433366496061,91.39564625629592,244.86257750281266,348.93185446974195,94.60075846164892,61.08382238329981,187.26754861986504,7709714.884694891,1038280.5108589631,755690.2485153108,964399.0154975811,10380700.231783226,682161.6100038805,898532.3884213342,2240652.7209160654,14.009451099711907,1.565115300053104,1.2955483494335984,1.2595473527938115,0.19200343301571857,0.6202751491373556,1.358638403124618,0.1888275739411704,61422.629563646115,2203.461303621617,1582.942166129601,3880.3597195776756,54897.15169561517,2939.335130852214,1749.2860886268168,26792.207999272712,001,001,Sadness,389.02995708504795,979.1598747198307,1064.2880253678734,0.8499259726222085,2.7422863073625483,1.6606940689343104,10296.621121001419
12.92096025130142,36.78794366286135,24.884749488492204,30.35189950496188,286.21511596495816,55.24754113192152,27.384848303434186,10.601586320575322,1.5624313425965437,2.8858688025458865,5.922625629770529,6.970864330842383,12.541059871409988,9.291329088317779,2.6400754631433236,1.5984068280115533,39882263.51392517,1928318.6363087855,709684.2004360586,1022030.8567651815,921325.3150194573,1355081.0205476743,1204270.5900491446,1087775.3810633095,3.867561810291538,1.4412435529332728,1.3208156428674653,1.445148403590297,1.1556238767607008,0.9075019956858227,1.3065284187983481,0.7519428081125267,172.09570790789172,100.09135941905043,127.9313606778403,126.49050486476223,1898.394336861988,794.0360458686068,237.68836097579785,160.24769384993877,001,001,Sadness,16.043197991573884,8.871583952266882,7.978582711889606,0.2666380833446145,0.5317854590654227,0.6835379722752065,6237819.059177951
117.63549996939794,82.7664471859965,150.2436279359555,980.2438055001887,594.7704741971072,113.49286485248076,86.06020664505536,15.119197888392263,14.096569843864433,21.056513091494413,46.7021851749152,187.28689750324898,18.337756167061443,11.003653384467778,18.129201092079587,7.114532603049666,4058902.8562511518,559285.6672340257,117128.09221921339,591780.1418188424,250025.41284261007,912567.9060111778,203111.2829426527,288367.0144147919,1.4177259079872453,0.7975881993799628,1.0465936413860402,0.9631610505390338,0.9485859965855366,1.0108908056315766,0.7790609352811796,0.6359249931667695,3524.22533346861,341.36832608604334,1450.2227346664768,8138.6635297889225,10060.769595117503,1117.2547201883717,2524.9100720203155,1186.6948510814832,001,001,Sadness,42.206663457762964,41.340706456086934,248.5850938360133,2.173097786342937,0.9954769014311036,3.7283621031918157,142628.69452735322
