FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,P7_Theta,P7_Alpha,P7_Beta,P8_Theta,P8_Alpha,P8_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene
-0.82915864838812,-0.7513405187173373,-0.5939020065300649,-0.7713747898528052,-0.6522156922361375,-0.6826584879774645,-0.7859547760345078,-0.7266465500787284,-0.5900026825337861,-0.7113043155688901,-0.5470304644927024,-0.49230251496816857,-0.7447968217281642,-0.6134728203944771,-0.7287681936408753,-0.8934160081528341,-0.9679706419502648,-0.6919487186485106,-0.5643821624818055,-0.47059648596560366,-0.49270678291068853,-0.6419722915094598,-0.5835443182512687,-0.6007017216512675,1,1
-0.8544195758595311,-0.8181422086477256,-0.8168947141939853,-0.7747060465438047,-0.6591524464537496,-0.7050343103215946,-0.7863886536594586,-0.7276373623249154,-0.5927975542827475,-0.7267363752310531,-0.5816213401116237,-0.6719209538570525,-0.7449254169237832,-0.6137246806320711,-0.7296753381239311,-0.8977224923445589,-0.9793082645730155,-0.7141127544857857,-0.5644645188194838,-0.47076897795387623,-0.4935750845023071,-0.642381299546345,-0.585069425023742,-0.6090697144034396,1,1
-0.7668920067783663,-0.7957951674158604,-0.795476324979433,-0.7631634458028631,-0.6568319073674201,-0.7028851186418188,-0.7848852942189309,-0.7273059078042041,-0.5925291076077368,-0.6732652321120002,-0.5700497208231263,-0.6546686514184095,-0.7444798424340587,-0.613640426309762,-0.729588207141867,-0.8828007879449626,-0.9755155114183283,-0.7119839048426704,-0.5641791591451981,-0.4707112745398142,-0.49349168436945196,-0.6409641117077867,-0.5845592339797282,-0.6082659709645258,1,1
-0.6637397504192789,-0.4378791820439036,-0.5983424747306942,-0.7495603568198186,-0.6196655538864376,-0.6831040591740393,-0.7831135676642338,-0.7219972465744925,-0.5900583369955669,-0.610248869145059,-0.3847156769549653,-0.4958792685511883,-0.7439547277247888,-0.6122909873178978,-0.7287862576675986,-0.8652153860687332,-0.9147697970954313,-0.6923900725266885,-0.5638428594560208,-0.4697870817534387,-0.4927240734564043,-0.6392939393864641,-0.5763878824190697,-0.6008683540317983,1,1
-0.8849175941755941,-0.7828349997056809,-0.7918553232788658,-0.7787279387602533,-0.6554861106051213,-0.7025217754114113,-0.78691248271394,-0.727113680737894,-0.5924837239023149,-0.7453678066685449,-0.5633387596224542,-0.6517519700637292,-0.7450806724517437,-0.6135915630112115,-0.7295734767421591,-0.902921796048103,-0.973315904031468,-0.7116240006453571,-0.5645639492579659,-0.47067780944186527,-0.49347758470864783,-0.6428751030543299,-0.5842633486575491,-0.6081300897677662,1,1
-0.8211817245400789,-0.7559868143319952,-0.7258990155658165,-0.7703228418998875,-0.6526981682144353,-0.6959035023776315,-0.7858177656742384,-0.7267154646016871,-0.5916570626943135,-0.706431162558869,-0.549436383173232,-0.5986248111068291,-0.7447562137938817,-0.6134903381716268,-0.7293051634807463,-0.8920561017721604,-0.96875921401075,-0.7050683693731064,-0.5643561559056494,-0.47060848339814626,-0.4932207603148618,-0.6418431344954448,-0.5836503948627463,-0.6056550227098131,1,1
-0.8134647097141264,-0.738508835173584,-0.7619212595077894,-0.7693051691599376,-0.650883237398033,-0.6995180929143636,-0.7856852194695045,-0.7264562287080024,-0.59210854630103,-0.7017167896070959,-0.5403860342409103,-0.6276403752923614,-0.7447169289722035,-0.6134244415155979,-0.7294517036084552,-0.8907405046947005,-0.9657928409726929,-0.7086487479156708,-0.5643309966916975,-0.47056335263305393,-0.49336102576154905,-0.6417181857544239,-0.583251366269137,-0.6070067883320215,1,1
-0.865223217829372,-0.8109684032158401,-0.7371247347773117,-0.7761307648024632,-0.6584075113310347,-0.6970299279966198,-0.786574215275278,-0.7275309594138354,-0.5917977598759143,-0.7333363881417353,-0.5779066405034649,-0.6076670178286856,-0.7449804147639885,-0.6136976334669109,-0.7293508302173748,-0.8995642977734694,-0.9780907220401757,-0.7061841334064144,-0.5644997411361318,-0.4707504541116843,-0.4932644716539476,-0.6425562248889831,-0.5849056444478316,-0.6060762774583811,1,1
-0.869322356312592,-0.7710907782579048,-0.7376969251833377,-0.7766713341269664,-0.6542665789174432,-0.697087343465529,-0.7866446214181821,-0.7269394887609466,-0.5918049314055026,-0.7358405776537045,-0.5572574328810959,-0.6081279115886898,-0.7450012821496265,-0.6135472841552833,-0.7293531579139869,-0.9002631191092137,-0.9713226677688609,-0.7062410054395803,-0.5645131052548283,-0.47064748409964186,-0.49326669968124737,-0.6426225953967897,-0.5839952238288794,-0.6060977493944857,1,1
-0.7342638580564114,-0.6286541796619849,-0.6586167817241273,-0.7588606450102976,-0.6394758202243275,-0.689152181551357,-0.7843248783874045,-0.7248268487013736,-0.5908137830348967,-0.6533324905959629,-0.48350171396518715,-0.5444296316580843,-0.7443137431024988,-0.6130102600829603,-0.7290314562914995,-0.877238339502192,-0.9471482433758207,-0.6983809496018372,-0.5640727839997487,-0.47027969142672854,-0.49295877295507556,-0.6404358185534257,-0.5807433447013743,-0.6031301991358251,1,1
-0.8739968348774093,-0.8145168891848394,-0.8078993043164022,-0.7772877757842903,-0.6587759896590104,-0.7041316812829946,-0.7867249095097372,-0.7275835910666747,-0.5926848106096445,-0.7386962460444856,-0.5797440975635662,-0.6646752394285186,-0.7450250784051733,-0.6137110122080802,-0.7296387443871729,-0.9010600244511392,-0.9786929731934126,-0.71321866880475,-0.5645283451123351,-0.47075961683497447,-0.49354005766759224,-0.6426982814262683,-0.5849866576675421,-0.6087321539269243,1,1
-0.8293474398626609,-0.8074062593525028,-0.7867744621865203,-0.7713996865183562,-0.6580376147536651,-0.7020119450840047,-0.7859580186864921,-0.7274781251851481,-0.5924200430973408,-0.7114196494695268,-0.5760621111892849,-0.647659386287433,-0.7447977828043807,-0.613684203231827,-0.7295528075680082,-0.8934481933329567,-0.9774861528609741,-0.7111189958471533,-0.5643827779847179,-0.4707412561216613,-0.49345780056494426,-0.6419753482947058,-0.5848243194134477,-0.6079394260943174,1,1
-0.7447896694954618,-0.6885274005844932,-0.6013856908529536,-0.7602487246769781,-0.6456931152985853,-0.683409425497544,-0.7845056680307391,-0.7257148969015095,-0.5900964790444944,-0.6597627750858753,-0.5145049287041009,-0.49833054928955306,-0.7443673265975065,-0.6132359981393297,-0.7287986376092793,-0.8790327803681778,-0.9573099621098178,-0.6926925485668328,-0.56410710052602,-0.47043429306827367,-0.4927359233031114,-0.6406062454499908,-0.5821102720173426,-0.6009825533288131,1,1
-0.8349432511769928,-0.7375327287128304,-0.7904763818474303,-0.7721376279064386,-0.6507818775280129,-0.702383407888922,-0.7860541314410807,-0.7264417509569767,-0.5924664409853506,-0.7148381658386851,-0.5398805922796477,-0.6506412462655009,-0.7448262692663854,-0.6134207613331747,-0.7295678671456614,-0.8944021675285718,-0.9656271756024961,-0.7114869427674366,-0.5644010215953973,-0.4705608321796886,-0.4934722153086697,-0.6420659519276501,-0.5832290814051543,-0.6080783438069909,1,1
-0.8787723666600746,-0.8061619984772993,-0.8053404514760554,-0.7779175437222271,-0.6579084094613568,-0.7038749175656503,-0.7868069332750989,-0.7274596701293864,-0.5926527393119408,-0.7416136484823753,-0.5754178150162783,-0.6626141085631041,-0.7450493890899046,-0.6136795120355415,-0.7296283348573663,-0.9018741573507474,-0.9772749761637652,-0.7129643353485139,-0.5645439144261907,-0.4707380432533562,-0.49353009386197155,-0.6427756036418408,-0.5847959124870735,-0.608636130777799,1,1
-0.8399720873986269,-0.757864264642838,-0.7879674702502512,-0.7728008000852987,-0.6528931245302979,-0.7021316554403155,-0.7861405059227213,-0.7267433112139742,-0.5924349956245715,-0.7179103135534273,-0.5504085539409339,-0.6486203425816273,-0.7448518694419288,-0.6134974166614353,-0.7295576607791047,-0.8952594837817374,-0.9690778559963021,-0.7112375731484264,-0.5644174167390223,-0.4706133312565964,-0.49346244596708044,-0.6421473754792263,-0.5836932577332371,-0.6079841947458806,1,1
-0.7925244525904518,-0.7819813706923283,-0.8038692397547536,-0.7665436960614802,-0.655397468915593,-0.7037272913385364,-0.7853255529831118,-0.7271010195899348,-0.5926342999283409,-0.6889242546679536,-0.5628967382445946,-0.6614290619513816,-0.7446103289091546,-0.6135883446015225,-0.72962234990113,-0.8871706086021819,-0.9731710256066392,-0.7128181063993395,-0.5642627267167057,-0.4706756052436495,-0.49352436517473064,-0.6413791351210808,-0.5842438599980433,-0.6085809222951999,1,1
-0.8699769834900829,-0.6992869772132705,-0.7506329502583928,-0.7767576623572976,-0.6468104004845923,-0.6983853868049307,-0.7866558651892321,-0.7258744844852774,-0.5919670646492523,-0.7362404935186669,-0.5200763921994908,-0.618547752908829,-0.7450046146444465,-0.6132765646209406,-0.7294057822527037,-0.9003747199835095,-0.9591360838669851,-0.7075267628365727,-0.5645152394875063,-0.4704620759098099,-0.4933170707058405,-0.6426331946820716,-0.5823559170482177,-0.606583184838559,1,1
-0.42555417056105416,-0.2240571335760279,-0.2550649848825212,-0.7181498986131689,-0.5974620587641808,-0.648658465826846,-0.7790225304763347,-0.7188258072838455,-0.5857558798951455,-0.46473979853798886,-0.2739955456103676,-0.21937261737787395,-0.7427422021249214,-0.6114848210070444,-0.7273897892165212,-0.8246094963793333,-0.8784797916108558,-0.6582705057173934,-0.5630663205871667,-0.46923496113620256,-0.4913874001906082,-0.6354373978346006,-0.571506247619675,-0.5879865715864185,1,1
-0.7824350712571245,-0.7517165598235696,-0.6711043064714158,-0.7652131701291774,-0.6522547407202746,-0.6904052208914805,-0.7851522593930375,-0.7266521275743503,-0.5909702950145769,-0.6827605880778554,-0.5472251839847669,-0.5544882103631471,-0.7445589671383842,-0.6134742381700221,-0.7290822561104721,-0.8854505703626695,-0.9680344638708953,-0.6996221289610943,-0.5642298330513015,-0.4705974569601721,-0.4930073975837778,-0.6412157746087955,-0.5835529034059019,-0.6035988042201463,1,1
-0.8709508874662,-0.754760096592702,-0.7712177296168039,-0.7768860948600435,-0.6525707846188917,-0.7004509313276281,-0.7866725928071934,-0.7266972697482342,-0.5922250633026168,-0.7368354575904222,-0.5488011710882956,-0.6351285907844819,-0.7450095724739825,-0.6134857131176561,-0.7294895220719361,-0.9005407511825678,-0.968551014745032,-0.7095727570405194,-0.5645184146347693,-0.47060531582885096,-0.493397224881586,-0.6426489634836661,-0.5836223884525193,-0.607355646352124,1,1
-0.8627321093417111,-0.7985340416296004,-0.777271385685257,-0.7758022526436402,-0.6571163148019249,-0.7010583751052252,-0.7865314283967938,-0.7273465311793698,-0.5923009366013489,-0.731814554279941,-0.5714679492745642,-0.640004751372765,-0.7449677333379546,-0.6136507525980779,-0.7295141486203212,-0.8991396134726224,-0.9759803547820042,-0.710174451380452,-0.5644916195589634,-0.4707183467240546,-0.4934207969492756,-0.6425158905270181,-0.5846217634698757,-0.6075828149920128,1,1
-0.859150494755452,-0.8065582969979215,-0.7950995104661058,-0.7753299312069643,-0.6579495614956443,-0.7028473078331362,-0.7864699111610576,-0.7274655480858845,-0.5925243848154583,-0.729626523375509,-0.575623024088829,-0.6543651310237404,-0.7449495004987655,-0.613681006186957,-0.729586674243278,-0.8985290196369841,-0.9773422361848496,-0.7119464519121884,-0.5644799426852369,-0.4707390665556089,-0.49349021710783114,-0.6424578994199036,-0.5848049601258143,-0.6082518306764882,1,1
-0.8655776860648544,-0.8189295160721273,-0.8168339289920729,-0.7761775099064399,-0.6592342012432244,-0.7050282109343396,-0.7865803035646453,-0.727649039781555,-0.5927967924334235,-0.7335529350189038,-0.5820290192170473,-0.6718719919731024,-0.7449822192469052,-0.6137276489916317,-0.7296750908469635,-0.8996247275361665,-0.979441886858251,-0.7141067128290531,-0.5645008967827616,-0.47077101089979667,-0.493574847813457,-0.6425619642014964,-0.5850873995373542,-0.6090674333865651,1,1
-0.7951542671248937,-0.7505994547402182,-0.8117931168095104,-0.7668904999258189,-0.6521387394124247,-0.7045223992463753,-0.7853707222543331,-0.7266355585115315,-0.5927336135801398,-0.6905308249271496,-0.5466467309092385,-0.667811667200829,-0.7446237164427231,-0.6134700263850807,-0.7296545845936002,-0.8876189395168866,-0.9678448681304597,-0.7136056886339851,-0.5642713005069626,-0.4705945724272039,-0.4935552196144588,-0.6414217153185542,-0.583527399492305,-0.6088782725828306,1,1
-0.8231055247695017,-0.7666427858538211,-0.801876219773005,-0.770576540913656,-0.6538046949426365,-0.7035273051528577,-0.7858508085573777,-0.726873515499649,-0.5926093204781139,-0.7076064242333161,-0.5549541984544859,-0.6598237039038161,-0.7447660072374167,-0.6135305140342747,-0.7296142422051429,-0.8923840713324769,-0.970567751847433,-0.7126200130770827,-0.5643624279295685,-0.4706359987157481,-0.4935166046410325,-0.641874283381648,-0.5838936745515114,-0.6085061325097538,1,1
-0.8658164143087901,-0.8218533468427092,-0.811882837568766,-0.7762089919278676,-0.6595378147513634,-0.7045314021227056,-0.7865844039225441,-0.7276924064588994,-0.5927347380923175,-0.7336987756064135,-0.5835430208331883,-0.6678839363924126,-0.744983434535032,-0.6137386726156346,-0.729654949581732,-0.8996654259392547,-0.9799381211589707,-0.7136146062983525,-0.564501675090838,-0.47077856066962304,-0.49355556897421526,-0.6425658295295018,-0.5851541516526739,-0.6088816394313297,1,1
-0.8646790567391209,-0.8039421084243277,-0.8089148675186931,-0.7760590041644213,-0.657677893860578,-0.7042335862377876,-0.7865648688519651,-0.7274267444017299,-0.5926975391375553,-0.7330039567050867,-0.5742683240260308,-0.6654932656272202,-0.7449776446162207,-0.6136711424563177,-0.7296428757444975,-0.8994715291633102,-0.9768982151011272,-0.7133196092321126,-0.5644979670478862,-0.4707323111641027,-0.49354401212491134,-0.642547414196679,-0.5847452315932609,-0.6087702638077596,1,1
-0.8494596252952532,-0.7353395543466491,-0.7413458202827322,-0.7740519585843264,-0.6505541361108367,-0.697453485611391,-0.7863034623467827,-0.7264092214802181,-0.5918506647119187,-0.7237063101981643,-0.5387449350561511,-0.6110670608025156,-0.7449001674227981,-0.613412492479235,-0.7293680017853105,-0.8968769197217412,-0.9652549487421429,-0.7066036820606958,-0.5644483482586838,-0.47055516907434736,-0.49328090795494217,-0.6423009913452453,-0.5831790104401445,-0.6062346773149772,1,1
-0.8762358567331712,-0.8008008012943713,-0.7859731862790617,-0.7775830442991424,-0.6573516973900194,-0.7019315424217751,-0.7867633665888007,-0.7273801520838312,-0.5924100003321745,-0.7400640785954452,-0.5726417100237905,-0.6470139664029697,-0.7450364765398563,-0.6136592988882741,-0.7295495479411511,-0.9014417330102423,-0.9763650705830946,-0.7110393541937806,-0.5645356448300605,-0.4707241998376797,-0.49345468051158903,-0.6427345341701473,-0.5846735144139,-0.6079093575281462,1,1
-0.7686266219320994,-0.8011305547994099,-0.8025994015554961,-0.763392196245365,-0.6573859393234095,-0.7035998715935141,-0.7849150876896558,-0.7273850430351134,-0.5926183844531399,-0.6743249194323985,-0.5728124611303831,-0.6604062197365738,-0.7444886727976813,-0.6136605421471829,-0.7296171841415457,-0.8830965052240188,-0.97642103654447,-0.7126918926784921,-0.5641848143829761,-0.4707250513107156,-0.49351942060707615,-0.6409921974358179,-0.5846810428058359,-0.6085332705268565,1,1
-0.8516404819550918,-0.783588068102191,-0.8037986649928642,-0.7743395566287152,-0.6555643099797314,-0.703720209634608,-0.786340920389802,-0.727124850356361,-0.5926334153818897,-0.725038609264676,-0.5637287092668721,-0.6613722146728928,-0.7449112694573179,-0.6135944022804795,-0.7296220627997868,-0.8972487122753061,-0.9734437152484815,-0.7128110917235322,-0.5644554583447132,-0.47067975397747736,-0.4935240903667392,-0.6423363023171871,-0.5842805414817551,-0.608578273916685,1,1
-0.6646428753283325,-0.7705183725995806,-0.810997276823613,-0.7496794554118817,-0.6542071397420464,-0.7044425420424101,-0.7831290795923298,-0.7269309987581242,-0.592723638945917,-0.610800593839027,-0.5569610330003191,-0.6671706258978646,-0.7439593252410311,-0.6135451260328576,-0.7296513470803193,-0.8653693508488579,-0.9712255187394242,-0.7135265872761292,-0.5638458038475148,-0.4706460060623317,-0.4935521207278016,-0.6393085621807589,-0.5839821556004104,-0.6088484080042811,1,1
-0.870776059937819,-0.8062528463183931,-0.8100571075490928,-0.7768630396743483,-0.657917843191937,-0.7043482023625143,-0.7866695899977013,-0.727461017597596,-0.5927118553653141,-0.7367286543524318,-0.5754648573347595,-0.6664133287685137,-0.7450086824836906,-0.6136798545562003,-0.729647522428924,-0.9005109465766958,-0.9772903949134972,-0.7134331405185573,-0.5645178446574801,-0.47073827783611544,-0.49354845984361395,-0.6426461327932941,-0.5847979865761855,-0.6088131273452972,1,1
-0.8012523215801428,-0.7977376100394918,-0.8091483855534413,-0.7676946740690316,-0.657033612549969,-0.7042570182061001,-0.7854754614562828,-0.7273347183917959,-0.5927004659281441,-0.6942561647937463,-0.571055545544943,-0.6656813621138533,-0.7446547596617994,-0.6136477498379723,-0.7296438257064902,-0.8886585361485426,-0.9758451839379296,-0.7133428194175271,-0.5642911815438906,-0.47071629021816913,-0.4935449214106157,-0.6415204509364127,-0.5846035806482562,-0.6087790267724444,1,1
-0.8825428692694722,-0.8225925306823851,-0.8153997186050111,-0.7784147745566925,-0.6596145723397238,-0.7048842975429052,-0.7868716948211224,-0.727703370139628,-0.5927788168048261,-0.7439170722695813,-0.5839257808544444,-0.6707167495731919,-0.7450685834968076,-0.6137414595364099,-0.7296692564138388,-0.9025169528261155,-0.9800635758807278,-0.7139641615736776,-0.5645562071175999,-0.4707804693532258,-0.4935692632040998,-0.6428366530974512,-0.5851710274874194,-0.6090136134107917,1,1
-0.838459478759979,-0.7992572309529006,-0.8114971662775156,-0.7726013265048417,-0.6571914115037257,-0.7044927025957722,-0.7861145256001716,-0.7273572576271377,-0.592729904293905,-0.7169862514110544,-0.5718424271052426,-0.6675732819500145,-0.7448441692415302,-0.6136534792152485,-0.7296533806533675,-0.8950016141845871,-0.9761030949049089,-0.7135762730613148,-0.5644124852927024,-0.4707202141074158,-0.4935540672255728,-0.6421228843321544,-0.5846382741440204,-0.6088671667850992,1,1
-0.8679166885064106,-0.8173765796655499,-0.8152861929779935,-0.7764859632497519,-0.6590729427753743,-0.7048729060077819,-0.7866204778941608,-0.7276260064060405,-0.5927773939351232,-0.7349818463393167,-0.5812248864153163,-0.670625305794107,-0.7449941263503506,-0.6137217940060357,-0.7296687945864216,-0.900023480790589,-0.9791783215659169,-0.7139528778591028,-0.5645085224598126,-0.470767000984947,-0.4935688211516055,-0.642599835764129,-0.5850519454368166,-0.6090093532641979,1,1
-0.8041669589650274,-0.7962590436984772,-0.8037607087808707,-0.7680790386297245,-0.6568800767440255,-0.703716400983351,-0.7855255227989462,-0.7273127880837603,-0.5926329396589584,-0.6960367351258634,-0.5702899226325787,-0.6613416413164079,-0.7446695971361991,-0.6136421752474144,-0.7296219083921891,-0.8891554236771972,-0.9755942407774452,-0.712807319121048,-0.5643006839210678,-0.47071247233798946,-0.49352394257069865,-0.6415676427949208,-0.5845698244432473,-0.608576849577252,1,1
-0.8558925563725708,-0.705246852223339,-0.7987340089835588,-0.7749002942093088,-0.6474292798595797,-0.7032120053785786,-0.7864139533357006,-0.7259628822062308,-0.5925699376827898,-0.7276362283019358,-0.5231625011795445,-0.6572926839320424,-0.7449329153902363,-0.6132990349437366,-0.7296014595486512,-0.8979736061368516,-0.9601475974052418,-0.7123076976059864,-0.5644693210691503,-0.4704774652014791,-0.49350436932330266,-0.64240514906132,-0.5824919831529888,-0.6083882183528863,1,1
-0.7906539752594771,-0.7382454751997111,-0.8042441348911282,-0.7662970289455854,-0.6508558898352514,-0.7037649095506168,-0.7852934259654951,-0.7264523225150971,-0.5926389986641715,-0.6877815682879223,-0.5402496626595008,-0.6617310363067307,-0.7446008069152155,-0.6134234485780592,-0.7296238749916062,-0.8868517295322845,-0.9657481433610006,-0.7128553685561375,-0.5642566285374977,-0.47056267259807927,-0.493525824962573,-0.6413488496035735,-0.5832453536655613,-0.6085949905569686,1,1
-0.8904167381061053,-0.804136926880851,-0.8142612104420057,-0.7794531322446985,-0.657698124003728,-0.7047700558860389,-0.787006935125101,-0.7274296339770193,-0.5927645473503043,-0.7487272683242008,-0.5743692038241929,-0.6697996924144995,-0.7451086668114235,-0.6136718769740042,-0.7296646249108188,-0.9038592903832403,-0.9769312798056614,-0.7138510012107666,-0.5645818777111075,-0.4707328142145936,-0.4935648300167531,-0.6429641415136704,-0.584749679369174,-0.6089708899147814,1,1
-0.7507814752588705,-0.771108871188785,-0.8102332975547094,-0.7610388873922258,-0.6542684577054605,-0.7043658818476674,-0.7846085823222566,-0.7269397571178926,-0.5927140636369402,-0.6634232069575509,-0.5572668016608586,-0.6665552480899343,-0.7443978289389239,-0.6135473523704718,-0.7296482391778851,-0.8800542637174784,-0.9713257385118649,-0.7134506526678969,-0.5641266351681791,-0.4706475308183047,-0.4935491459022026,-0.6407032607601155,-0.5839956368970433,-0.6088197390264839,1,1
