,FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,P7_Theta,P7_Alpha,P7_Beta,P8_Theta,P8_Alpha,P8_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene,Second
0,328.2878570002566,44.18848806501069,27.631097467623732,374.82639629090625,109.00217750797708,92.10516583533786,286.2423028909151,294.55162022920575,332.06439924395505,255.83452575599742,47.452441074697695,25.82250709575957,258.6801359268759,36.976552916856065,24.132073919974925,367.46054185061513,130.74018542789526,73.30290231128767,455.1070742245739,71.3668565908529,22.544573656802104,1842.8002611988995,255.07465642154668,131.4833083636329,001,000,2
1,78.49764384881092,22.987403303024685,41.22614200617107,81.5481925782621,26.05275001708078,72.30832364484856,80.06008069175026,21.824546745259806,16.480897774932096,59.91482124268935,15.973707330402803,7.842060369141372,352.01361963517485,156.34662892003826,212.70183738409906,83.82074827266096,24.757972608176175,69.01680435057843,786.9813393682065,293.1938763900538,223.0169304916588,140.16344413303253,41.24912539575474,41.62686104035667,001,000,4
2,668.9752920514834,162.2963943408677,181.27693824605518,961.6105569551185,255.26888117186235,325.77779733077955,80.09888335238848,52.53425458029661,97.20990961453653,189.83465566401145,102.82884589994791,62.477673975103286,829.0770126251143,218.17121343466155,236.3453193948474,706.1988466227153,205.42565463076718,247.094762617933,828.9570148314059,229.64810570853058,209.5690348058548,1167.0336486365065,467.01318121073666,446.0566002251856,001,000,6
3,705.1570740035746,354.98099405741107,325.85472091681373,1516.957853098104,852.5668127817286,610.691311540083,1173.6116972184561,392.1688336154117,186.9097503877628,1352.844056339627,642.4649728601005,518.3590090569725,1810.8885088241705,1453.0903279849445,868.0888340262889,989.0784564913038,296.8108220559476,242.10053052371458,4144.454215652598,1667.1008262046998,900.0775689255227,4770.565417431645,1160.053429064906,1263.4608639807466,001,000,8
4,472.5167898657849,203.66387928549835,322.91423681969513,1803.081391336424,814.2491340870721,1219.5285248103626,736.0871035193993,381.18007639297343,395.4187923887453,520.0732554353469,172.02574003516375,295.7518651613065,1254.6934513254107,429.2924173869204,563.9947895217011,623.2389551731005,257.14236396534346,371.7136131589817,3744.04197448833,1930.2168623356886,2724.1646758175402,2401.9024923799166,893.1350829954039,1161.448145555718,001,000,10
5,20.041924428997923,5.6835752824620425,17.72917519182615,19.426420937055347,7.965146099549928,23.810018991232937,17.73954200847936,5.444110543097704,11.21827600477678,24.97047327215024,9.700738431542222,7.474206059158722,28.29408343240175,16.8731527966774,38.733633816436935,15.869452408268561,6.293151126701237,28.069992722612646,104.91366675798608,16.12727524494788,33.005446874453,52.92410943894415,17.507938616865403,35.04459666325742,001,000,12
6,176.01265249405463,58.227377759758156,142.55551695807637,742.930084818713,234.682904425674,355.4988054706873,89.77662344763893,30.689901961646868,55.4795214751066,107.93274465087623,32.366258928434945,46.0223372716843,268.08886517254706,79.68654668893846,201.04834190817286,221.941694394757,84.49534894111805,244.44473045683543,7407.716951246259,2768.8092494571183,3693.9001644930872,1129.8723162038305,432.9007052858931,571.8965900199636,001,000,14
7,172.86675389905741,46.78114259881775,78.94245868863295,214.70839604768167,57.23699356205001,134.90031040837033,136.7302784166462,36.782716529973655,70.76822011596467,93.4038986102918,35.10459483699495,63.30308651578651,341.1479434648479,90.3064648384376,176.47800072633075,158.19980627072775,57.07683362585887,141.9823605005286,4311.046351633871,1512.2494037539234,1990.9306843290592,455.56133432229063,181.00088669016964,323.84848407829645,001,000,16
8,231.31865663209797,30.102765382800893,151.0612988626717,229.4404868185082,61.779452064877795,295.7175862284752,322.94915307338914,19.000579584306603,68.04638794657339,262.5119383653808,7.174100488326814,59.24951152440656,762.8070012725184,75.39704793632171,441.97745366704453,268.30266681385723,51.256463882469774,272.5865787508892,791.9612508516574,34.78939487917648,201.61209436598867,800.9860006750919,79.56099383364867,269.0522732286418,001,000,18
9,88.92973673320459,11.650992171779787,91.36948524392345,90.41713630703603,12.725359523654085,116.37946232941725,64.99872781166779,4.5434170331591455,27.44165340635655,113.00850427786331,13.413392358689904,83.32111296066937,89.61092684789985,73.9297372773616,382.59648383745173,130.59640713488892,17.03143232990709,131.30432800891796,209.50144825569257,27.29588993454775,196.81979281380353,707.68023973452,18.092416476482384,107.56691059032927,001,000,20
10,890.2974058906836,308.83777287841133,442.51086936739114,811.4850562412129,302.34207262496545,541.9755715770697,551.0509740446937,143.88678385273826,128.95412077123328,420.7974980420064,101.82914136843772,152.83171193453097,53.32941459581724,62.59969757215178,421.3529503936441,489.9255639888674,154.6304741087054,450.22380856834667,1437.173576756264,504.97365448310177,788.6578203196873,7986.31483906778,2112.1714904599075,2534.1781727160437,001,000,22
11,297.0470786599099,65.7937304657652,74.39102138493503,348.26826105920287,72.68052321144776,94.92352502650044,45.9117226013178,13.180138935674723,38.91099885376882,18.043092772546487,13.306538021474934,54.55950110585782,16.254302003863287,18.129970480893583,162.95225612843802,41.1018929553068,17.903519430326078,98.61266694954516,153.86450054186224,46.83029325436955,138.8399167603887,1382.7856882955045,280.2404918847426,452.68692275714807,001,000,24
12,233.39122066573543,209.1462801082142,285.1159770603154,241.4003693305326,216.0079048293903,318.36043794243017,233.44618357044936,155.0681007758571,172.56230440047955,108.48784493976054,154.60758672057858,227.32973658945443,166.6387957970474,265.5997835559005,514.3759481056587,172.88217523318008,176.13430484553146,274.31301012260076,772.2275629909082,549.4312253534553,621.2079350628126,853.0459580677241,720.337982552088,865.1390651920574,001,000,26
13,35.65622218037065,18.97620097538821,135.46334946914433,36.38636882558993,20.160184318660527,143.8568858839725,22.02027982725778,11.741816119317159,52.46767487264519,43.823161347444696,16.92842512927662,136.81559925316182,163.33371336971223,64.73232010132355,414.70765365579996,32.725288113424945,18.850736432607512,177.5249363889378,228.1824550705408,81.7637822564922,359.5167038472548,195.37235294131924,60.70944226988647,274.9656308027865,001,000,28
14,619.5740251225824,85.75471159218314,239.04759330294831,1192.3055889306477,195.57251660464956,471.9474823591722,441.94362062595377,27.388874510896706,44.239051434167145,340.4376688632097,19.178042254142877,20.956233978324548,1917.361015581624,352.84045313199255,839.9527718192236,638.6376836492607,126.97158323981999,402.8341198282,1090.7546766965283,120.40518162897443,245.46046453834253,3908.652338920684,118.25420498760293,166.5005375807126,001,000,30
15,360.58203053034134,106.56644726345984,180.04310331571054,412.3248225002364,141.07793610999818,338.6906820205401,350.91203422415236,61.456164038029456,134.17952802101385,266.52992245402703,58.55410342410869,52.25505267021104,581.7573645296891,86.73202989373772,241.9067955090496,396.219049457057,135.17638580211153,325.91741800160304,739.5995226070919,263.87285623869457,409.66660920584246,2887.114928922105,520.0468874040052,591.9224474445846,001,000,32
16,152.343004281729,14.51589129264873,28.156090770382868,151.492657042998,12.95729270490772,26.45627749559473,95.91192977307253,19.172925904756553,98.51628782665848,91.99704341149567,15.405522658250032,113.02732641752604,48.074478153460724,28.583908279998496,216.98037907142339,73.7774081717987,8.741274156734478,37.22498038090762,182.14101102848605,17.765892344244996,117.18271398744662,1426.0040722191723,253.47882168895856,204.91196072102332,001,000,34
17,79.0302828852926,23.663990838264795,31.707029973593126,85.79224602978545,24.398778366423468,65.32505635701227,93.0076707324545,30.255907935875,48.58606538524832,122.59463558420418,38.10791628339179,31.521316629004186,38.599864405695065,18.08975849174804,37.90598829841679,76.67771141093567,22.60648419903728,44.17355237722019,595.4837519560006,199.3128976341315,221.11861633025353,374.67916011535095,108.27265967667552,120.01412894420068,001,000,36
18,56.71446859020553,31.26587250142212,41.42214381469255,146.9815318904869,80.32631020713335,116.74342957276455,115.81439431857004,23.828435021723934,74.7209455388404,40.80121071532932,9.442048605224956,25.82201417586364,49.50918548645894,33.15488950613135,50.786643265265106,76.7581192126618,54.91277600741167,85.40963287474024,125.31117516730237,50.28945210131347,25.462019170658312,404.31840688682456,57.5235600507476,27.99741968342191,001,000,38
