Fro_Theta,Fro_Alpha,Fro_Beta,Cen_Theta,Cen_Alpha,Cen_Beta,Par_Theta,Par_Alpha,Par_Beta,Occ_Theta,Occ_Alpha,Occ_Beta,Subject,Scene,Engagement,Fatigue,Excitement
-0.6840548411149012,-0.47280690475260106,-0.599751837001965,-0.727718441927952,-0.5960359620256633,-0.7126386823011648,-0.7336259597585065,-0.5269959504894138,-0.7730618826579879,-0.7322425774907397,-0.5893723558279451,-0.5822350016410394,1,1,-0.2564037694325993,-0.8720799879271417,2.8425783419797765
-0.636983977999481,-0.4693265126095888,-0.6060205110380451,-0.6934083920860132,-0.5928545687425145,-0.7176066233577573,-0.7270785221269069,-0.5265347381950265,-0.7739052815777041,-0.7310379789601354,-0.589258849802899,-0.5824025775830611,1,1,-0.8527155961967537,-0.917633319345353,1.6444003222563397
-0.6722872128581241,-0.48731150305039417,-0.6095824014230631,-0.7191409932624879,-0.6092944770730793,-0.7204294310808765,-0.7319891125247047,-0.5289180612129061,-0.7743845048529252,-0.7319414300978813,-0.5898453942759184,-0.5824977950298789,1,1,-0.7211435832831253,-0.9217550101535804,2.906265934866599
-0.6848708677287698,-0.45995056994200706,-0.6100287852592244,-0.7283132454208362,-0.5842841089207724,-0.7207831914732465,-0.7337394669900799,-0.5252922632519653,-0.7744445621542023,-0.7322634605677631,-0.5889530721952261,-0.5825097278870379,1,1,-0.6329354136755488,-0.8368978405665215,0.6666999691186791
-0.6809730836164596,-0.38917990144613457,-0.5576547915761557,-0.7254721424897382,-0.5195933154286532,-0.679276660424078,-0.7331972951094776,-0.5159139228090348,-0.7673980688385061,-0.732163711706078,-0.5866450284631615,-0.5811096516861741,1,1,0.8402488777224625,-0.6773473958543896,2.066484346300137
-0.6672540824994467,-0.3968404813740662,-0.397103882221121,-0.6850976848919472,-0.43171598076325246,-0.3153552215843488,-0.6168990419522474,-0.256290495372675,-0.33922171054617734,-0.7097971598027819,-0.5525890115256785,-0.42144467448886536,1,2,0.36556179824816415,2.2471062067032688,-0.6272295302332013
-0.6951093860452048,-0.48097665595741634,-0.5521382718870466,-0.6680919822243787,-0.5053056816287147,-0.6521112215906278,-0.6286077221500652,-0.4326592583443757,-0.7006819851939213,-0.7199997859105788,-0.5777003751026462,-0.5611032638987186,1,2,-0.22476914529649888,0.3586544723178438,-0.6897870941414811
-0.6132019082003003,-0.4394169280159595,-0.5670847532966831,-0.742706134685539,-0.6101160679214864,-0.6629551659283612,-0.7143364735052378,-0.5083920225737049,-0.7048935612646604,-0.7252335024240328,-0.5812020031655458,-0.5588773671788805,1,2,-0.16522664342504423,-0.7199685690109767,0.6993414133495002
-0.5419187770823254,-0.3522288426713377,-0.25511891709435003,-0.6943603337413841,-0.4471085914720545,-0.5351072612857647,-0.6717593254837515,-0.44129125393130364,-0.5960845269090078,-0.6703988720319624,-0.4701532520847054,-0.4699542713724475,1,2,1.9308896216923912,-0.43654111238542787,1.9303382648869845
-0.5855743057265518,-0.13324718913090094,-0.48184316546742934,-0.7094254039132338,-0.4632119090001608,-0.6162494758693273,-0.6976692476929923,-0.4495810718993945,-0.6322281801210534,-0.7186281714456283,-0.4985821997146716,-0.5514538649823891,1,2,0.2817153709091768,-0.34156049370412533,0.09911616821864826
-0.2744499495566538,-0.34924446989570573,-0.3702941751130712,-0.7037438314546428,-0.5048694572981299,-0.4248832117859254,-0.6465975579563713,-0.4128352024652777,-0.21817756265300717,-0.6428721321218349,-0.49898916371722074,-0.4507974563415403,1,2,-0.07696464365536185,-0.6354921437466995,0.407478164072218
-0.6931329221642374,-0.45612894075640775,-0.44430366078758315,-0.747561551056885,-0.5557359423277888,-0.5085638002479846,-0.7144345702150361,-0.4197490826828013,-0.4684336803155595,-0.7285688873466808,-0.5659835863321834,-0.49293014701462173,1,2,1.896359346001718,2.2227856817779963,-0.005183819585783344
-0.6227379671107529,-0.4722850361182973,-0.5734750339802204,-0.6737872991742698,-0.5639123403407077,-0.6458552329115858,-0.4355159315778251,-0.380468753933991,-0.6731173787992665,-0.7017228845590597,-0.583606721342318,-0.5577540925520237,1,2,-0.7887751601556501,0.26091740401017255,-1.0037970058446928
-0.6766301759291194,-0.456888831747472,-0.5746722827318054,-0.7337751759792093,-0.603204894174454,-0.7151247904319421,-0.7229316951749317,-0.5159653579470016,-0.7661170613287068,-0.7240140990024874,-0.5792833668239802,-0.5742709437319848,1,2,0.3583535633003425,-0.6716657457000784,1.2557134359352058
-0.6653320302856639,-0.46088149136630274,-0.5638977836117112,-0.7487429781965186,-0.6238123056367707,-0.6950516813177839,-0.7076171500512306,-0.4791502741406293,-0.5942343162703012,-0.727165197178245,-0.5767192170158748,-0.5544061488521723,1,2,0.12220328712402356,0.005613935480309985,-0.34503674195695766
-0.675578269760251,-0.4989142327014275,-0.5564327666013171,-0.7569967232204337,-0.6167111484235388,-0.6201320774248188,-0.7289236378458405,-0.507825155382666,-0.6523858740875074,-0.7284511700130866,-0.586427489002367,-0.5671952774378454,1,2,1.1072584568824095,-0.4020340368966966,0.9959541746062673
-0.587762290477419,-0.26374101761896623,-0.5185020948620287,-0.6875766643903958,-0.5435882037589593,-0.5982935881552468,-0.6426574273478183,-0.21262743987665056,-0.6808144624459327,-0.707468006133816,-0.49950264938614986,-0.5445531175739815,1,2,-0.665884988162098,1.3000881077763233,-1.0148478246137245
-0.6804021691572886,-0.4368194107564798,-0.5520458606060225,-0.6800045596952847,-0.447133998765534,-0.6142362302035681,-0.7081834856707486,-0.4630110250138951,-0.5997108316943153,-0.7193963945005761,-0.5477095046453168,-0.5496322772587198,1,2,-0.08137850119458466,-0.09711266560282493,-0.42908067497237434
-0.581910306068766,-0.1408756123256242,-0.5084456760482259,-0.7235562889514598,-0.49097194674292893,-0.6413656731073546,-0.7177628359538724,-0.46564088018431404,-0.7261114267777199,-0.7100974665198556,-0.4440393416812813,-0.5326101382304201,1,2,0.1186306444706854,-0.44533282371340677,0.11859215798970664
-0.460895766347741,-0.19945542767326507,-0.44799655159014345,-0.6084531418674989,-0.42537726175670726,-0.5694650665553735,-0.6685941054335407,-0.36370734873141897,-0.5052498092226818,-0.6979983646512329,-0.5449971953640709,-0.5633070753868792,1,2,-0.33507356175439484,-0.35132703413450367,-0.44697151608807734
-0.6934555970378262,-0.3416589702668028,-0.47348832709650207,-0.6943074283823986,-0.44053461066152394,-0.5117540903299823,-0.6392956331275481,-0.34032142814898775,-0.4814294817088379,-0.7005022795559084,-0.41887848943818207,-0.44868524094608064,1,2,0.2801288408322706,2.1012579167894527,-0.6529948537000783
-0.7080522956668331,-0.488240851406091,-0.5554123535621279,-0.7262390799577072,-0.5650498674248792,-0.6815335006512255,-0.678747100765579,-0.4313143464658247,-0.7247066062762879,-0.7171846471485112,-0.5774068825374589,-0.5448241339021102,1,2,0.07395411240852923,1.8581941000500395,-0.7231471497773855
-0.5943371130111478,-0.39941960123059744,-0.48277140187391526,-0.7286198904796152,-0.5832009662960601,-0.6800279690745235,-0.6894323302963113,-0.4338402911778725,-0.6987969354485477,-0.7242267144144257,-0.5821119730453155,-0.5507971179066324,1,2,0.3096481079431502,-0.11593039577738935,-0.1292393273036505
-0.6900202596864021,-0.4734877657866496,-0.4741188043770272,-0.7288762917181304,-0.5436988412009981,-0.5817712956484706,-0.6824839304509367,-0.38465589137824546,-0.5483707595567948,-0.7235525657573688,-0.5792323247422341,-0.5221093243583823,1,2,0.7450890932224947,2.164859173856861,-0.4673966915218225
-0.7056023984548989,-0.4789085685641971,-0.5491190034978278,-0.7397234829048417,-0.5545440019504575,-0.5487928995322026,-0.6823048462856426,-0.4167502618381221,-0.5496277608242784,-0.7260756369414388,-0.5623767656814835,-0.5213503714646367,1,2,0.12224824378412098,2.8227162586016132,-0.7508421263096506
-0.35945030667671557,-0.37181064888993465,-0.5585967900863718,-0.7265729677794508,-0.527543882863832,-0.6620162870254775,-0.5231192032146285,-0.1955181074241857,-0.694363853978186,-0.7099491912327347,-0.5630453452303816,-0.5479891760785816,1,2,-0.9905116943552678,0.22151963401479138,-1.121894711114647
-0.7216424534684399,-0.45541594610387476,-0.5444295074545744,-0.74369377137216,-0.5678767435972666,-0.6294980012387721,-0.714497947500931,-0.46544397621492495,-0.6316911935391272,-0.7274023765658282,-0.5554775675421068,-0.5391430031615265,1,2,1.289152474945434,2.946574537710143,-0.3084890421986581
-0.7156819211642107,-0.5015843267097718,-0.5914907818605547,-0.7549862574659173,-0.6057915702943618,-0.6798766246966538,-0.7224308265004026,-0.5008531631390788,-0.7187860580663891,-0.7298657412620363,-0.5857103295128941,-0.5585405473860732,1,2,0.6303641858525411,1.0604289583545978,-0.3873171034627225
-0.7191886605369677,-0.5013776662621914,-0.5948086573231037,-0.7510184118257014,-0.6045802938970715,-0.7010525377739907,-0.7164288626765019,-0.4974200544915128,-0.7343811034436293,-0.7314763996970614,-0.5854349838163759,-0.5703848528632385,1,2,0.3679977063049053,1.3480625793600198,-0.5503732623782912
-0.7085156069323252,-0.4931253410848971,-0.5768621187246976,-0.7468979610174574,-0.5994211509684194,-0.6588811787357932,-0.706838727773166,-0.48500306288175293,-0.6961132734507387,-0.7266112331053397,-0.5786106215855391,-0.5504225053894541,1,2,0.46715824223920427,0.941656612637653,-0.44441682851931263
-0.4872021157006694,-0.41256827629476484,-0.5922319630933336,-0.7050680618225048,-0.5430130552507105,-0.6949824780679739,-0.6564019519530991,-0.4457030211655023,-0.7504048774757927,-0.7210289904900282,-0.5723125644724733,-0.5639411098332454,1,2,-0.9873120627810793,-0.5460777002025528,-0.9642608626181204
-0.6527242246103728,-0.48762602270120986,-0.5930256391228153,-0.7474811488835461,-0.6179688619358346,-0.7172635222240517,-0.7172539537275459,-0.49219109486140633,-0.755632899212135,-0.7288441038262858,-0.5843576661483374,-0.5727782520402591,1,2,-0.5106127449745461,-0.345464687422827,-0.6109583043445459
-0.6660259821453982,-0.4912693970601426,-0.5846514232452301,-0.7490819952106075,-0.5969871099786952,-0.6683579984543591,-0.7111037973984365,-0.4456415952529679,-0.7197089988442588,-0.7316161558060859,-0.5857147798861397,-0.5699101002811983,1,2,-0.5166843899880662,0.6432529230879179,-0.8957621975990551
-0.4744719736505734,-0.448193789824399,-0.5555721021947888,-0.747510854371604,-0.6046369962342999,-0.6633407635869805,-0.7115164530574309,-0.5152122064895173,-0.7307823999715252,-0.7022365725367544,-0.5684218205038097,-0.5463547435352945,1,2,-0.5379096872426703,-0.8833581950139694,2.024482186252887
-0.690218785634004,-0.49481809172394187,-0.5621488068734288,-0.719361041785053,-0.6019065919402321,-0.6898601822314572,-0.7002981780091052,-0.5037270257563234,-0.741000976233046,-0.7045702046728528,-0.5719355825980531,-0.5511502363844207,1,2,0.5566661559314766,-0.4227349433387793,0.5110046872171242
-0.6907691390669627,-0.4961493944526497,-0.5856164662694947,-0.6881420742145515,-0.54606279311698,-0.697401228828046,-0.5443056336987833,-0.3962457242797648,-0.7258946699620447,-0.7157923444052235,-0.5739399322884998,-0.5633350299465033,1,2,-0.7490888171385108,1.04151374964397,-1.0416144138283137
-0.7071863964751617,-0.4795260625668241,-0.5527134487607099,-0.7378491657623748,-0.5936210259607946,-0.6481022657776414,-0.6372607270527796,-0.4770761221375022,-0.6926619213425438,-0.7248454727188022,-0.5665806689880872,-0.5279730854839887,1,2,0.880608817800462,0.8490145730906307,-0.22108545607157684
-0.7221447994160337,-0.488110891581997,-0.600014092403381,-0.7426790605022243,-0.5979533496842079,-0.6694967960407074,-0.6936535570117266,-0.4724862937361456,-0.7192689335118067,-0.7317103005052995,-0.5876038925385707,-0.5764394388188658,1,2,-0.3488063324282262,2.4990165252984795,-0.9240924397226948
-0.7238839224135927,-0.4974895348809591,-0.5983111796150842,-0.7547632210746965,-0.6170606829867663,-0.713218478046394,-0.7242812877339105,-0.5171104249287148,-0.7561040960855168,-0.7323222896003331,-0.5836657313187859,-0.5751472236607669,1,2,1.5579507810826825,0.5780211107674101,0.220550061735627
-0.7043247365731835,-0.5037093092109717,-0.5641289155984487,-0.7511221912060729,-0.6058908547535565,-0.6865180118482196,-0.6961507702334326,-0.5002417495491155,-0.7335846534654602,-0.7280111005043358,-0.5794245485148359,-0.5499821948393078,1,2,1.358143452349419,0.2838668065740125,0.2670568378351117
-0.6580282569968011,-0.4825339647900231,-0.5878035212445544,-0.7457260657629029,-0.613217227777872,-0.6932971721758361,-0.7239103359121033,-0.5116290048175146,-0.7468101448794127,-0.7289713193037627,-0.5830278678880274,-0.5648225423871914,1,2,-0.20563052007348995,-0.6350695567036404,0.22116175107688776
-0.587165825772696,-0.4555221055818717,-0.6046343628663708,-0.7512448426801621,-0.624116786201583,-0.7113597267897591,-0.711923461143046,-0.5017817920189007,-0.7579007043684666,-0.7276463488033367,-0.5857451970663109,-0.5695206116672469,1,2,-0.9032553878928302,-0.691620570421922,-0.6988962448569546
-0.44876898284107397,-0.4568401552621828,-0.5949752829960058,-0.7525284144392487,-0.6259245829240885,-0.703541850238665,-0.686487421985921,-0.5150834471414604,-0.7510302343192989,-0.7211369122540937,-0.584064271423563,-0.5669546410903196,1,2,-0.9542857670959147,-0.8895344312879907,0.19565318041563548
-0.5127358405929682,-0.4144955398887059,-0.5557116821992771,-0.7561560330406456,-0.6091827337426198,-0.6996904026424696,-0.7050819539941976,-0.5035754372284725,-0.7515872890667104,-0.7164508882704019,-0.5682027638208387,-0.5474532042873803,1,2,-0.44758082424548623,-0.7919882038588576,0.6778684429474288
-0.6580040876885396,-0.47891305945983753,-0.5755954066513276,-0.7435032399228172,-0.6027782567905743,-0.6765597955263786,-0.7186006628857089,-0.5085527686589681,-0.7250358079911186,-0.7229492501247865,-0.5768445048831707,-0.5503412747516441,1,2,0.05972216081807897,-0.5918752648373647,0.43062398501679683
-0.7258444385729521,-0.5082913144911102,-0.6104520237205953,-0.7584225118914427,-0.6141799802097541,-0.711487135216721,-0.733696264550097,-0.520937324072505,-0.7569431972626873,-0.7319370694050159,-0.5849476428759661,-0.5687562455019305,1,2,1.051137779990081,0.7708534488363344,-0.11424880608834792
-0.5309306800324771,-0.4970705160927885,-0.6002919212691269,-0.7502196488917505,-0.620764293858163,-0.7091671999635283,-0.7036577236500591,-0.5208411177222285,-0.7501786691736442,-0.7258667210509651,-0.5881941263381625,-0.5659909576939238,1,2,-0.9062571598781983,-0.8963254555155145,0.5762240587591234
-0.7187250212906944,-0.49411427440490646,-0.5759581663814121,-0.7568705306698706,-0.6060182448673161,-0.6605702122964495,-0.7312632278942206,-0.5096727324589407,-0.7165058052604223,-0.7284527804091606,-0.5833640354289593,-0.5447785384852625,1,2,2.3460993046315664,0.8597151391097342,0.5030309454686481
-0.6274357221073746,-0.43007737037768956,-0.477580101759936,-0.713057068407578,-0.5678587963272484,-0.5486795982790995,-0.6720211790698686,-0.43628001701775476,-0.6363580367096558,-0.7070868246905491,-0.5584795692328866,-0.4721183998549701,1,2,0.5297381861464903,-0.007954395270334312,-0.05745749249314522
-0.7263945056814995,-0.48790996715295315,-0.5891980970908691,-0.7531789132307741,-0.5985959063497388,-0.6892418856047191,-0.733246401567921,-0.5126052076573655,-0.7418537074792835,-0.7256374559567944,-0.5672612718250579,-0.5544571807793889,1,2,2.0708634342821806,1.2595776253902482,0.2401490690673618
-0.705563442228238,-0.5032946343880383,-0.6065616848896,-0.7538921468265477,-0.6131022851249414,-0.7188814102671961,-0.7316627134089028,-0.5191591746189882,-0.7617009501569304,-0.7292424114460299,-0.5834970024375704,-0.5729462147908849,1,2,0.024250836879920527,-0.4083456958928316,-0.03945707543114745
-0.7023421979323721,-0.500686236044187,-0.597456648357197,-0.7562610859899624,-0.6108590250572322,-0.7129717080902422,-0.7282292298617649,-0.5150452437539568,-0.7582163604274058,-0.7310738398339687,-0.5835515507610971,-0.5690769876375665,1,2,0.38338882582029593,-0.26298848623854254,0.07901622085439283
-0.7210895523719134,-0.5028823775446748,-0.6106102229083294,-0.7586311847793555,-0.6241029833175281,-0.712083961818185,-0.7313969566226463,-0.518474027630016,-0.7594662486364452,-0.7321159050272266,-0.5856670062045218,-0.5693239992321714,1,2,0.4460720488183426,0.4408869553715327,-0.3323881491005255
-0.718044691410328,-0.5050322379948606,-0.596056014974336,-0.7465132507722974,-0.6045805546603318,-0.6838698042662333,-0.7136611817254677,-0.5056757654415012,-0.7061741281849262,-0.7278280704748481,-0.58480314339794,-0.5655367169563803,1,2,0.4257261047881066,0.4917377640946077,-0.3597962070365864
-0.7127548997387471,-0.5012099428486544,-0.5785679809107858,-0.7533648545570044,-0.6049364002950656,-0.6777238239939287,-0.7259214459690332,-0.5051453899911393,-0.6754966463373646,-0.7183043136570464,-0.5730572449266823,-0.5279634648505572,1,2,1.3261589495795498,0.504160608565921,0.129012617259654
-0.7233272733222923,-0.4935760700880167,-0.560816345849831,-0.720421797419885,-0.6107957943896787,-0.6309246735871828,-0.7004988787390389,-0.5031422275120596,-0.6554768198132369,-0.7253625951196687,-0.5868541476473959,-0.5587504728730391,1,2,1.4793977276545025,0.07154505653345723,0.5109171962763496
-0.7046591078270782,-0.4977617065802671,-0.5494844250595077,-0.7452669512223983,-0.6131521334881069,-0.677258231182883,-0.7270882641943067,-0.506459714010954,-0.712279564748253,-0.7182536619916742,-0.5802481663901716,-0.5472379935323981,1,2,2.0837738222186877,-0.06024887368579714,1.0869158305490862
-0.6522306845111583,-0.45718273190233266,-0.5682905732714153,-0.7365840289867485,-0.5574134406078656,-0.5320604867329419,-0.7115328559412547,-0.5066936597410248,-0.701580561618041,-0.7251212414000915,-0.5746864625859113,-0.5591229208389044,1,2,0.09273424525186365,-0.6070108738483017,0.5304989514775462
-0.5099826682271421,-0.269861654188061,-0.27710014544440276,-0.5570034212256502,-0.47209222566870207,-0.5193111794447217,-0.616873283635863,-0.4226107230591461,-0.6035575035867795,-0.6969598382365543,-0.5659042189008833,-0.5354563232075977,1,2,0.807620256709988,-0.5560605755892366,1.2255101382161364
-0.689874975372446,-0.474694350822087,-0.5848394585185748,-0.749390087626839,-0.604476373286928,-0.6842150003457174,-0.7206843275847674,-0.48711864255127113,-0.6732941023444354,-0.730992063592039,-0.5809148012272974,-0.5715033501245042,1,2,-0.02099073846910032,0.26098141513063605,-0.5439559903185485
-0.7150713015973725,-0.47148760152865826,-0.5955265261382934,-0.7374811838484154,-0.597536750348231,-0.6636164850861233,-0.677104912995574,-0.4478729914553273,-0.6989787178635217,-0.7270730902025105,-0.576185753863185,-0.5585362771916108,1,2,-0.512246377840238,2.416623762597077,-0.9867468196850575
-0.7045584613745358,-0.48159273654045726,-0.5800812818870306,-0.7345005837462257,-0.5995066433166835,-0.679543394976531,-0.7164613625545428,-0.469914250201375,-0.7355434046466017,-0.7262894995568058,-0.569374379278766,-0.5636790735684518,1,2,-0.052831001372558285,0.8676795122382726,-0.687766569402788
-0.6936679682337412,-0.46367824618771075,-0.5287727889327785,-0.7424602096439121,-0.5675421634668497,-0.6132070201668053,-0.7080201981073141,-0.44300961451561915,-0.6562925850497769,-0.7246662190080776,-0.5796637352253127,-0.5382087020826288,1,2,0.6854122631403563,1.40947062367016,-0.41551168666262706
-0.6809123209401579,-0.4975837180646394,-0.5704483983933218,-0.7299216630237751,-0.5794261333691922,-0.7059143505259462,-0.6296231866405662,-0.4049875096895397,-0.7389881356765431,-0.7159306738892777,-0.5754910590481271,-0.5635498285852264,1,2,-0.4665591821133161,1.431010647370092,-0.9315268424832263
-0.7249854536054968,-0.4959958824535029,-0.5804358784525921,-0.7566303467784655,-0.6225323568111244,-0.6962977374973851,-0.6971480545963443,-0.5092346546441306,-0.7029959783171396,-0.7295256192554573,-0.5833233807845352,-0.5613816838235461,1,2,2.55997614547122,1.8990319725406013,0.3161648790522643
-0.6976597152818592,-0.4827848865302769,-0.5150322381455008,-0.7343049143437028,-0.5539933051661067,-0.5281990305442353,-0.7142463550231615,-0.4882227188117531,-0.6525870385194861,-0.7203245146551545,-0.5566244176343064,-0.45664636541127474,1,2,1.9396236617004396,0.16025845872554947,0.7197828501447094
-0.7190305753931541,-0.508527999226673,-0.5949634788692875,-0.7592401075061355,-0.6220679573476506,-0.7079550309724001,-0.7349219706818384,-0.5201140714203843,-0.7584411751108407,-0.7305635883571028,-0.5882811318187561,-0.5640980053802717,1,2,2.053054051645382,0.14153847231830896,0.8099627092342128
-0.712332142760244,-0.495569596463595,-0.5290424316502782,-0.7241594027520606,-0.5864447730868054,-0.5874683067016723,-0.7077810234911482,-0.4852147191161107,-0.6296622658506819,-0.7170962881406728,-0.5772946310310985,-0.5264841843379995,1,2,1.6621825489500375,0.42245086508779167,0.3577871930782105
-0.7265259835026869,-0.5025170886635414,-0.6070134851231977,-0.7584491566036592,-0.6221338267783374,-0.7061372586015229,-0.7346832488680939,-0.522595566853469,-0.7601183290798391,-0.7311533162038352,-0.585121770474233,-0.5597256044681722,1,2,1.886718469221174,0.6380389532394972,0.3669287048504274
-0.7222699552163149,-0.5031891812426859,-0.6194684540937648,-0.7506778692214721,-0.617210451324286,-0.716980316827938,-0.7382038015361226,-0.5302578486874221,-0.7740806485170795,-0.7331813197345334,-0.5903095730259926,-0.5826947881362787,1,3,-0.16540841759344166,-0.8213107639457661,1.8161475042815027
-0.7301211272762137,-0.5109551617993547,-0.624606737582572,-0.7570473683197133,-0.6228405929581429,-0.7260472625074029,-0.7393305779048067,-0.5310155509800688,-0.77548116017012,-0.7333960167000346,-0.5905763893220315,-0.5828632891491857,1,3,-0.19663216102134254,-0.6813431032519744,0.42703818680486877
-0.7214472508155164,-0.4946902674356752,-0.5886344601861381,-0.7144064030716273,-0.5676868322033531,-0.7053836902772057,-0.7322040384931114,-0.5239011347605971,-0.772196482418865,-0.7328780783951858,-0.5897344988593293,-0.5818694964034656,1,3,0.7784839347475653,-0.7149967563893984,2.3577672633333844
-0.7281210138778748,-0.5044284919258826,-0.6041723599124259,-0.7451934328707557,-0.5926707948057265,-0.7171429963625996,-0.7373322846148802,-0.5271102206741982,-0.7740696553580835,-0.733272482687629,-0.5902055328416911,-0.5822972161204296,1,3,1.7665986658902406,-0.5349870888103768,2.256780947174055
-0.6500795601131809,-0.494541099302606,-0.6091436863028264,-0.7298622215811041,-0.5445016519463399,-0.7099306673033219,-0.7344838928117716,-0.5210385601178619,-0.7729826397205305,-0.7312776941494495,-0.5895083008696088,-0.5823955019647009,1,3,-0.8125855398646126,-0.8233224048248038,-0.011910305984182218
-0.7230616198789007,-0.4836537010354939,-0.5827868709281807,-0.7385270432975578,-0.5599511182214528,-0.5427958045060646,-0.7362687849603163,-0.5230791044124733,-0.7482180862792825,-0.7330657048454239,-0.5891909718647277,-0.580528132729557,1,3,2.2827662089692313,-0.483695198059772,2.532446114779699
-0.7283557905326344,-0.5095126197579883,-0.6250395552478565,-0.7571717717000798,-0.6260818864503607,-0.7301013435096954,-0.7393780999711547,-0.5314629724821045,-0.776119658519347,-0.7333354388071711,-0.5905234857963019,-0.5828799732243211,1,3,-0.4980088381100264,-0.8296465059182713,0.9814499859967492
-0.7159275031409549,-0.4879382769400594,-0.5734034718787134,-0.7155181748966294,-0.5403529096862879,-0.683798161645526,-0.7322583202127888,-0.5202624396331933,-0.7687875625664699,-0.7328144659693105,-0.5894459187742127,-0.5814313856120606,1,3,1.1975975762746651,-0.6369198600693717,2.250168934851633
-0.6862416568610692,-0.44243346890880364,-0.5368359499439717,-0.7083198453085437,-0.4681747559321341,-0.6500481947605969,-0.7306343707347158,-0.5104087295210862,-0.7634076726587754,-0.7322217597381034,-0.5879412736213673,-0.5804264910243488,1,3,1.1405686892373623,-0.6111498074500858,1.9706504661691349
-0.7189602450761151,-0.4858173072373476,-0.5594515744472381,-0.7305944750222395,-0.5711904169606112,-0.6521869625719424,-0.7091788798223052,-0.4862604514760491,-0.6618187765681119,-0.6411318928981805,-0.45155177180956,-0.44753710992640383,1,4,1.05744422035239,0.816473460010537,-0.1241952170996054
-0.6594895725000781,-0.47094826068408924,-0.5440448400971405,-0.722295226396783,-0.596383342291894,-0.5837229739151362,-0.6792628660066019,-0.47668279050639717,-0.5885704012945978,-0.6302077653611777,-0.532857824422615,-0.49001752474859295,1,4,0.23907445757721152,-0.20157354588988063,-0.10609157080613
-0.6949524296116574,-0.46927987828964296,-0.5520168815196862,-0.686966344236028,-0.5312093048619796,-0.14230422130064585,-0.6553418504403272,-0.41193478303151265,-0.29773071515331523,-0.45205290808383747,-0.30155712865453216,-0.24986504072229673,1,4,-0.26009490153495773,0.8733881214678202,-0.7910129910700587
