Fro_Theta,Fro_Alpha,Fro_Beta,Cen_Theta,Cen_Alpha,Cen_Beta,Par_Theta,Par_Alpha,Par_Beta,Occ_Theta,Occ_Alpha,Occ_Beta,Subject,Scene,Engagement,Fatigue,Excitement
0.004302098410033215,0.005277612950794738,0.001929686827297768,0.0004538492214135508,0.003444624815377322,-0.006647081282074625,-0.00222432770592531,-0.000860312735999574,-0.00257989165597657,-0.00172688697874757,-0.0015644337264687567,-0.0017282120633355918,1,1,0.3778419601795361,0.025899094761467015,0.6735599756112264
0.021918680801646846,0.003106355015977204,0.0005301035680313083,0.011811027688287535,0.0014373745669262173,-0.00818458408775193,-1.7674790552591347e-05,-0.0011054636088877095,-0.00279249310902027,-0.0011712947213150158,-0.0016831831043240932,-0.0017791275543619885,1,1,0.05450686453348858,-0.013017746003254744,0.7054624197890464
0.002464296070247545,0.00366976965322647,-0.00023470208000217182,-0.0007309577233056692,0.0019582312336842455,-0.009024756204601131,-0.0024545308066641187,-0.001041849982931443,-0.00290866968586277,-0.001784847639219519,-0.001652369106330062,-0.0018069504472492054,1,1,0.3196843931651608,0.03384871395337151,0.49695321774055967
0.005112092706398231,0.0036860643553539817,0.00096242074498541,0.0009760418678892093,0.001973295102590173,-0.00770966495156723,-0.002122867829328745,-0.0010400101920958569,-0.0027268226607723763,-0.0017013413564684937,-0.0016514779244447126,-0.0017634002718312613,1,1,0.27306744046894404,0.01082449544365954,0.704753694167342
0.009165108467657078,0.0029111028695619325,-0.0016151841553816656,0.003588967707104406,0.0012568709459066896,-0.010541275532785164,-0.0016151871199366322,-0.001127509001726266,-0.0031183696041651985,-0.001573517234504856,-0.0016938617392942602,-0.0018571710556022972,1,1,0.04887050368534324,-0.004233824309619581,0.2992599769893776
0.006317916198755386,0.0019596048668643496,-0.0004160398003383091,0.0017534203796715424,0.00037724509782702254,-0.009223963541460363,-0.001971826392023368,-0.001234940072983024,-0.0029362155017900464,-0.0016633120621768246,-0.0017459006030509888,-0.0018135473388677717,1,1,0.15009912879544307,-0.0024848482703622443,0.6844021229102119
0.022459359139718162,0.0017297515389141918,-0.0015189517327707928,0.012159595886260366,0.00016475392290281072,-0.010435560050135746,5.005057208977166e-05,-0.0012608921918352966,-0.003103751572160623,-0.0011542427930967163,-0.0017584716289315919,-0.0018536702127495766,1,1,0.011504732557073433,-0.015260562113088075,0.4318064208251401
0.0029781386442912054,0.005600875361719162,-3.6085837254009115e-05,-0.0003996901886867128,0.003743469344271656,-0.00880656766279536,-0.0023901668915272145,-0.0008238140497131905,-0.0028784992036663642,-0.0017686420580613042,-0.0015467540166721112,-0.001799724979626378,1,1,0.28821265391300094,0.04368803617545351,0.3878073219032756
0.009623520621053691,0.003643792781333594,-0.0007023664644820737,0.0038844999801496507,0.0019342165453631187,-0.009538505778621191,-0.0015577664186769028,-0.0010447829614222163,-0.00297970949504785,-0.0015590598194695447,-0.0016537898207124903,-0.0018239636271466255,1,1,0.08463243293719541,-0.0025193639971463344,0.4170089569763023
0.013685043547390101,0.0016947302441316474,-0.0014265718861005354,0.006502910276557824,0.00013237798933718155,-0.010334076788953959,-0.0010490201018813377,-0.0012648463517016574,-0.003089718759532888,-0.0014309673983009528,-0.0017603869964705743,-0.0018503095228992422,1,1,0.034311726700574655,-0.012151782709466968,0.4615083948797394
0.009135917571479473,0.004525023205217668,0.0015413720453347625,0.0035701487210976148,0.0027488825318030866,-0.007073661882266694,-0.0016188435712691405,-0.0009452856128268832,-0.0026388779908999615,-0.0015744378577871483,-0.0016055939970357229,-0.0017423385811155248,1,1,0.18806268662169556,0.0013834835324314683,0.6968629177477929
0.01922728451493552,0.005087626632587378,0.0004587785656522867,0.010075919977055191,0.0032689892640639317,-0.008262937690902458,-0.00035479905963453065,-0.0008817635783883239,-0.0028033276192530776,-0.0012561760510382764,-0.001574824365335942,-0.0017817222892550465,1,1,0.06184022438448652,-0.008559899612169637,0.487337287246717
0.011658740543774127,0.002180363069335214,-0.00015635619553803787,0.005196579438461871,0.0005813281547732297,-0.008938689858509439,-0.0013028347936847972,-0.0012100148601999674,-0.002896768679783234,-0.0014948729978659214,-0.0017338270033282134,-0.0018041002994277642,1,1,0.08969032342005764,-0.009459582459369727,0.7079999798830067
0.008960972319764374,0.0066032424778289,-0.0002334462193106187,0.0034573638232389442,0.004670121867024349,-0.009023376587258145,-0.0016407572115623565,-0.0007106394841639816,-0.002908478916355789,-0.0015799552859219962,-0.0014919330442248848,-0.001806904760246852,1,1,0.10836151499732816,0.009063044174106243,0.31636663049941904
0.00979660538744886,0.018043281133520005,0.00881148796292298,0.003996085447646505,0.015246028149584041,0.0009128752150175303,-0.001536085822753647,0.0005810244021676491,-0.001534522678246186,-0.0015536010673715727,-0.0008662600409304526,-0.0014778587659192697,1,1,0.42019324504781924,0.04388972211999151,0.5611472051440767
0.012737776744982512,0.016804952707872026,0.036538462858165595,0.01165177195712854,0.029612561710431945,0.08803205769438416,0.020916387478649167,0.036338545394911215,0.0819531856228967,0.0043557695973217275,0.008365770575084204,0.0360466139368983,1,2,0.3197153251504952,0.6822395804843482,0.09009691956095423
0.006765970179372473,0.0032043875297765555,0.009764185169955308,0.014876343536351136,0.017581826922651953,0.0074160117996848515,0.018655916470707586,0.012047556686002481,0.01147407254762792,0.001660177550549256,0.0015584895657397577,0.003224043715077745,1,2,0.19475884787691497,0.2700282545400542,0.0791574658197488
0.024325843945000366,0.009922494116518781,0.007182943391369229,0.0007282262760813433,0.00044701123970213984,0.0048200790935296976,0.0021051734568608097,0.0016170037366445421,0.010652880934236976,0.00027739977748675966,0.0006092553219957239,0.0037471740982652504,1,2,0.20736232286543152,0.034586370607067776,0.32207464639551026
0.03960799909108526,0.02401639894824072,0.06105911851428642,0.009895415585852278,0.027096116950482505,0.035425599256545454,0.01032509295908994,0.010858685687507908,0.03186894470068083,0.014765022082847488,0.030712760136739424,0.024645885511445302,1,2,0.6510512524549955,0.09645292805056949,0.5373393125949161
0.03024883442951513,0.059414659762123824,0.02190407686402881,0.007038821061958515,0.024463483034246794,0.01600095798884999,0.005322938405161134,0.009716942267250917,0.024821496335386554,0.002022565920356613,0.023006136212317466,0.005491846038357111,1,2,0.3019673918821752,0.1171853015884988,0.21711313745568422
0.09694975800209389,0.02449882112457234,0.04116847136400276,0.008116144206635525,0.017653142598181557,0.06181214332112921,0.015182809204069368,0.014777892315794303,0.10555490560381618,0.022037743869506868,0.022895814910268354,0.02914812135125551,1,2,0.22604490877583222,0.053025888353362846,0.2710364614862006
0.007189697745710532,0.007221006680713647,0.02838711023966815,-0.00019244356875803854,0.009337288833573881,0.04177984052674091,0.0020862349629633637,0.013825654609588019,0.05675886783256872,-0.0006038279550030093,0.004734719858579273,0.019246093813278,1,2,0.6437421631098159,0.6769308952558266,0.19887417767988874
0.0222814397575559,0.004609382975677879,0.006079348570276186,0.013796414201451798,0.008000579010651822,0.008913633432133769,0.05593410556510463,0.019235671701291923,0.016848740657027808,0.006489039198742934,-4.262454615212288e-05,0.004011166169746087,1,2,0.07537461849071128,0.24869420305892137,0.024246489612399447
0.010727667028852021,0.007098170730500834,0.005872584957339243,0.0024216885329843532,0.0015768772052510934,-0.007668811507414277,0.00044578494654901046,0.000573940322569076,-0.001284746203579921,0.0005995731209177341,0.0011293663343565647,0.0001293747955924485,1,2,0.31818954430453156,0.045129912960464535,0.4193675335178566
0.013149839173627668,0.0064527595545260785,0.0077333297379934465,-0.0004164623259864356,-0.0017921037669510402,-0.002863508304008505,0.0034024021456754315,0.005644423156321273,0.03222970690323697,-0.00023296500127027177,0.0018244655168573355,0.004798000102778227,1,2,0.2682031647307436,0.1929665509486487,0.1394440290164291
0.010953181719630199,0.0003047883638751963,0.00902253040382115,-0.0019815133060334888,-0.000631178554401108,0.015071501690573181,-0.00071101603016241,0.001695077451654854,0.020891060566800655,-0.0005727263636233827,-0.0008072886419576001,0.0017922983206468644,1,2,0.47671167216903604,0.10398513397496335,0.3739433794167805
0.02977975960219475,0.03832040597081395,0.015573117923380172,0.01118171511840596,0.011323249087170499,0.02029941939120477,0.01594348853407594,0.04235218845834058,0.015347929456649392,0.004971145289760117,0.02275661732221394,0.007113660116192284,1,2,0.10138701569227668,0.4755244290489514,0.02231403071896311
0.009919001853532186,0.010342381316807215,0.009780144501978309,0.012617515453861588,0.027091963265850925,0.016482909030509592,0.0032930657194466615,0.007867256223255414,0.03116187185496316,0.0018195970047867058,0.009688525288098614,0.005919955696545635,1,2,0.2251106191281018,0.17054338403831712,0.12474724960220654
0.03103434721981069,0.058181529454266204,0.017309850982734905,0.0043593639895715755,0.01992516248321504,0.009988389514336162,0.0014436819098219101,0.0075050504608837505,0.0065157282577275035,0.004276426848740765,0.03779181523560306,0.009920499851709057,1,2,0.2674469366430918,0.09453387292311341,0.2205189076911918
0.05697825487291345,0.04871213533572197,0.02774935184275347,0.026184885934857502,0.030648840515280253,0.02720068149292941,0.010936168506152047,0.021544193333245816,0.04958029720051947,0.007473078615213494,0.010423788086755596,0.0027061038043893295,1,2,0.17141050156537896,0.11505346072257114,0.12161867462982681
