,Fro_Theta,Fro_Alpha,Fro_Beta,Cen_Theta,Cen_Alpha,Cen_Beta,Par_Theta,Par_Alpha,Par_Beta,Occ_Theta,Occ_Alpha,Occ_Beta,Subject,Scene,Second,Engagement,Fatigue,Excitement
0,325.6228350972594,39.53240359783307,63.13186367260065,238.56356859626595,63.26206818467741,40.5896201636028,265.98764105166276,87.24722045141223,90.53760954052521,1111.880234912222,159.65299767996734,112.87205413169583,001,000,2,0.17093136808522197,0.3092850869153744,0.7235974205935722
1,78.38538824719524,16.877390419861616,18.073708793800023,66.23562192328643,14.513172099324686,10.808426127424791,210.01508056424893,112.6974500533796,87.02712072082925,468.3702601631511,151.122077961964,114.42961977408386,001,000,4,0.09769152240106638,1.5585211294061625,0.160373715512102
2,350.5375112877847,103.10723100349249,120.69954717032005,164.6905454426068,75.70809300483373,54.161520812746716,223.51467543890612,73.75108863636493,65.01821024513492,739.3647419282271,285.1151487830767,260.74765669377405,001,000,6,0.36424940640252,0.28628521942063956,1.6365798715926472
3,1339.739100175359,767.0742670855982,526.4136291915901,1106.964734450015,441.7117418717359,320.87089039125703,1697.2997020983548,1076.002802768698,618.6048677953598,4636.89895278981,1511.3909889728516,1123.6127511310824,001,000,8,0.22893972147670968,0.879552962268071,0.4892307230399939
4,1169.1509992815818,527.6267195272128,726.7124309440289,613.2459542135539,258.6050415301831,347.0905676903617,961.060178955152,325.144675304951,429.791797531386,3094.538328631753,1434.879647484293,1923.715956917259,001,000,10,0.5974567536453325,0.36483980144531636,2.2350433088361363
5,23.15125209195228,7.1376005077644304,10.781552948787898,18.350307042458454,6.458177911302313,9.033513885636921,24.463863947127354,11.9076421789582,17.093993759009674,82.85997245031518,17.646880336324074,29.403399787809402,001,000,12,0.33013086280124426,0.5738407147737763,0.9054313848832142
6,308.7372922268134,77.09827483686118,96.201044546968,149.09053365662226,47.128236512861534,69.49699332124214,133.13436376832234,28.242088463353063,44.760118535039425,4148.62887080737,1552.4705101896918,2031.2549296441803,001,000,14,0.3740960507292715,0.12337427682057746,3.4063006590960327
7,166.85028055424618,34.714387492545455,54.45910437613561,125.84730810534663,41.158132615178985,67.39568760787648,214.41036587358616,55.430856972622536,63.95060238632734,2356.1549572918366,831.9524156535672,1143.9060647595902,001,000,16,0.26989393640350073,0.3787585488931964,0.9824691038609258
8,270.71972842361447,13.143022090617247,62.00888889851663,230.94023288264265,7.188653239963894,52.931630956116265,564.8475064697664,17.880273000186847,159.95367858986128,853.7086542621454,47.468574462040266,171.74776177952032,001,000,18,0.23076487798831546,0.0712844331990496,3.4680057120978325
9,78.91797522126745,9.018322268151074,62.14295508934654,95.36043621826511,9.591725594746325,60.78011836368877,93.15687701535816,37.592554685926146,179.98561457434982,449.66526415743647,21.686051095480426,134.63610804339854,001,000,20,0.4982127638319655,0.4314080484830356,1.653065496839233
