,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1731072523.9837193,0.9755948486327337,Desire,2,1,1
1,1731072534.3274424,0.9923508909504095,Joy,2,2,1
2,1731072544.8415778,1.0,Joy,2,2,1
3,1731072555.476569,0.9725818917978459,Joy,2,2,1
4,1731072566.2388856,1.0,Joy,2,2,1
5,1731072576.789478,1.0,Joy,2,2,1
6,1731072587.1928196,1.0,Desire,2,1,1
7,1731072597.5431478,1.0,Desire,2,1,1
8,1731072608.1838787,1.0,Desire,2,1,1
9,1731072618.6256897,1.0,Desire,2,1,1
10,1731072629.2733696,1.0,Desire,2,1,1
11,1731072639.743925,1.0,Desire,2,1,1
12,1731072650.1837215,1.0,Desire,2,1,1
13,1731072660.5399985,1.0,Desire,2,1,1
14,1731072670.9749594,1.0,Desire,2,1,1
15,1731072681.4768648,1.0,Desire,2,1,1
16,1731072692.1847117,1.0,Desire,2,1,1
17,1731072702.6681159,1.0,Joy,2,2,1
18,1731072713.3993614,1.0,Desire,2,1,1
19,1731072723.8048189,1.0,Desire,2,1,1
20,1731072734.1540465,1.0,Desire,2,1,1
21,1731072744.8437138,1.0,Desire,2,1,1
22,1731072755.1995165,1.0,Desire,2,1,1
23,1731072765.5870101,1.0,Desire,2,1,1
24,1731072775.9001772,1.0,Desire,2,1,1
25,1731072786.3587706,1.0,Desire,2,1,1
26,1731072796.9276037,1.0,Desire,2,1,1
27,1731072807.5081983,1.0,Desire,2,1,1
28,1731072817.977448,1.0,Desire,2,1,1
29,1731072828.654103,1.0,Desire,2,1,1
30,1731072839.3795543,1.0,Desire,2,1,1
31,1731072850.0672581,1.0,Desire,2,1,1
32,1731072860.4862974,1.0,Joy,2,2,1
33,1731072870.986302,1.0,Desire,2,1,1
34,1731072881.4630508,1.0,Joy,2,2,1
35,1731072892.1770234,1.0,Joy,2,2,1
36,1731072902.5092776,1.0,Joy,2,2,1
37,1731072912.889268,1.0,Desire,2,1,1
38,1731072923.3844736,1.0,Desire,2,1,1
39,1731072933.8081312,1.0,Joy,2,2,1
40,1731072944.3388796,1.0,Desire,2,1,1
41,1731072954.8739276,1.0,Desire,2,1,1
42,1731072965.274757,1.0,Desire,2,1,1
43,1731072975.6034002,1.0,Desire,2,1,1
44,1731072985.9881551,1.0,Desire,2,1,1
45,1731072996.630837,1.0,Joy,2,2,1
46,1731073006.9968796,1.0,Admiration,1,1,1
47,1731073017.5465484,1.0,Admiration,1,1,1
48,1731073027.9630775,1.0,Desire,2,1,1
49,1731073038.6903968,1.0,Desire,2,1,1
50,1731073049.2700968,1.0,Desire,2,1,1
51,1731073059.6869056,1.0,Desire,2,1,1
52,1731073070.2844183,1.0,Desire,2,1,1
53,1731073081.041537,1.0,Desire,2,1,1
54,1731073091.7423427,1.0,Joy,2,2,1
55,1731073102.068078,1.0,Desire,2,1,1
56,1731073112.4982371,1.0,Desire,2,1,1
57,1731073122.9444873,1.0,Desire,2,1,1
58,1731073133.5432613,1.0,Desire,2,1,1
59,1731073144.1460712,1.0,Desire,2,1,1
60,1731073154.6843107,1.0,Desire,2,1,1
61,1731073164.9331136,1.0,Desire,2,1,1
62,1731073175.3541033,1.0,Desire,2,1,1
63,1731073186.1034102,1.0,Desire,2,1,1
64,1731073196.4839385,1.0,Desire,2,1,1
65,1731073206.9343278,1.0,Desire,2,1,1
66,1731073217.5533621,1.0,Desire,2,1,1
67,1731073228.0005634,1.0,Desire,2,1,1
68,1731073238.2665246,1.0,Admiration,1,2,1
69,1731073248.736552,1.0,Desire,2,1,2
70,1731073259.313596,1.0,Desire,2,1,2
71,1731073269.7160928,1.0,Desire,2,1,1
72,1731073280.4367309,1.0,Desire,2,1,1
73,1731073290.8117828,1.0,Desire,2,1,2
74,1731073301.3852181,1.0,Desire,2,1,1
75,1731073312.055328,1.0,Desire,2,1,2
76,1731073322.4154875,1.0,Desire,2,1,2
77,1731073332.8591614,1.0,Desire,2,1,2
78,1731073343.3008816,1.0,Desire,2,1,1
79,1731073353.6976688,1.0,Desire,2,1,1
80,1731073364.0058148,1.0,Desire,2,1,1
81,1731073374.3853157,1.0,Desire,2,1,1
82,1731073385.1000307,1.0,Admiration,1,1,1
83,1731073395.4009418,1.0,Admiration,1,1,1
84,1731073405.7874718,1.0,Desire,2,1,1
85,1731073416.0885584,1.0,Desire,2,1,1
86,1731073426.5978937,1.0,Desire,2,1,1
87,1731073436.8865292,1.0,Desire,2,1,2
88,1731073447.4415534,1.0,Desire,2,1,1
89,1731073457.8464181,0.5028357382159085,Desire,2,1,1
