Datetime,valueBVP
2023-11-17 14:28:44.195970,-45.59402
2023-11-17 14:28:44.211600,-39.33362
2023-11-17 14:28:44.227220,-32.1974
2023-11-17 14:28:44.242850,-24.06931
2023-11-17 14:28:44.258470,-15.22388
2023-11-17 14:28:44.274100,-5.650243
2023-11-17 14:28:44.289730,4.762348
2023-11-17 14:28:44.305350,16.96898
2023-11-17 14:28:44.320980,30.90792
2023-11-17 14:28:44.336600,45.03925
2023-11-17 14:28:44.352230,56.38313
2023-11-17 14:28:44.367850,62.1627
2023-11-17 14:28:44.383480,60.20318
2023-11-17 14:28:44.399110,49.80397
2023-11-17 14:28:44.414730,32.09624
2023-11-17 14:28:44.430360,9.485329
2023-11-17 14:28:44.445980,-14.91319
2023-11-17 14:28:44.461610,-39.11901
2023-11-17 14:28:44.477230,-62.70185
2023-11-17 14:28:44.492860,-86.38762
2023-11-17 14:28:44.508490,-106.5199
2023-11-17 14:28:44.524110,-117.9547
2023-11-17 14:28:44.539740,-117.3849
2023-11-17 14:28:44.555360,-105.9999
2023-11-17 14:28:44.570990,-88.05733
2023-11-17 14:28:44.586610,-67.58751
2023-11-17 14:28:44.602240,-47.22932
2023-11-17 14:28:44.617870,-28.44762
2023-11-17 14:28:44.633490,-12.11407
2023-11-17 14:28:44.649120,1.335197
2023-11-17 14:28:44.664740,11.20418
2023-11-17 14:28:44.680370,16.94646
2023-11-17 14:28:44.695990,18.81915
2023-11-17 14:28:44.711620,18.06133
2023-11-17 14:28:44.727250,16.47956
2023-11-17 14:28:44.742870,15.61465
2023-11-17 14:28:44.758500,16.10284
2023-11-17 14:28:44.774120,17.78028
2023-11-17 14:28:44.789750,19.97627
2023-11-17 14:28:44.805370,21.47145
2023-11-17 14:28:44.821000,21.25276
2023-11-17 14:28:44.836630,19.05994
2023-11-17 14:28:44.852250,15.64704
2023-11-17 14:28:44.867880,12.09629
2023-11-17 14:28:44.883500,9.273272
2023-11-17 14:28:44.899130,7.345457
2023-11-17 14:28:44.914750,5.918957
2023-11-17 14:28:44.930380,4.4063
2023-11-17 14:28:44.946010,1.649282
2023-11-17 14:28:44.961630,-3.366196
2023-11-17 14:28:44.977260,-11.53376
2023-11-17 14:28:44.992880,-23.12787
2023-11-17 14:28:45.008510,-37.21157
2023-11-17 14:28:45.024130,-51.23669
2023-11-17 14:28:45.039760,-61.33588
2023-11-17 14:28:45.055390,-63.42065
2023-11-17 14:28:45.071010,-55.03881
2023-11-17 14:28:45.086640,-36.97507
2023-11-17 14:28:45.102260,-13.27488
2023-11-17 14:28:45.117890,10.20499
2023-11-17 14:28:45.133510,28.24995
2023-11-17 14:28:45.149140,38.26024
2023-11-17 14:28:45.164770,40.64087
2023-11-17 14:28:45.180390,37.94459
2023-11-17 14:28:45.196020,33.13413
2023-11-17 14:28:45.211640,28.32286
2023-11-17 14:28:45.227270,24.49761
2023-11-17 14:28:45.242890,22.19234
2023-11-17 14:28:45.258520,22.17523
2023-11-17 14:28:45.274150,25.48477
2023-11-17 14:28:45.289770,32.86174
2023-11-17 14:28:45.305400,43.13231
2023-11-17 14:28:45.321020,53.85188
2023-11-17 14:28:45.336650,61.9132
2023-11-17 14:28:45.352270,65.04346
