,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1714652360.7880757,-0.3999546800548226,Medium Fear,1,1,1
1,1714652371.2934725,0.18756338229923997,Medium Fear,1,1,1
2,1714652381.998388,-0.061998649306319376,Medium Fear,1,1,1
3,1714652392.5580664,0.0018292277903850795,Medium Fear,1,1,1
4,1714652403.0628412,-0.070039752075298,Medium Fear,1,1,1
5,1714652413.607894,-0.11764038056506188,Medium Fear,1,1,1
6,1714652424.126925,-0.16795915599537625,Medium Fear,1,1,1
7,1714652434.6766386,-0.004816484619465267,Medium Fear,1,1,1
8,1714652445.2887397,-0.3855196998319692,Medium Fear,1,1,1
9,1714652455.856148,-0.3608819264255657,Medium Fear,1,1,1
10,1714652466.5263326,-0.3241705973952016,Medium Fear,1,1,1
11,1714652477.0809069,-0.13044227531520525,Medium Fear,1,1,1
12,1714652487.712388,-0.3338685463746477,Medium Fear,1,1,1
13,1714652498.3140612,-0.277093728672432,Medium Fear,1,1,1
14,1714652508.9555962,-0.24093876061485298,Medium Fear,1,1,1
15,1714652519.4973583,-0.26982223042120246,Medium Fear,1,1,1
16,1714652530.1167648,-0.20141893404299271,Medium Fear,1,1,1
