,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1700225795.4318361,0.3039427767183147,Deseo,2,1,1
1,1700225805.785067,1.4015507163792442,Admiración,1,1,1
2,1700225816.1023982,1.8437499505919877,Deseo,2,1,1
3,1700225826.4172785,0.20332751000340266,Admiración,1,1,1
4,1700225836.7617948,3.173769047237796,Deseo,2,1,1
5,1700225847.1078134,1.8254493632830648,Deseo,2,1,1
6,1700225857.4406075,0.4254160004966927,Deseo,2,1,1
7,1700225867.7913005,0.16675007055986457,Deseo,2,1,1
8,1700225878.1124578,1.8737947131409531,Deseo,2,1,1
9,1700225888.4242797,1.4692985397931313,Deseo,2,1,1
10,1700225898.7709382,4.08890403224683,Admiración,1,1,1
11,1700225909.1010463,3.3650564287683453,Deseo,2,1,1
