,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1731076070.2560165,3.4914765864429445,Admiracion,1,1,1
1,1731076080.9446247,3.670703885933537,Deseo,2,1,1
2,1731076091.4850721,3.6655756503091386,Deseo,2,1,1
3,1731076102.035969,3.6626290732558466,Deseo,2,1,1
4,1731076112.9054601,3.668805809205888,Deseo,2,1,1
5,1731076123.4112895,3.4109824646053504,Admiracion,1,1,1
6,1731076133.9102857,3.293086738852522,Admiracion,1,1,1
7,1731076144.3963318,3.397345752008599,Admiracion,1,1,1
8,1731076154.8758142,3.087152638725139,Admiracion,1,1,1
9,1731076165.3809805,3.05189424995009,Admiracion,1,1,1
10,1731076175.9116945,2.8373454829560103,Admiracion,1,1,1
11,1731076186.398135,2.1517477405819507,Admiracion,1,1,1
12,1731076196.9299345,2.1602316760794857,Admiracion,1,1,1
13,1731076207.5619218,2.561550437717033,Admiracion,1,1,1
14,1731076218.2065477,2.060605352720996,Admiracion,1,1,1
15,1731076228.6901965,1.6715968534158376,Deseo,2,1,1
16,1731076239.13943,1.4747139338681041,Deseo,2,1,1
17,1731076249.6436062,1.2966104981135098,Admiracion,1,1,1
18,1731076260.2049775,3.2303490569867916,Admiracion,1,1,1
19,1731076270.6910098,3.1367433248264946,Admiracion,1,1,1
20,1731076281.1929288,2.888111635780648,Deseo,2,1,1
21,1731076291.7013721,1.7314872195674624,Deseo,2,1,1
22,1731076302.3521204,1.4020685434723523,Deseo,2,1,1
23,1731076312.8642728,1.3696378954152006,Admiracion,1,1,1
24,1731076323.3784518,1.3035752103478884,Admiracion,1,1,1
25,1731076334.2011266,1.3407155338202799,Admiracion,1,1,1
26,1731076344.6939235,1.2864217074924538,Admiracion,1,1,1
27,1731076355.1991045,1.7752946729387356,Deseo,2,1,1
28,1731076365.7206988,1.2292463129741584,Admiracion,1,1,1
29,1731076376.2177157,1.155888870645466,Admiracion,1,1,1
30,1731076386.9541025,1.222075826584308,Admiracion,1,1,1
31,1731076397.5669417,1.294313353260093,Admiracion,1,1,1
32,1731076408.2958598,1.3484133793812711,Admiracion,1,1,1
33,1731076419.0768993,1.3901229226258014,Deseo,2,1,1
34,1731076429.6423767,1.4067133798766673,Admiracion,1,1,1
35,1731076440.2036252,1.4251153727238464,Deseo,2,1,1
36,1731076450.783918,1.394346971607289,Deseo,2,1,1
37,1731076461.3298502,1.2222491447540529,Deseo,2,1,1
38,1731076472.0085335,1.1582562467197772,Deseo,2,1,1
39,1731076482.5776966,1.1252102067989433,Deseo,2,1,1
40,1731076493.138421,1.1218462450509747,Deseo,2,1,1
41,1731076503.643323,1.1192165857963694,Deseo,2,1,1
42,1731076514.1957195,1.097737830538434,Deseo,2,1,1
43,1731076524.8766615,1.0824363889729511,Deseo,2,1,1
44,1731076535.389756,1.1646579490438218,Deseo,2,1,1
45,1731076545.9246335,2.1360475832826973,Deseo,2,1,1
46,1731076556.4312592,1.5533573495407715,Deseo,2,1,1
47,1731076566.95801,1.313983426581725,Deseo,2,1,1
48,1731076577.4795275,1.2514199339690912,Deseo,2,1,1
49,1731076588.001148,1.2497436363326373,Deseo,2,1,1
50,1731076598.5909197,1.158623506439838,Deseo,2,1,1
51,1731076609.1233075,1.1332045272142226,Deseo,2,1,1
52,1731076619.6899498,1.104847401277648,Deseo,2,1,1
53,1731076630.5523417,1.0775279554046273,Deseo,2,1,1
54,1731076640.979666,1.0094321333998142,Deseo,2,1,1
55,1731076651.49127,1.0050783364633182,Deseo,2,1,1
56,1731076662.00454,0.9705871763834519,Deseo,2,1,1
57,1731076672.5131264,0.9648940043911369,Deseo,2,1,1
58,1731076683.0596719,0.9554759044761876,Deseo,2,1,1
59,1731076693.5794132,0.9218036606399469,Deseo,2,1,1
60,1731076704.0943153,0.9828482870672806,Deseo,2,1,1
61,1731076714.6239967,0.9482333099776852,Deseo,2,1,1
62,1731076725.1592064,0.8916057919789564,Deseo,2,1,1
63,1731076735.7130442,0.764239057805868,Deseo,2,1,1
64,1731076746.2362535,0.7257088907618994,Deseo,2,1,1
65,1731076756.7804592,0.6838987970663504,Deseo,2,1,1
66,1731076767.3075283,0.6936906621756092,Deseo,2,1,1
67,1731076777.8550797,0.6878233581773268,Deseo,2,1,1
68,1731076788.7145524,0.6768371223616481,Deseo,2,1,1
69,1731076799.2987003,0.6883517335631519,Deseo,2,1,1
70,1731076809.7559686,0.6917525114792209,Deseo,2,1,1
71,1731076820.2990925,0.7335906210694891,Deseo,2,1,1
72,1731076830.8512926,0.7409414956238454,Deseo,2,1,1
73,1731076841.4031394,0.7321616321174076,Deseo,2,1,1
74,1731076851.9435039,0.7449579574465923,Deseo,2,1,1
75,1731076862.5196915,0.7322692147783407,Deseo,2,1,1
76,1731076873.0574732,0.7106539200563082,Deseo,2,1,1
77,1731076883.6073685,0.6970105296856239,Deseo,2,1,1
78,1731076894.1616237,0.7001238742915852,Deseo,2,1,1
79,1731076904.7451212,0.7096630594965181,Deseo,2,1,1
80,1731076915.3311596,0.6990499924399556,Deseo,2,1,1
81,1731076925.864439,0.6967506227903266,Deseo,2,1,1
82,1731076936.728874,0.6962119416072854,Deseo,2,1,1
83,1731076947.4359841,0.21698296548317608,Deseo,2,1,1
84,1731076957.9546905,0.7592593936130703,Deseo,2,1,1
85,1731076968.4513118,0.6315973402797879,Deseo,2,1,1
86,1731076979.321276,0.963705605348776,Deseo,2,1,1
87,1731076990.080073,0.6268054411674957,Deseo,2,1,1
88,1731077000.6406648,0.5879369921763002,Deseo,2,1,1
