Subject,Time,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,2.6581674108613047,6.7553651976941715,7.5599688162819,0.7257236166829999,Admiration,0.5733014986755696,Medium Fear,Admiration,Medium Fear
1,10.0,5.391067898933115,6.705825747008274,6.070145647038872,0.9157837003340867,Admiration,0.5219317901760899,Medium Fear,Admiration,Low Fear
1,20.0,5.411730327712602,6.873457959015513,6.09104333672247,0.924483655945992,Admiration,0.5309188871749145,Medium Fear,Admiration,Low Fear
1,30.0,5.406050330540042,6.547887415999553,6.003015744357135,0.9097939631583795,Admiration,0.5135123959238969,Medium Fear,Admiration,Low Fear
1,40.0,5.416103737095255,5.577409364139433,6.098569052441145,0.7683486997242481,Joy,0.36434064058262544,Low Fear,Admiration,Low Fear
1,50.0,3.459209503009758,5.222341753839954,6.303306059799197,0.7295938019392136,Sadness,0.5417417399172924,Medium Fear,Admiration,Low Fear
1,60.0,5.405277946333611,6.546580897624476,5.851031252044874,0.9269510905367294,Admiration,0.5294952000598693,Medium Fear,Admiration,Medium Fear
1,70.0,4.947096452778193,6.416575301074439,5.997805510241197,0.9085829037473874,Admiration,0.5502115880440169,Medium Fear,Admiration,Medium Fear
1,80.0,5.144003943902431,7.181417875981071,6.00399220952503,0.9533880504557287,Admiration,0.5797782677177765,Medium Fear,Admiration,Low Fear
1,90.0,5.498585705968909,6.705158519808297,5.982914117588053,0.9199198119213247,Admiration,0.5202581652395484,Medium Fear,Admiration,Medium Fear
1,100.0,5.416103737095255,5.941919976949389,5.949314130587223,0.8428169998246036,Joy,0.44414373894457265,Low Fear,Admiration,Medium Fear
1,110.0,4.588762335458607,6.549991586717279,5.239636539983269,0.9779723015431967,Admiration,0.7100446658459415,Medium Fear,Admiration,Medium Fear
1,120.0,5.582548003089894,6.705825747008274,6.246460499527157,0.8891834554979066,Admiration,0.4896684526098364,Low Fear,Admiration,Low Fear
1,130.0,4.456011784566219,6.657496676785984,5.714224027942574,0.9396475244355557,Admiration,0.6505470375485986,Medium Fear,Admiration,Medium Fear
1,140.0,5.177759449930978,6.6614607449313965,5.261248393217167,0.9911953239041391,Admiration,0.6370293762470316,Medium Fear,Admiration,Medium Fear
2,0.0,4.475353513893102,6.98486066731765,5.516257005338562,0.9688035512954591,Admiration,0.6829451129149297,Medium Fear,Admiration,Medium Fear
2,10.0,5.027033687802797,6.730603574253716,6.034737238820869,0.9291039523255298,Admiration,0.5613327619141919,Medium Fear,Admiration,Low Fear
2,20.0,5.101631638665433,5.025245499542454,6.959047652675798,0.5259020621095845,Desire,0.29556222869676957,Low Fear,Admiration,Low Fear
2,30.0,5.474588726729005,6.2492510751531976,6.284245593029097,0.8370132050516544,Admiration,0.4492573912205636,Low Fear,Admiration,Low Fear
2,40.0,5.71130704908623,6.530541278227698,5.619027020822999,0.9409051023900937,Joy,0.520481077886116,Medium Fear,Admiration,Medium Fear
2,50.0,5.038989462023858,6.119554485679036,6.268404383914198,0.8307851553035293,Admiration,0.4795871056096416,Low Fear,Admiration,Low Fear
2,60.0,5.038989462023858,6.047562649622524,6.168065781064711,0.8337280014311661,Admiration,0.4813137509504462,Low Fear,Admiration,Low Fear
2,70.0,5.06528974222733,6.562622711110653,5.583998681067207,0.9680015801958499,Admiration,0.6022924300450436,Medium Fear,Admiration,Medium Fear
2,80.0,5.2443222836860945,7.177579940302971,5.272702319282969,0.9930785138302984,Admiration,0.6429600099350048,Medium Fear,Admiration,Medium Fear
2,90.0,5.038989462023858,6.047562649622524,6.168065781064711,0.8337280014311661,Admiration,0.4813137509504462,Low Fear,Admiration,Low Fear
2,100.0,5.038989462023858,6.047562649622524,6.268404383914198,0.8183062286102432,Admiration,0.4709410893524277,Low Fear,Admiration,Low Fear
2,110.0,4.375990084798973,6.7948212876232414,6.993541906539765,0.8258471771135231,Admiration,0.528416705443467,Medium Fear,Admiration,Low Fear
2,120.0,4.999831577265605,6.2908356197805855,6.25010597614724,0.8591744800642902,Admiration,0.5041828212018704,Medium Fear,Admiration,Low Fear
2,130.0,5.038989462023858,6.047562649622524,6.168065781064711,0.8337280014311661,Admiration,0.4813137509504462,Low Fear,Admiration,Low Fear
2,140.0,5.038989462023858,6.503470094277623,6.2682012181922895,0.8821147332136556,Admiration,0.5183456752163745,Medium Fear,Admiration,Low Fear
3,0.0,5.540831393392145,4.824250428191246,5.1349235328774405,0.9626779167849829,Desire,0.18187942093211334,No Fear,Admiration,Medium Fear
3,10.0,5.003720362878687,6.058279568990717,5.946497251667477,0.8726866509727136,Admiration,0.5139918649661406,Medium Fear,Admiration,Medium Fear
3,20.0,5.474195480155574,6.648811522735977,5.641088314050166,0.9501231263864788,Admiration,0.5537905263239895,Medium Fear,Admiration,Medium Fear
3,30.0,4.914268745896802,6.080828963308291,6.238259149464467,0.8283494992500766,Admiration,0.4919932297683037,Low Fear,Admiration,Low Fear
3,40.0,5.767171654442912,6.801510221183602,5.832255359436585,0.9268520091489005,Joy,0.5174642378410657,Medium Fear,Admiration,Medium Fear
3,50.0,5.365465954529821,6.761835541072222,5.84926909369951,0.9427400120488482,Admiration,0.5507471087949032,Medium Fear,Admiration,Medium Fear
3,60.0,5.429284280470696,6.822883430959524,5.914312713673061,0.9373469987897838,Admiration,0.5423902866684701,Medium Fear,Admiration,Medium Fear
3,70.0,4.975698539491312,6.326380266100565,6.015233995494835,0.8970006228516451,Admiration,0.5369866689731002,Medium Fear,Admiration,Low Fear
3,80.0,4.458958335478688,6.985174286850982,5.83340838984367,0.9471198277848998,Admiration,0.6451112201914566,Medium Fear,Admiration,Medium Fear
