Datetime,valueBVP
2024-05-02 10:00:58.393060,-4.224472
2024-05-02 10:00:58.408690,-4.118561
2024-05-02 10:00:58.424310,-4.119843
2024-05-02 10:00:58.439940,-4.35759
2024-05-02 10:00:58.455560,-4.828476
2024-05-02 10:00:58.471190,-5.393921
2024-05-02 10:00:58.486820,-5.849747
2024-05-02 10:00:58.502440,-6.046875
2024-05-02 10:00:58.518070,-5.971344
2024-05-02 10:00:58.533690,-5.778091
2024-05-02 10:00:58.549320,-5.651047
2024-05-02 10:00:58.564940,-5.729996
2024-05-02 10:00:58.580570,-6.014511
2024-05-02 10:00:58.596200,-6.359695
2024-05-02 10:00:58.611820,-6.519562
2024-05-02 10:00:58.627450,-6.29924
2024-05-02 10:00:58.643070,-5.578094
2024-05-02 10:00:58.658700,-4.36644
2024-05-02 10:00:58.674320,-2.778519
2024-05-02 10:00:58.689950,-0.9878387
2024-05-02 10:00:58.705580,0.8403931
2024-05-02 10:00:58.721200,2.569839
2024-05-02 10:00:58.736830,4.085464
2024-05-02 10:00:58.752450,5.275391
2024-05-02 10:00:58.768080,6.051819
2024-05-02 10:00:58.783710,6.357651
2024-05-02 10:00:58.799330,6.221588
2024-05-02 10:00:58.814960,5.750549
2024-05-02 10:00:58.830580,5.122055
2024-05-02 10:00:58.846210,4.522842
2024-05-02 10:00:58.861830,4.114838
2024-05-02 10:00:58.877460,4.017685
2024-05-02 10:00:58.893090,4.284454
2024-05-02 10:00:58.908710,4.910004
2024-05-02 10:00:58.924340,5.80777
2024-05-02 10:00:58.939960,6.811584
2024-05-02 10:00:58.955590,7.70578
2024-05-02 10:00:58.971210,8.282776
2024-05-02 10:00:58.986840,8.420654
2024-05-02 10:00:59.002470,8.136505
2024-05-02 10:00:59.018090,7.600296
2024-05-02 10:00:59.033720,7.044083
2024-05-02 10:00:59.049340,6.69812
2024-05-02 10:00:59.064970,6.665421
2024-05-02 10:00:59.080590,6.924088
2024-05-02 10:00:59.096220,7.323196
2024-05-02 10:00:59.111850,7.670761
2024-05-02 10:00:59.127470,7.781555
2024-05-02 10:00:59.143100,7.51712
2024-05-02 10:00:59.158720,6.803314
2024-05-02 10:00:59.174350,5.597412
2024-05-02 10:00:59.189970,3.894958
2024-05-02 10:00:59.205600,1.754501
2024-05-02 10:00:59.221230,-0.6893463
2024-05-02 10:00:59.236850,-3.216934
2024-05-02 10:00:59.252480,-5.547363
2024-05-02 10:00:59.268100,-7.398712
2024-05-02 10:00:59.283730,-8.586746
2024-05-02 10:00:59.299350,-9.08313
2024-05-02 10:00:59.314980,-9.022217
2024-05-02 10:00:59.330610,-8.62204
2024-05-02 10:00:59.346230,-8.11496
2024-05-02 10:00:59.361860,-7.656265
2024-05-02 10:00:59.377480,-7.297821
2024-05-02 10:00:59.393110,-7.029282
2024-05-02 10:00:59.408730,-6.784821
2024-05-02 10:00:59.424360,-6.50087
2024-05-02 10:00:59.439990,-6.109055
2024-05-02 10:00:59.455610,-5.578278
2024-05-02 10:00:59.471240,-4.890839
2024-05-02 10:00:59.486860,-4.100082
2024-05-02 10:00:59.502490,-3.286331
