,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1700231330.8609004,4.000068787648823,Deseo,2,1,1
1,1700231341.3960526,4.1252188284097135,Deseo,2,1,1
2,1700231351.9417324,4.6425318298047875,Deseo,2,1,1
3,1700231362.4906843,4.47375584480604,Deseo,2,1,1
4,1700231373.0139704,3.8220925649889628,Deseo,2,1,1
5,1700231383.537509,4.085601740238744,Deseo,2,1,1
6,1700231394.042176,3.9726873380302132,Deseo,2,1,1
7,1700231404.5644414,3.924029647708414,Deseo,2,1,1
8,1700231415.0825448,4.3340704233311165,Deseo,2,1,1
9,1700231425.5964887,5.406023985282602,Admiración,1,1,1
10,1700231436.0834606,4.996837553759659,Deseo,2,1,1
