Subject,Timestamp,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,4.8079,4.336100000000001,5.1008,0.9333074775709065,Sadness,0.3430541463094654,Low Fear,Admiration,Medium Fear
1,10.0,4.690999999999999,4.3087,5.500100000000001,0.889726213125651,Sadness,0.310259546620524,Low Fear,Admiration,Medium Fear
1,20.0,4.6796999999999995,4.174699999999999,5.2709,0.9374944216060284,Sadness,0.33923037404056916,Low Fear,Admiration,Medium Fear
1,30.0,4.165500000000001,4.735700000000001,6.577700000000002,0.7153142018846755,Sadness,0.39551328690666626,Low Fear,Admiration,Low Fear
1,40.0,4.4635,4.378299999999999,5.288599999999999,0.9704452598780646,Sadness,0.420245926137609,Low Fear,Admiration,Medium Fear
1,50.0,4.365299999999999,4.6838999999999995,4.2598,0.8279542148174949,Sadness,0.7033944468856969,Medium Fear,Admiration,Medium Fear
1,60.0,4.032399999999999,4.3153999999999995,4.855000000000001,0.9891760469615847,Sadness,0.5663483605506651,Medium Fear,Admiration,Medium Fear
1,70.0,4.197899999999999,4.291199999999999,4.5269,0.9564530983198336,Sadness,0.5901444278431864,Medium Fear,Admiration,Medium Fear
1,80.0,4.084699999999999,4.4716,5.220099999999999,0.9728134924360604,Sadness,0.528432898122101,Medium Fear,Admiration,Medium Fear
1,90.0,4.877799999999999,4.6019000000000005,5.378600000000001,0.8268492534788969,Sadness,0.26568906221920796,Low Fear,Admiration,Medium Fear
1,100.0,4.687499999999999,4.6204,5.647600000000002,0.8009384917765872,Sadness,0.3305779327958348,Low Fear,Admiration,Medium Fear
1,110.0,4.842199999999998,4.1089,6.291400000000005,0.7351687789877703,Sadness,0.23421232056119323,No Fear,Admiration,Low Fear
1,120.0,5.211900000000001,4.790599999999999,5.395500000000004,0.7139770041062149,Desire,0.09860247406109793,No Fear,Admiration,Medium Fear
1,130.0,4.5314999999999985,4.743500000000001,6.634800000000002,0.649040580467134,Sadness,0.3414947014308068,Low Fear,Admiration,Low Fear
1,140.0,4.436199999999999,4.4179,6.341800000000003,0.7584561934737281,Sadness,0.3329836021412478,Low Fear,Admiration,Low Fear
1,150.0,5.010899999999999,4.393199999999999,5.553700000000003,0.7564518673994599,Sadness,0.19216879716511948,No Fear,Admiration,Medium Fear
1,160.0,4.804699999999999,4.015700000000001,6.007900000000006,0.793229610977137,Sadness,0.23978717424883184,No Fear,Admiration,Low Fear
2,0.0,4.9521999999999995,4.9986,5.7274999999999965,0.5238589258383857,Sadness,0.3186651339560742,Low Fear,Admiration,Medium Fear
2,10.0,5.442400000000001,4.587000000000002,4.861600000000001,0.8562919315953176,Desire,0.26767414931701355,Low Fear,Admiration,Medium Fear
2,20.0,5.250699999999999,4.847799999999999,5.2254000000000005,0.8388822075885016,Desire,0.06265852282315773,No Fear,Admiration,Medium Fear
2,30.0,5.4144,4.909099999999999,4.6682,0.8847067462571216,Desire,0.44045227764583134,Low Fear,Admiration,Medium Fear
2,40.0,4.8066,4.4358,4.175700000000001,0.7632593137821424,Sadness,0.5828456674937152,Medium Fear,Admiration,Medium Fear
2,50.0,5.150999999999999,4.518200000000002,4.4058,0.649991489424204,Sadness,0.49090124316386835,Low Fear,Admiration,Medium Fear
2,60.0,5.1881,5.142699999999999,5.411500000000002,0.7465215011995652,Joy,0.3123256214099539,Low Fear,Admiration,Medium Fear
2,70.0,5.0847,4.063500000000001,6.6110000000000015,0.6614479428306983,Sadness,0.1969011878412046,No Fear,Admiration,Low Fear
2,80.0,4.6389,4.751400000000001,6.414600000000003,0.6455537294421638,Sadness,0.3305266381310889,Low Fear,Admiration,Low Fear
2,90.0,4.655899999999999,4.5083,5.352400000000002,0.924593635671445,Sadness,0.36385597521465246,Low Fear,Admiration,Medium Fear
2,100.0,5.0665000000000004,4.742399999999999,4.710400000000002,0.6718079678225172,Sadness,0.48387045656099137,Low Fear,Admiration,Medium Fear
2,110.0,4.1702,4.607799999999999,4.2372000000000005,0.8620200996990208,Sadness,0.6972315252163334,Medium Fear,Admiration,Medium Fear
2,120.0,4.966600000000001,4.875500000000001,5.085400000000001,0.8610411492743947,Sadness,0.27096800322389003,Low Fear,Admiration,Medium Fear
2,130.0,5.0753,5.151499999999999,6.522800000000003,0.552334894687005,Joy,0.31648932174183536,Low Fear,Admiration,Low Fear
3,0.0,4.7581,4.7303999999999995,5.1355,0.9676197951089234,Sadness,0.42165788024974743,Low Fear,Admiration,Medium Fear
3,10.0,5.0794,4.993899999999997,5.234299999999998,0.6604278616424738,Desire,0.23191578891353373,No Fear,Admiration,Medium Fear
3,20.0,4.849100000000003,4.736599999999998,5.438800000000003,0.7745234208779902,Sadness,0.2965431982448352,Low Fear,Admiration,Medium Fear
3,30.0,5.5745,4.341700000000001,6.268200000000003,0.6865204538383676,Desire,0.11303883563085783,No Fear,Admiration,Low Fear
3,40.0,5.143400000000002,4.8176999999999985,5.241300000000001,0.7142231731008364,Desire,0.06678610623456546,No Fear,Admiration,Medium Fear
3,50.0,4.768400000000003,5.250900000000001,5.481600000000003,0.7124965445036275,Admiration,0.5002801646081017,Medium Fear,Admiration,Medium Fear
3,60.0,4.988600000000002,4.9906,5.052800000000001,0.634125790804746,Sadness,0.3203379369282858,Low Fear,Admiration,Medium Fear
3,70.0,5.121,4.710300000000001,4.64,0.6266569054459543,Desire,0.48048164789020376,Low Fear,Admiration,Medium Fear
3,80.0,5.183,5.2253,5.595599999999998,0.7178752204175951,Joy,0.33985951979832774,Low Fear,Admiration,Medium Fear
3,90.0,5.106800000000002,5.023099999999998,5.6476,0.5813090027373903,Desire,0.27773790388658287,Low Fear,Admiration,Medium Fear
3,100.0,5.1382,4.837100000000001,5.299100000000005,0.6879992266691696,Desire,0.10819492171608568,No Fear,Admiration,Medium Fear
3,110.0,5.014199999999999,4.937499999999999,6.763500000000005,0.5096769842474901,Sadness,0.2943453998500613,Low Fear,Admiration,Low Fear
3,120.0,4.7235000000000005,4.733599999999999,4.9014000000000015,0.9842025734036899,Sadness,0.5506060400113423,Medium Fear,Admiration,Medium Fear
3,130.0,5.204400000000001,4.9207,6.403900000000004,0.5719254201055374,Desire,0.2594918888100476,Low Fear,Admiration,Low Fear
3,140.0,5.145000000000002,4.744599999999998,5.491100000000001,0.6266999774508508,Desire,0.14393388013786132,No Fear,Admiration,Medium Fear
