Subject,Time,Fp1_Delta,Fp1_Theta,Fp1_Alpha,Fp1_Beta,Fp1_Gamma,Fp2_Delta,Fp2_Theta,Fp2_Alpha,Fp2_Beta,Fp2_Gamma,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,C3_Gamma,C4_Delta,C4_Theta,C4_Alpha,C4_Beta,C4_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,Fp1_Engagement,Fp2_Engagement,C3_Engagement,C4_Engagement,P7_Engagement,P8_Engagement,O1_Engagement,O2_Engagement,Fp1_Fatigue,Fp2_Fatigue,C3_Fatigue,C4_Fatigue,P7_Fatigue,P8_Fatigue,O1_Fatigue,O2_Fatigue,Fp1_Excitement,Fp2_Excitement,C3_Excitement,C4_Excitement,P7_Excitement,P8_Excitement,O1_Excitement,O2_Excitement,Fp1_Relaxation,Fp2_Relaxation,C3_Relaxation,C4_Relaxation,P7_Relaxation,P8_Relaxation,O1_Relaxation,O2_Relaxation
1,0.0,-0.9992609613139957,-0.9986756581331201,-0.9972481424110292,-0.9972150896054647,-0.999933772689014,-0.9979947182546264,-0.9979091020193182,-0.9980249154600369,-0.9984720297789587,-0.9946195487287427,-0.9897157051125255,-0.9894433989379174,-0.9997393656689673,-0.9957359581185877,-0.9891960583676094,-0.9903503242622352,0.3199114352994112,1.7868579753675613,1.1769234788727658,-0.40545666324502533,-0.999650449967235,-0.945452473939557,-0.9016820307514024,-0.5877949046153866,-0.9832255774194893,-0.9650156734568087,-0.9301015104329632,-0.9228422105306586,-0.9981448563459138,-0.9769457305897513,-0.9251019911169889,-0.9323234278809832,-0.8366240525907969,-0.6494144097518697,-0.7149515062448731,-0.9234880772736288,-0.9999176586611915,-0.9921627767242311,-0.9851610703209068,-0.9512093558790045,0.33586345893464364,-0.10261617475690862,-0.5898241828688219,0.11384742153510932,4.32292800285173,-0.9593517723318474,1.3227693229943778,0.23029400757548907,0.9369827017755127,-0.32820656438425866,-0.9638373220103233,1.2577221383623554,-0.7501780333713208,-0.02383930549375819,0.1333672876228312,3.313737236518535,0.01324605985660745,-0.19893535754153877,-0.34117545635447405,-0.19837340787206004,1.2553867553708684,-0.9609212629020716,1.1814877881884376,-0.7641584947787431,0.8283668664562894,-0.9206832182476182,-0.002708916424701577,40.71186901934156,7.341398688914935,0.7998502603024163,-0.340160486163398,-0.9981487157049425
1,5.0,-0.9972021369150309,-0.9984456826399276,-0.9943341479004623,-0.9954976807512274,-0.9998479465371432,-0.9881221907215335,-0.9961381438176429,-0.9963323626913373,-0.99381598182209,-0.9946281883326352,-0.9824677632998572,-0.9813983866991282,-0.9995092088720186,-0.9860744684438154,-0.9849880330243788,-0.9856421521147894,-0.9989668813226068,-0.998760511588561,-0.9956040078308174,-0.9971579979658246,-0.9998633434592199,-0.993173266398508,-0.9990920435684189,-0.9978110025890568,-0.9614968964980151,-0.968018842323849,-0.8958448529410141,-0.8768005394005522,-0.9972338537072074,-0.9686903167987269,-0.9071164083800191,-0.9065143784186135,-0.99864250602488,-0.9988824555792717,-0.994617373669148,-0.996998678583825,-0.9998424028950876,-0.9889495619182993,-0.9983403233425764,-0.9980408345429588,0.22305229477834865,0.9639196116606207,-0.2522108594210271,3.104346537523622,-0.5136817282713134,-0.9608505204615181,-0.8794657477402286,-0.9037242985489258,2.398016097668176,-0.32458112204867395,-0.9613544791761084,0.28289970119943914,-0.9815657770703649,0.046013768046976614,-0.9931826750018368,2.1779031099668034,-0.20438913473262177,0.7459135603468079,0.14260207242454834,2.6396383139961523,0.2969427567776881,-0.9635070400519545,-0.1630996925612901,-0.9812921503338649,-0.433181983730398,-0.9752675357191858,0.030826640473379924,-0.9780573819445181,1.670273223197333,1.9337875274732204,-0.2650190915889298,-0.9096724903747554
1,10.0,-0.9983970322667063,-0.9977613734156109,-0.9964521940066755,-0.9953966807045248,-0.9998180768172088,-0.9925640319015846,-0.9976876579312098,-0.996382008274369,-0.995643270822067,-0.9949308180064047,-0.9892197709100529,-0.9849019426994523,-0.9995805175518442,-0.9904766231235608,-0.990303074084618,-0.9886625016571257,-0.9991220767069707,-0.9991308712558472,-0.9991371927284017,-0.9989770192752635,-0.9999161726799212,-0.9957122092342702,-0.9997015790834825,-0.9989165293480992,-0.9719597057463772,-0.9742524882602962,-0.9332986557695171,-0.9219292124621041,-0.9976096632899382,-0.9798276075496843,-0.9418745739546129,-0.9365045000824073,-0.9989965857466453,-0.9987863719193716,-0.9986634479591381,-0.9984736208466594,-0.9999258681498518,-0.9936868530723814,-0.9993513197912932,-0.9986050812864964,0.5527628488213907,1.0060925069696416,-0.37831805282854536,0.051600754976677134,-0.5992062506547772,-0.9468603300687946,-0.809464577822997,-0.9335333429996169,0.4773319903944351,0.11275203791464665,-0.9593045553831931,0.058590489223025094,-0.9903535291367094,0.035054707713475595,-0.992580780388662,2.859672445356752,0.2990949331847577,0.24689923202302405,-0.08576655153702596,0.018763723417681923,0.9531179061606341,-0.9502362301401738,0.2295669869236675,-0.9872013361779942,0.4249095029610461,-0.9763450407499873,0.3607095303182215,-0.9763861438283054,1.734142656700606,1.3336806410228383,-0.20228632668393978,-0.9164537960386144
1,15.0,-0.98498123362147,-0.9894189121011859,-0.9852532249962757,-0.9836172809215349,-0.9992702216017325,-0.9080398747764867,-0.9974280542579377,-0.9883605495432408,-0.9813181731602371,-0.9864728705457944,-0.9778876213220153,-0.97615662555593,-0.9988056304785962,-0.9133659794183775,-0.9930576421588948,-0.9823839935804058,-0.9934825222482412,-0.9951145548221398,-0.995689762766794,-0.9949383154236109,-0.9996648917281925,-0.9636124609238271,-0.9991745303407463,-0.9939780148699053,-0.9445636665572672,-0.9632962339696068,-0.9138446283297362,-0.8988023269515655,-0.9959873418945171,-0.8991440782219157,-0.9503039982877226,-0.9316315676296656,-0.9892674593123658,-0.9920026631186075,-0.9885079969523077,-0.9871793352149193,-0.9994604811564999,-0.919781572839636,-0.9988312874526541,-0.9918987760489583,0.26140172188782534,3.7306134497450727,1.9543007746297292,-0.1910083827677565,-0.7282952108609346,-0.9310735515740214,-0.48171889170379334,-0.9904011276626069,0.2991719281572848,2.218500516206521,-0.926629062857524,-0.19846030821146943,-0.9968557200098885,0.03871761611976789,-0.9262999420839241,5.738712321931532,0.11229140836624357,0.6619778396652087,1.9209874211113258,-0.0945993151112739,2.924453008319383,-0.9355527510720127,-0.2424876972995864,-0.9981852640403122,-0.28116954826971335,-0.9978724984255259,0.0476219840896327,-0.887176472044804,4.804177761482937,1.11452991940717,0.00462599511280662,-0.9276096991890179
1,20.0,-0.9990073934872242,-0.9993620385923694,-0.998726479990999,-0.9985939976537119,-0.9999107564621814,-0.999058622953434,-0.9988972769697412,-0.9987716896050268,-0.9974323710178822,-0.9977528510329458,-0.9944650297399301,-0.9931047382565047,-0.9996938047273328,-0.9988191648156219,-0.994981376072904,-0.9954182188659907,-0.9996487647044706,-0.9997679682142155,-0.999687023603774,-0.9995419533731678,-0.9999776101106599,-0.9991065520912424,-0.9997848562280466,-0.9995834217259152,-0.9788034497449989,-0.9816378518395479,-0.9563640222411206,-0.9459350676183552,-0.9975055646970995,-0.9936510930781954,-0.9564814979147073,-0.9607455570923719,-0.9996835346625594,-0.9997116305440504,-0.9993900657562363,-0.9991600226453229,-0.9999647689546538,-0.9991155002488336,-0.9995563418221723,-0.999404043220566,0.43784928855051836,1.7444296020949868,-0.85425553709689,0.15103812914344006,-0.341851653428726,-0.9179209047220825,-0.9213813196682897,-0.7055076338708695,0.8608495475277136,-0.20781869001478678,-0.9349569650051593,-0.29360148545779535,-0.9666241508749789,0.0956712937899025,-0.996215066636852,0.13784099650815662,0.10537573065220197,1.1645244925376044,-0.8447002585506597,0.3842288348200331,0.04161783459328066,-0.9250106943856949,-0.07366099096320466,-0.9375214909884756,-0.34423581511413065,-0.9108932750510764,0.210341187082162,-0.976622859322095,1.1329980462358422,1.1407370547105335,-0.34130386013113384,-0.9278490156980443
1,25.0,-0.9563121342655952,-0.9729036989922252,-0.963480916288487,-0.9668689890164622,-0.9934877373823321,-0.4785244766228233,-0.9481401376023001,-0.9781991115717429,-0.9560921882987958,-0.9709847831389233,-0.9619338181346276,-0.9634342543810681,-0.9927043069539554,-0.5235712016111711,-0.9319736501629848,-0.9746949492308945,-0.9740665109635195,-0.9832682012096281,-0.9791725014316083,-0.9791105885370067,-0.9967195897593915,-0.7340634554946558,-0.977922628935924,-0.9846720536293933,-0.9345215579968076,-0.9517446409584265,-0.9244327498402795,-0.9242145114766488,-0.9909651894598905,-0.5001689258352221,-0.8969417767553403,-0.9399988216633643,-0.9514468893341297,-0.9687695247217961,-0.9666201117971425,-0.9681121173327125,-0.9949045063155971,-0.45004655402207044,-0.9592180490278233,-0.9732260489762918,0.0154026262208902,0.19455761112598494,3.8764956201550187,0.04758742491867482,-0.9094572927920361,-0.8072901600170274,-0.353369348125936,-0.9515964744363228,0.25634744276689336,-0.7010312871462134,-0.7077562762933276,-0.31010637808905755,-0.9884935297914148,-0.11312631951933853,-0.620092220023016,3.891578773206866,-0.09166830477607268,1.0854796829938853,1.6297313313066992,0.27743340472387673,-0.6265115425552304,-0.8062348149870886,-0.34610445607429224,-0.9907631912527293,-0.36718088979197544,-0.9924350672235955,-0.06672966213303404,-0.6874774816826535,3.3333426420304555,0.4106853933838112,-0.5748449254472214,-0.7251188918285864
1,30.0,0.24176465370191116,-0.08043716625577381,-0.15527793901916576,-0.20272623802089562,-0.3181418101894734,26.516490888553527,2.492455778329779,-0.14347556489218974,0.177617498309931,-0.13796917721281168,-0.19049218188657815,-0.250713463971538,-0.2812622767423169,24.075165815752325,3.22805852025327,-0.18908949487781626,-0.23995554631607333,-0.41319284360325836,-0.48769328801309236,-0.47673494884221884,-0.7112004554663678,11.585604701623499,0.2729142497715875,-0.39780144215938523,0.14469271653157229,-0.18342402595557553,-0.17806992854994513,-0.2219380690031623,-0.2657878086849655,23.812188019345918,3.4277078274123225,-0.18683299166796144,0.23225579471155286,-0.08613144549518609,-0.2123744390517351,-0.23739222608108826,-0.5091830567564382,24.131863526137387,1.4858630465005829,-0.15068483669293925,-0.12130511697487625,-0.4993473917321527,2.345553538602976,-0.18635286742152615,-0.9257975570410951,0.4831258070780274,-0.21524965943858146,-0.9377718814459721,-0.14368742333320225,-0.8255818198422075,0.40499760470201934,-0.17442439049913291,-0.9859816195283381,-0.16287824651287583,-0.2885538615470472,1.3206761450675484,-0.05501854032248078,0.4236487647280798,0.4049255254286357,-0.10406101819729899,-0.7455038994744553,0.5337344649531515,-0.24607228574506484,-0.987679385004576,-0.24443379827811557,-0.9903451504886284,-0.10071110864659946,-0.7141793214286686,1.3294358293739348,-0.09326501125655429,-0.8658869518073036,0.10714021733690232
1,35.0,-0.770716447370183,-0.8029818708296388,-0.8422252765065695,-0.8376903306356782,-0.35294483283353256,-0.9508367984754733,-0.9227652592665536,-0.8184093981988587,-0.7711739734647882,-0.7934917912901084,-0.8319198898881478,-0.835143835783225,-0.329882673630562,-0.9523840061743554,-0.9094240295040422,-0.8196880233483473,-0.8826836012646481,-0.8820483084297555,-0.9031942402974624,-0.907673665280807,-0.6973841379799829,-0.921066096961904,-0.9610328826638431,-0.8584542604682794,-0.7251135171274266,-0.763080850148526,-0.8168110306407258,-0.840101851748536,-0.32129297461950856,-0.9557051074988795,-0.8893060076881031,-0.8232007110432678,-0.8099060847129907,-0.8202347253802685,-0.8580010880885891,-0.8658724209829609,-0.5352714416232297,-0.929922214898378,-0.9366308212897612,-0.8299391456194795,-0.1113060871929179,1.699318661519116,-0.9927740818229823,-0.12409437200497231,1.1772754897598363,5.40402407758004,-0.02342809172628747,-0.9765903125832929,-0.25349772958442507,0.6721051495694682,4.953861522789796,0.07509266041646523,-0.9315761537660289,-0.22811349881341494,-0.4952124798969423,-0.9931657573054826,0.029998560647330322,0.3048194262926078,-0.9971385778464303,-0.15775040141637192,0.9540653871222877,5.898928791793498,-0.03864358147237988,-0.8873639031715994,-0.12327438588418761,-0.8804966229566155,-0.04706952906789696,-0.801590836063743,-0.9860573586010074,-0.30346770774288817,0.16634411257650245,4.960265206772111
1,40.0,-0.986646618402867,-0.9882026987187643,-0.9875163055181831,-0.9881121589858896,-0.9992716183484819,-0.7883069286745256,-0.9313450100198133,-0.9908201960811445,-0.9862278954383872,-0.9889742192105534,-0.9868765259806593,-0.9876356361789091,-0.9991389861684069,-0.8176558969028158,-0.9171564712271421,-0.9900321200301312,-0.9868649124441086,-0.9881462544983202,-0.9878116368368732,-0.9873782669133201,-0.9994649278459103,-0.8131165473407682,-0.9511138298674554,-0.9908883117901842,-0.9683295846057832,-0.9804654323433035,-0.9689538485796422,-0.9650435955004766,-0.997360297103238,-0.8248302915094884,-0.8766836185716619,-0.9681361348826594,-0.9872813025474573,-0.988436208870534,-0.9883305032492196,-0.9888561719718867,-0.9992123447257606,-0.7551750722450391,-0.9345819076152037,-0.9919262071370338,-0.04705420825058288,-0.6918780011084152,9.396651989382175,0.04035892709508574,-0.932085927284297,-0.8711834880363325,-0.1766486253831866,-0.8216434881643957,-0.013583434899491391,-0.904907950858469,-0.8980020541525979,-0.03500942182971564,-0.9637433271860245,-0.004300438580086753,-0.8126019406227739,13.08733496579076,-0.046568471481148406,0.5534785788225374,7.5282814397053,0.05519706824381593,-0.8997340657183273,-0.8772642601614355,-0.07571810627778157,-0.9667170263125436,-0.09859115112605468,-0.9753297752546091,-0.08463288261215701,-0.5981557570434316,17.669456150145802,0.4316803676640988,-0.811310418552952,-0.8784132940226396
1,45.0,-0.9910812969433687,-0.9865674465037966,-0.9844710685955639,-0.9877054264323644,-0.9997562316339164,-0.9887088845580647,-0.9345007714088089,-0.98162716714606,-0.9915402889334839,-0.9852455251015061,-0.9826305866718383,-0.9849527445543199,-0.9995626668995594,-0.9905734933158328,-0.9189449752865121,-0.9782713823372412,-0.9846907454350137,-0.9829621834823367,-0.9841869038230051,-0.9856568777188678,-0.9996150915287018,-0.9809626443993482,-0.9346498427809432,-0.9775594774783865,-0.9878851040993357,-0.9675602374756013,-0.9478226368857604,-0.9497001591356046,-0.9979982702057889,-0.9857966340012946,-0.8651451945810293,-0.9415767837872887,-0.9853613664044965,-0.9830740283733678,-0.9818322345622655,-0.984344864114433,-0.9997514521000602,-0.9814720781883999,-0.9294072393381362,-0.9791416049719875,-0.17321155648616404,-0.8102296322796623,-0.3899909745259709,0.038699468202645596,-0.454826947388003,-0.9368904581642479,-0.061828408369196175,1.4497895494577626,0.07766279274553607,-0.8005092108230062,-0.9574295610390525,0.19003665536554212,-0.5242127539202713,-0.14750112476722102,-0.8823651543986512,2.3785161791361755,-0.20731333755873355,-0.5232202860020447,-0.13200272881988914,-0.04753995996882594,-0.8152744799600137,-0.935318274899038,0.17543850014781207,-0.5254157319861452,0.5366935934741951,-0.5587273821350329,-0.15832487683244223,-0.7851429913709067,1.6437617866092427,0.44892719284143756,-0.6836343863716159,-0.9726890023365822
