Datetime,valueTemp
2024-04-29 16:59:14.684550,35.73
2024-04-29 16:59:16.684640,35.73
2024-04-29 16:59:18.684730,35.73
2024-04-29 16:59:20.684830,35.73
2024-04-29 16:59:22.684920,35.73
2024-04-29 16:59:24.685010,35.73
2024-04-29 16:59:26.685100,35.73
2024-04-29 16:59:28.685200,35.73
2024-04-29 16:59:30.685290,35.73
2024-04-29 16:59:32.685380,35.73
2024-04-29 16:59:34.685470,35.73
2024-04-29 16:59:36.685570,35.73
2024-04-29 16:59:38.685660,35.73
2024-04-29 16:59:40.685750,35.73
2024-04-29 16:59:42.685840,35.73
2024-04-29 16:59:44.685940,35.73
2024-04-29 16:59:46.686030,35.73
2024-04-29 16:59:48.686120,35.73
2024-04-29 16:59:50.686210,35.73
2024-04-29 16:59:52.686310,35.73
2024-04-29 16:59:54.686400,35.73
2024-04-29 16:59:56.686490,35.73
2024-04-29 16:59:58.686580,35.73
2024-04-29 17:00:00.686680,35.73
2024-04-29 17:00:02.686770,35.73
2024-04-29 17:00:04.686860,35.73
2024-04-29 17:00:06.686960,35.73
2024-04-29 17:00:08.687050,35.73
2024-04-29 17:00:10.687140,35.73
2024-04-29 17:00:12.687230,35.73
2024-04-29 17:00:14.687330,35.73
2024-04-29 17:00:16.687420,35.73
2024-04-29 17:00:18.687510,35.73
2024-04-29 17:00:20.687600,35.73
2024-04-29 17:00:22.687700,35.73
2024-04-29 17:00:24.687790,35.73
2024-04-29 17:00:26.687880,35.73
2024-04-29 17:00:28.687970,35.73
2024-04-29 17:00:30.688070,35.73
2024-04-29 17:00:32.688160,35.73
2024-04-29 17:00:34.688250,35.73
2024-04-29 17:00:36.688340,35.73
2024-04-29 17:00:38.688440,35.73
2024-04-29 17:00:40.688530,35.73
2024-04-29 17:00:42.688620,35.73
2024-04-29 17:00:44.688710,35.73
2024-04-29 17:00:46.688810,35.73
2024-04-29 17:00:48.688900,35.73
2024-04-29 17:00:50.688990,35.73
2024-04-29 17:00:52.689090,35.73
2024-04-29 17:00:54.689180,35.73
2024-04-29 17:00:56.689270,35.73
2024-04-29 17:00:58.689360,35.73
2024-04-29 17:01:00.689460,35.73
2024-04-29 17:01:02.689550,35.73
2024-04-29 17:01:04.689640,35.73
2024-04-29 17:01:06.689730,35.73
2024-04-29 17:01:08.689830,35.73
2024-04-29 17:01:10.689920,35.73
2024-04-29 17:01:12.690010,35.73
2024-04-29 17:01:14.690100,35.73
2024-04-29 17:01:16.690200,35.73
2024-04-29 17:01:18.690290,35.73
2024-04-29 17:01:20.690380,35.73
2024-04-29 17:01:22.690470,35.73
2024-04-29 17:01:24.690570,35.73
2024-04-29 17:01:26.690660,35.73
2024-04-29 17:01:28.690750,35.73
2024-04-29 17:01:30.690840,35.73
2024-04-29 17:01:32.690940,35.73
2024-04-29 17:01:34.691030,35.73
2024-04-29 17:01:36.691120,35.73
2024-04-29 17:01:38.691210,35.73
2024-04-29 17:01:40.691310,35.73
2024-04-29 17:01:42.691400,35.73
2024-04-29 17:01:44.691490,35.73
2024-04-29 17:01:46.691590,35.73
2024-04-29 17:01:48.691680,35.73
2024-04-29 17:01:50.691770,35.73
2024-04-29 17:01:52.691860,35.73
2024-04-29 17:01:54.691960,35.73
2024-04-29 17:01:56.692050,35.73
2024-04-29 17:01:58.692140,35.73
2024-04-29 17:02:00.692230,35.73
2024-04-29 17:02:02.692330,35.73
2024-04-29 17:02:04.692420,35.73
2024-04-29 17:02:06.692510,35.73
2024-04-29 17:02:08.692600,35.73
2024-04-29 17:02:10.692700,35.73
2024-04-29 17:02:12.692790,35.73
2024-04-29 17:02:14.692880,35.73
2024-04-29 17:02:16.692970,35.73
2024-04-29 17:02:18.693070,35.73
2024-04-29 17:02:20.693160,35.73
2024-04-29 17:02:22.693250,35.73
2024-04-29 17:02:24.693340,35.73
2024-04-29 17:02:26.693440,35.73
2024-04-29 17:02:28.693530,35.73
2024-04-29 17:02:30.693620,35.73
2024-04-29 17:02:32.693710,35.73
2024-04-29 17:02:34.693810,35.73
2024-04-29 17:02:36.693900,35.73
2024-04-29 17:02:38.693990,35.73
2024-04-29 17:02:40.694090,35.73
2024-04-29 17:02:42.694180,35.73
