,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1700237460.0482943,-0.14974620493611857,Deseo,2,1,1
1,1700237470.4929621,1.2531662473922909,Deseo,2,1,1
2,1700237480.8808243,-0.010664870877952204,Admiración,1,1,1
3,1700237491.385328,1.5553033913602703,Admiración,1,1,2
4,1700237501.8158925,1.1294686003589027,Admiración,1,1,1
5,1700237512.2516286,0.6749785997525148,Deseo,2,1,1
6,1700237522.7262344,0.04101368023071705,Deseo,2,1,1
7,1700237533.1840672,0.2524888784891606,Admiración,1,1,1
8,1700237543.621999,-0.3878716092268337,Deseo,2,1,1
9,1700237554.0562263,3.470412739491854,Deseo,2,1,1
10,1700237564.4820073,0.626563865265698,Deseo,2,1,1
