,Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Acc_1,Acc_2,Acc_3
0,1714644053.1769881,26838.208954120753,44647.65425296477,-10367.00729930488,-9267.45793431496,8580.767641159015,-79163.95564841696,-8414.917697300638,17878.35572699973,0.0,0.0,0.0
1,1714644053.6608396,26994.73822054127,44615.3336304824,-10402.367759033175,-9605.416310479202,8207.761729688851,-79964.23750689477,-9253.376335308116,17073.022374275013,0.058,0.978,-0.16
2,1714644053.6609488,27094.449352556392,44700.98551523513,-10250.17473103699,-9500.877201661731,8235.164968391058,-81040.85398207355,-10263.161094565523,16168.20140697973,0.058,0.978,-0.16
3,1714644053.6610205,26955.108577622006,44750.785201881554,-10196.888172255538,-9142.04229617623,8615.993990420578,-80393.45805567004,-9573.743888586032,16832.13762428017,0.058,0.978,-0.16
4,1714644053.661028,26838.67834075431,44667.055567151976,-10345.303755438776,-9211.01977956531,8630.880252227815,-79240.06333828728,-8486.577390024351,17803.432679585538,0.058,0.978,-0.16
5,1714644053.6610353,26972.09590340804,44615.15481652675,-10409.877945170158,-9572.760411829999,8258.254320413389,-79786.7870076641,-9083.972464081344,17215.380634710866,0.058,0.978,-0.16
6,1714644053.661043,27096.528064790735,44685.83103249443,-10273.733469692883,-9561.405725646702,8194.015406848837,-81004.55474907813,-10242.038696055257,16166.703840101223,0.058,0.978,-0.16
7,1714644053.6610503,26977.57208079959,44740.90573083231,-10183.298311626711,-9201.162660260517,8560.226388004588,-80649.60904712786,-9826.564470120009,16584.43559222646,0.058,0.978,-0.16
8,1714644053.6610577,26833.135108129398,44669.8942386978,-10315.777101013315,-9179.10148848313,8676.991901039113,-79373.59265966328,-8601.107728613344,17691.383384631084,0.07200000000000001,0.98,-0.2
9,1714644053.661065,26928.13002206445,44606.81761584492,-10423.244288354432,-9545.111303938784,8323.521414222887,-79582.9838017206,-8874.983653424222,17395.692157231828,0.07200000000000001,0.98,-0.2
10,1714644053.6610725,27084.435771040415,44674.386939333315,-10311.887897478093,-9628.058627612429,8163.3041099672455,-80879.11675919495,-10123.61915393104,16250.567585297536,0.07200000000000001,0.98,-0.2
11,1714644053.6610794,27004.997671246252,44732.81439933949,-10195.949398988414,-9278.544399564791,8490.332483092843,-80847.9360756798,-10018.297734057634,16383.672223528889,0.07200000000000001,0.98,-0.2
12,1714644053.6610863,26839.840631465988,44680.15368940278,-10295.079385647701,-9157.95673822841,8695.074462303455,-79520.51067596802,-8725.182262084754,17563.017316224257,0.07200000000000001,0.98,-0.2
13,1714644053.661094,26902.246701985205,44603.151929754255,-10422.707846487505,-9487.935541622108,8384.89930449716,-79407.0979246018,-8685.820840098959,17553.718990530848,0.07200000000000001,0.98,-0.2
