,Timestamp,Engagement,Emotion,Valence,Arousal,Dominance
0,1714471097.1966054,0.9609724505353485,Low Fear,2,2,1
1,1714471107.6249256,0.8825505599698875,Low Fear,2,2,1
2,1714471118.036771,0.8854353304560081,Low Fear,2,2,1
3,1714471128.8350513,0.8435417209179457,Low Fear,2,2,1
4,1714471139.3170686,0.8557704094772758,Low Fear,2,2,1
5,1714471149.7047331,0.846670118723337,Low Fear,2,2,1
6,1714471160.1388922,0.8321362356305331,Low Fear,2,2,1
7,1714471170.5042074,0.8012388394267049,Low Fear,2,2,1
8,1714471181.1483357,0.7531365374391237,Low Fear,2,2,1
9,1714471191.798667,0.7448007676919777,Low Fear,2,2,1
10,1714471202.629153,0.7356025184762816,Low Fear,2,2,1
11,1714471213.336362,0.729566293193928,Low Fear,2,2,1
12,1714471224.0491266,0.7336134923247504,Low Fear,2,2,1
13,1714471234.4036455,0.7068386158806792,Low Fear,2,2,1
14,1714471245.1178503,0.6321777476528685,Low Fear,2,2,1
15,1714471255.517439,0.6390730579403776,Low Fear,2,2,1
16,1714471265.9273837,0.639747470334717,Low Fear,2,2,1
