Datetime,valueTemp
2023-11-17 13:01:18.307960,35.21
2023-11-17 13:01:20.308060,35.21
2023-11-17 13:01:22.308150,35.21
2023-11-17 13:01:24.308240,35.21
2023-11-17 13:01:26.308330,35.21
2023-11-17 13:01:28.308430,35.21
2023-11-17 13:01:30.308520,35.21
2023-11-17 13:01:32.308610,35.21
2023-11-17 13:01:34.308700,35.21
2023-11-17 13:01:36.308800,35.21
2023-11-17 13:01:38.308890,35.21
2023-11-17 13:01:40.308980,35.21
2023-11-17 13:01:42.309080,35.21
2023-11-17 13:01:44.309170,35.21
2023-11-17 13:01:46.309260,35.21
2023-11-17 13:01:48.309350,35.21
2023-11-17 13:01:50.309450,35.21
2023-11-17 13:01:52.309540,35.21
2023-11-17 13:01:54.309630,35.21
2023-11-17 13:01:56.309720,35.21
2023-11-17 13:01:58.559830,35.21
2023-11-17 13:02:00.309910,35.21
2023-11-17 13:02:02.310000,35.21
2023-11-17 13:02:04.310090,35.21
2023-11-17 13:02:06.310190,35.21
2023-11-17 13:02:08.310280,35.21
2023-11-17 13:02:10.310370,35.21
2023-11-17 13:02:12.310460,35.21
2023-11-17 13:02:14.310560,35.21
2023-11-17 13:02:16.310650,35.21
2023-11-17 13:02:18.310740,35.21
2023-11-17 13:02:20.310830,35.21
2023-11-17 13:02:22.310930,35.21
2023-11-17 13:02:24.311020,35.21
2023-11-17 13:02:26.311110,35.21
2023-11-17 13:02:28.311200,35.21
2023-11-17 13:02:30.311300,35.21
2023-11-17 13:02:32.311390,35.21
2023-11-17 13:02:34.311480,35.21
2023-11-17 13:02:36.311580,35.21
2023-11-17 13:02:38.311670,35.21
2023-11-17 13:02:40.311760,35.21
2023-11-17 13:02:42.311850,35.21
2023-11-17 13:02:44.311950,35.21
