Datetime,valueTemp
2024-04-29 13:42:11.058580,34.47
2024-04-29 13:42:13.058670,34.47
2024-04-29 13:42:15.058760,34.47
2024-04-29 13:42:17.058850,34.47
2024-04-29 13:42:19.058950,34.47
2024-04-29 13:42:21.059040,34.47
2024-04-29 13:42:23.059130,34.47
2024-04-29 13:42:25.059220,34.47
2024-04-29 13:42:27.059320,34.47
2024-04-29 13:42:29.059410,34.47
2024-04-29 13:42:31.059500,34.47
2024-04-29 13:42:33.059600,34.47
2024-04-29 13:42:35.059690,34.47
2024-04-29 13:42:37.059780,34.47
2024-04-29 13:42:39.059870,34.47
2024-04-29 13:42:41.059970,34.47
2024-04-29 13:42:43.060060,34.47
2024-04-29 13:42:45.060150,34.47
2024-04-29 13:42:47.060240,34.47
2024-04-29 13:42:49.060340,34.47
2024-04-29 13:42:51.060430,34.47
2024-04-29 13:42:53.060520,34.47
2024-04-29 13:42:55.060610,34.47
2024-04-29 13:42:57.060710,34.47
2024-04-29 13:42:59.060800,34.47
2024-04-29 13:43:01.060890,34.47
2024-04-29 13:43:03.060980,34.47
2024-04-29 13:43:05.061080,34.47
2024-04-29 13:43:07.061170,34.47
2024-04-29 13:43:09.061260,34.47
2024-04-29 13:43:11.061350,34.47
2024-04-29 13:43:11.811390,34.47
2024-04-29 13:43:13.061450,34.47
2024-04-29 13:43:15.061540,34.47
2024-04-29 13:43:17.061630,34.47
2024-04-29 13:43:19.061730,34.47
2024-04-29 13:43:21.061820,34.47
2024-04-29 13:43:23.061910,34.47
2024-04-29 13:43:25.062000,34.47
2024-04-29 13:43:27.062100,34.47
2024-04-29 13:43:29.062190,34.47
2024-04-29 13:43:31.062280,34.47
2024-04-29 13:43:33.062370,34.47
2024-04-29 13:43:35.062470,34.47
2024-04-29 13:43:37.062560,34.47
2024-04-29 13:43:39.062650,34.47
2024-04-29 13:43:41.062740,34.47
2024-04-29 13:43:43.062840,34.47
2024-04-29 13:43:45.062930,34.47
2024-04-29 13:43:47.063020,34.47
2024-04-29 13:43:49.063110,34.47
2024-04-29 13:43:51.063210,34.47
2024-04-29 13:43:53.063300,34.47
2024-04-29 13:43:55.063390,34.47
2024-04-29 13:43:57.063480,34.47
2024-04-29 13:43:59.063580,34.47
2024-04-29 13:44:01.063670,34.47
2024-04-29 13:44:03.063760,34.47
2024-04-29 13:44:04.313820,34.47
2024-04-29 13:44:05.063850,34.47
2024-04-29 13:44:07.063950,34.47
2024-04-29 13:44:09.064040,34.47
2024-04-29 13:44:11.064130,34.47
2024-04-29 13:44:13.064230,34.47
2024-04-29 13:44:15.064320,34.47
2024-04-29 13:44:17.064410,34.47
2024-04-29 13:44:19.064500,34.47
2024-04-29 13:44:21.064600,34.47
2024-04-29 13:44:23.064690,34.47
2024-04-29 13:44:25.064780,34.47
2024-04-29 13:44:27.064870,34.47
2024-04-29 13:44:29.064970,34.47
2024-04-29 13:44:31.065060,34.47
2024-04-29 13:44:33.065150,34.47
2024-04-29 13:44:35.065240,34.47
2024-04-29 13:44:37.065340,34.47
2024-04-29 13:44:39.065430,34.47
2024-04-29 13:44:41.065520,34.47
2024-04-29 13:44:43.065610,34.47
2024-04-29 13:44:45.065710,34.47
2024-04-29 13:44:47.065800,34.47
2024-04-29 13:44:49.065890,34.47
2024-04-29 13:44:51.065980,34.47
2024-04-29 13:44:53.066080,34.47
2024-04-29 13:44:55.066170,34.47
2024-04-29 13:44:57.066260,34.47
2024-04-29 13:44:59.066350,34.47
2024-04-29 13:45:01.066450,34.47
2024-04-29 13:45:03.066540,34.47
2024-04-29 13:45:05.066630,34.47
2024-04-29 13:45:07.066730,34.47
2024-04-29 13:45:09.066820,34.47
2024-04-29 13:45:11.066910,34.47
2024-04-29 13:45:13.067000,34.47
2024-04-29 13:45:15.067100,34.47
2024-04-29 13:45:17.067190,34.47
2024-04-29 13:45:19.067280,34.47
2024-04-29 13:45:21.067370,34.47
2024-04-29 13:45:23.067470,34.47
2024-04-29 13:45:25.067560,34.47
2024-04-29 13:45:27.067650,34.47
2024-04-29 13:45:29.067740,34.47
2024-04-29 13:45:31.067840,34.47
2024-04-29 13:45:33.067930,34.47
2024-04-29 13:45:35.068020,34.47
2024-04-29 13:45:37.068110,34.47
