Datetime,valueBVP
2023-11-17 14:23:32.291590,-108.2568
2023-11-17 14:23:32.307220,-111.2551
2023-11-17 14:23:32.322840,-114.2794
2023-11-17 14:23:32.338470,-115.2574
2023-11-17 14:23:32.354090,-112.0919
2023-11-17 14:23:32.369720,-103.686
2023-11-17 14:23:32.385350,-90.45709
2023-11-17 14:23:32.400970,-74.0625
2023-11-17 14:23:32.416600,-56.61328
2023-11-17 14:23:32.432220,-39.4303
2023-11-17 14:23:32.447850,-22.51477
2023-11-17 14:23:32.463470,-4.839355
2023-11-17 14:23:32.479100,14.68127
2023-11-17 14:23:32.494730,36.18372
2023-11-17 14:23:32.510350,58.36975
2023-11-17 14:23:32.525980,78.86792
2023-11-17 14:23:32.541600,94.86096
2023-11-17 14:23:32.557230,104.2744
2023-11-17 14:23:32.572850,106.377
2023-11-17 14:23:32.588480,101.8368
2023-11-17 14:23:32.604110,92.33057
2023-11-17 14:23:32.619730,79.72058
2023-11-17 14:23:32.635360,65.43066
2023-11-17 14:23:32.650980,50.27332
2023-11-17 14:23:32.666610,34.38171
2023-11-17 14:23:32.682230,17.88757
2023-11-17 14:23:32.697860,1.216675
2023-11-17 14:23:32.713490,-14.80176
2023-11-17 14:23:32.729110,-29.23401
2023-11-17 14:23:32.744740,-41.59277
2023-11-17 14:23:32.760360,-52.09875
2023-11-17 14:23:32.775990,-61.47998
2023-11-17 14:23:32.791610,-70.61377
2023-11-17 14:23:32.807240,-79.81531
2023-11-17 14:23:32.822870,-88.71997
2023-11-17 14:23:32.838490,-96.84937
2023-11-17 14:23:32.854120,-104.2488
2023-11-17 14:23:32.869740,-111.8721
2023-11-17 14:23:32.885370,-121.3142
2023-11-17 14:23:32.900990,-133.8561
2023-11-17 14:23:32.916620,-149.7043
2023-11-17 14:23:32.932250,-167.6125
2023-11-17 14:23:32.947870,-185.219
2023-11-17 14:23:32.963500,-200.077
2023-11-17 14:23:32.979120,-210.4807
2023-11-17 14:23:32.994750,-215.8751
2023-11-17 14:23:33.010370,-216.7035
2023-11-17 14:23:33.026000,-213.9213
2023-11-17 14:23:33.041630,-208.807
2023-11-17 14:23:33.057250,-202.4917
2023-11-17 14:23:33.072880,-195.8103
2023-11-17 14:23:33.088500,-188.9827
2023-11-17 14:23:33.104130,-181.4111
2023-11-17 14:23:33.119750,-171.8284
2023-11-17 14:23:33.135380,-158.8584
2023-11-17 14:23:33.151010,-141.728
2023-11-17 14:23:33.166630,-121.2065
2023-11-17 14:23:33.182260,-99.48047
2023-11-17 14:23:33.197880,-79.60498
2023-11-17 14:23:33.213510,-64.58533
2023-11-17 14:23:33.229130,-56.07727
2023-11-17 14:23:33.244760,-53.79578
2023-11-17 14:23:33.260390,-55.46521
2023-11-17 14:23:33.276010,-57.53076
2023-11-17 14:23:33.291640,-56.625
2023-11-17 14:23:33.307260,-50.56421
2023-11-17 14:23:33.322890,-38.98767
2023-11-17 14:23:33.338510,-23.2915
2023-11-17 14:23:33.354140,-5.957642
2023-11-17 14:23:33.369770,10.45728
2023-11-17 14:23:33.385390,24.11316
2023-11-17 14:23:33.401020,34.24121
2023-11-17 14:23:33.416640,40.85925
2023-11-17 14:23:33.432270,44.43774
2023-11-17 14:23:33.447890,45.55042
2023-11-17 14:23:33.463520,44.58691
2023-11-17 14:23:33.479150,41.76538
2023-11-17 14:23:33.494770,37.16418
2023-11-17 14:23:33.510400,30.9353
2023-11-17 14:23:33.526020,23.50403
2023-11-17 14:23:33.541650,15.39954
2023-11-17 14:23:33.557270,7.389526
2023-11-17 14:23:33.572900,0.05932617
2023-11-17 14:23:33.588530,-6.53418
2023-11-17 14:23:33.604150,-13.02063
2023-11-17 14:23:33.619780,-20.56665
2023-11-17 14:23:33.635400,-30.3175
2023-11-17 14:23:33.651030,-42.63574
2023-11-17 14:23:33.666650,-57.05396
2023-11-17 14:23:33.682280,-72.31165
2023-11-17 14:23:33.697910,-86.92505
2023-11-17 14:23:33.713530,-99.83655
2023-11-17 14:23:33.729160,-110.6616
2023-11-17 14:23:33.744780,-119.5944
2023-11-17 14:23:33.760410,-126.9689
2023-11-17 14:23:33.776030,-132.9064
2023-11-17 14:23:33.791660,-137.5481
2023-11-17 14:23:33.807290,-141.0881
2023-11-17 14:23:33.822910,-143.9017
2023-11-17 14:23:33.838540,-146.4407
