,FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,T5_Theta,T5_Alpha,T5_Beta,T6_Theta,T6_Alpha,T6_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene,Second
0,332.1047027884615,41.6560098619015,72.11304491164229,319.14096740605726,37.40879733376464,54.15068243355901,197.8398981290883,69.85230485053339,62.702243297683836,279.2872390634436,56.671831518821435,18.476997029521762,280.3775160167069,109.61455431846574,138.45716564255486,251.59776608661858,64.87988658435873,42.61805343849558,414.19692446160883,55.287248691704846,41.90945932576088,1809.5635453628354,264.0187466682298,183.8346489376308,001,000,2
1,78.53649819930929,18.210577542353914,17.10531955048456,78.2342782950812,15.544203297369318,19.042098037115487,73.90827782686961,10.957536200594497,11.779549172922843,58.56296601970327,18.068807998054876,9.837303081926741,338.67057536550925,210.4878468973087,159.2063683903564,81.35958576298863,14.907053209450492,14.847873051302077,796.1431410411797,267.7548811506468,192.80625644700652,140.5973792851225,34.489274773281224,36.0529831011612,001,000,4
2,344.37190329634956,95.97842539721792,113.33475517823265,356.7031192792198,110.23603660976705,128.06433916240744,58.37085808081298,23.565072067354293,24.156210100650576,271.01023280440063,127.85111394231316,84.16683152484286,312.95962080743595,92.14812761850293,89.50511366811352,134.06973007037632,55.35404965422691,40.53130682215634,566.9955293806354,156.22526898452494,128.9572481612709,911.7339544758188,414.0050285816284,392.53806522627724,001,000,6
3,860.6033570821376,448.7720947890432,365.6563454752109,1818.8748432685807,1085.3764393821532,687.1709129079692,933.9500350856362,278.9810732566441,140.32789590337708,1279.9794338143938,604.4424104868277,501.413884879137,2201.812889577706,1726.202125090805,948.9456217926607,1192.7865146190036,425.8034804465911,288.26411379805893,4379.809010970919,1792.2336877663106,946.7033143215895,4893.988894608702,1230.5482901793928,1300.5221879405756,001,000,8
4,496.39576694811217,210.69829817155568,304.3771179069346,1841.9062316150516,844.55514088287,1149.0477439811232,710.5395928965429,346.07951257955983,396.3294343783763,515.9523155305648,171.13057048080637,297.85170100234706,1282.47703707897,392.0750476849802,525.7900876376785,639.643320831334,258.21430292492187,333.7935074250934,3777.94040231727,1962.3707515315323,2699.5462548696732,2411.136254946236,907.3885434370535,1147.8856589648447,001,000,10
5,22.55630100409313,6.517869375455715,11.323979267938231,23.74620317981143,7.757331640073145,10.239126629637562,13.253742981066491,3.7613452730852033,9.38956567817247,23.446871103850413,9.155010549519423,8.677462093101372,30.170216672985518,17.66105086337492,22.286883052795194,18.75751122126919,6.154233494541479,11.901104465224154,109.54012881063443,16.845566876553832,27.359392420491545,56.179816089995924,18.448193796094316,31.44740715512726,001,000,12
6,106.91313638743453,27.637440556874303,45.808193515059735,510.5614480661922,126.55910911684806,146.59389557887627,172.2570474989818,55.203197240584565,76.93897132893204,125.92401981426272,39.0532757851385,62.05501531355224,157.9401025589353,28.43488330563416,40.87893480165126,108.3286249777094,28.049293621071964,48.64130226842759,7127.099541185945,2663.075672582715,3497.177111245855,1170.1582004287952,441.8653477966685,565.3327480425053,001,000,14
7,156.45657207189322,34.734912859897534,47.458977706199086,177.24398903659912,34.69386212519338,61.45923104607214,155.930926796534,44.824208529526956,65.60682044420483,95.76368941415926,37.492056700831014,69.18455477154815,313.26164495989957,74.25966081864792,66.41318058534662,115.55908678727273,36.60205312659715,61.488024187308056,4240.925436058892,1480.0777209304035,2002.2194584662113,471.3844785247808,183.82711037673081,285.59267105296925,001,000,16
8,273.418537868438,12.621581655380577,56.23213329456391,268.02091897879086,13.664462525853917,67.78564450246935,219.46884579474585,6.092354502491094,41.15158569729993,242.41161997053945,8.284951977436693,64.7116762149326,822.5375043887948,26.68462061830396,251.888695502432,307.1575085507379,9.075925382069737,68.01866167729057,875.4288911641695,22.835360194094427,130.3812239261462,831.9884173601213,72.10178872998611,213.11429963289444,001,000,18
9,80.98223286263055,8.767333751305433,63.81620751083728,76.85371757990436,9.269310784996716,60.46970266785581,74.91308945548131,5.152405617650795,31.89504728248628,115.80778298104889,14.031045571841856,89.66518944489127,74.16712086811859,62.955592100178166,286.67093964042084,112.14663316259772,12.229517271674132,73.30028950827882,201.85925531083635,25.42367221292877,169.27023112016786,697.4712730040366,17.94842997803208,100.0019849666292,001,000,20
10,878.4096477101938,287.1430804572535,295.2403432094232,785.0513320210536,262.61165343084946,272.80604923972675,541.4311932133543,150.95930396347208,192.7230003144075,422.8102129165344,106.14279921527242,183.88450881715102,33.45948980130999,26.349184523162265,174.0588774863811,481.81557641770985,120.05427310974986,191.4019719830491,1423.8496785338536,483.2517722929294,647.443914684579,7986.656527502527,2098.6106548886128,2423.6276804198433,001,000,22
11,262.6922047297678,64.13687958921287,64.5193179894357,289.24104344719836,68.34045243200772,72.40033621045112,57.699309799656376,13.994156465491198,37.46151709762752,19.584313445609602,14.64027507107944,60.664637815660896,7.53649509310875,11.492623299098472,89.15308181764723,26.90210989528915,10.205989072868212,52.38011878683263,139.83777647201592,43.34099710196075,122.71874890680392,1353.7009350480757,278.14426945416557,453.1431543861275,001,000,24
12,252.46139647142414,213.45439709123679,263.4167651809395,268.2816211836385,223.11763582952477,265.42463854881214,204.70809630398523,136.89145587229098,165.1539747975427,104.4974921376583,152.95382387074443,224.53046356699775,184.8543284155528,273.0243093695541,492.671166650314,182.75875310333223,173.61887598289758,240.47537859869968,794.0915164877055,558.6112296816236,604.0624539023327,866.8709683765871,723.5552214777285,856.5129608363245,001,000,26
13,34.33481025054951,18.082663822019082,103.36771682435025,31.450532779844146,17.861679105773298,91.38888383981806,18.456837729927923,11.789015621342937,63.24217989515861,43.722923089065354,17.400776032984822,142.23260007740166,183.93135409582794,68.78279426937512,320.16269876587637,34.15028473564559,16.24657276934601,122.51821369641667,230.45338121617996,81.08301417292225,328.3207392131259,187.46522385875932,57.43986499326541,268.62946632635663,001,000,28
14,537.0678972508617,46.715596510414606,62.77717123413393,905.2212862307015,78.55519419203944,95.55660351676735,491.51399911760916,41.90652700109423,55.2845426410146,344.39412878916266,25.25019633240095,38.59587165989944,1495.233902092704,223.3328548966306,329.23146166237916,514.0729957215692,50.80908634333819,68.27718961525059,1043.288582986378,84.62484857224591,116.67043106889278,3896.2388747000346,96.68759874379494,101.96222831609677,001,000,30
15,332.29778462259503,68.10817113890505,73.6437241152729,354.132710385779,62.92625915174159,76.37502316937119,307.9121295876452,56.45551458744671,75.88128548342536,265.7417207781362,62.73492639656209,57.76698484578396,490.3472354537628,27.75374377714177,30.484144439211732,343.5612361129298,64.87592952975925,70.80273811079964,726.020911877896,232.17590582654822,323.3348209294663,2896.094345339944,496.307302326206,533.9428455349229,001,000,32
16,164.36043658117015,17.878646516071946,52.95196438633654,168.70664267828812,15.49366025441455,53.573235620893556,81.82557793277135,13.766035520025062,33.751479946906905,89.12876124890585,13.678671901410837,97.2385854776182,47.26428622809171,37.085775443392734,253.39732414205142,88.05462429476376,12.283982445274983,75.41758776386247,190.08045960427387,20.99279521132685,151.19265008572185,1443.935503414429,256.3511519185029,245.8691600262411,001,000,34
17,93.7356394609935,26.13524477733573,23.95077186819047,98.31771960460613,24.524080809319464,39.26687268585808,71.05759406573563,19.713286910136805,23.399432933221508,117.63986279974372,36.27818455759851,27.720467063912892,45.49968939299074,15.5725388844758,21.354782030520532,96.65667253907255,25.721324059964168,23.347780692499345,619.464066314552,206.83153584418744,224.5393836583254,386.89661725751546,112.2941389139276,120.50359513039511,001,000,36
18,40.19765398468389,9.03644182768025,5.664781056490819,114.59688009082682,14.497871065706219,9.695229574757358,44.98756411552383,5.053427201505201,3.5441929006753226,46.332908907131305,12.070118310612948,12.969504901821475,23.251800619412723,3.274106434618713,9.315996884482335,37.862957943885206,7.836322296941334,4.267418753939185,94.29735056711834,27.265747888051273,14.040241164646813,420.6412231096248,43.09629877394076,23.72202169105151,001,000,38
19,1.071356021670913,2.0060711027418714,3.1758458328857078,1.9539486604505938,3.8803928542250623,1.470963818552844,0.7842542153161816,0.9289612613069321,0.9492745374464426,21.21652374711782,38.232210172773684,13.87757554080295,7.275714060173632,17.28468219199179,7.714439459178371,2.5563412702307704,6.510236929173298,4.30739014483211,13.07308639379216,19.587660932914723,7.13880566593697,4.7562375514852535,3.956702022891426,1.302412596231178,001,000,40
20,922.8291920656663,188.0930460717093,40.901110575316714,1025.1620181883932,181.63710453154684,29.9358652925354,727.5521044670423,127.48891778645618,24.52980981467566,762.5383148124826,200.0068189274393,30.002466736351902,1404.7313151775286,233.78179298628478,50.390621971823464,933.8110750845854,187.85883092203642,32.35167424515248,1438.6356037092773,400.27267635672905,60.621544138955976,5368.903085564934,968.8731931660117,162.53603802501604,001,000,42
21,94.65236974036583,30.783327334072666,39.482864125139756,231.48340708424584,44.0671279635438,92.26480305943755,78.86953307889253,19.969246636681017,21.280510318330432,78.06467586311621,23.396245167032003,32.99764845527366,196.68931329197218,58.87258139859915,86.84260775446002,103.80514541413942,29.051850219377016,32.58952233676013,251.35154253813664,51.00518032909218,76.56006182840093,391.1128429131465,109.87552811245023,126.18228257463927,001,000,44
22,401.91861338755007,134.01399493817064,321.81149784847827,345.85941725665924,98.30443841882933,285.4668013758703,361.5128809730667,146.52418710553476,276.39583006466245,554.9548837456425,151.06902125113078,433.37947560383674,123.72228078600921,217.19892193269146,414.42416352435424,363.8301330977077,107.11609899746955,328.2818544173193,5991.264920876841,2845.0392395392983,3692.698226415628,937.9179593712178,246.27369826293702,723.4727984866885,001,000,46
23,24.363663728769485,11.47839454232052,26.963370588459632,31.685126736265364,12.775230561213318,28.186331678860462,3.162625459787908,1.5556622532189237,4.26442418930251,16.257208475904037,12.756176366101244,8.816556161720628,22.611475215641057,13.847808551791948,32.31712684287947,14.213697149325363,7.333693990343118,5.461351730474837,16.643031852300712,4.942407100748795,30.456574943585693,13.301327174954936,5.045409301045009,18.632552905615007,001,000,48
24,104.22948363316293,27.004611270652596,47.60805046143022,103.62796989261139,33.44347412284796,36.49890052150968,86.94245106632809,12.051009932537674,22.247395864619126,99.22826799627074,22.10995774608928,44.266366498006256,162.93518060163342,62.331540917937836,100.42547067417645,112.94252575122184,18.62949095877653,38.62185443346159,404.82997529431987,93.23871279043055,165.23247415200754,396.5470009186417,25.829981322336245,55.136230056253716,001,000,50
25,148.58266921575955,46.04199792745365,49.81798649521315,146.8537802450598,50.526268324387175,47.77562135334768,103.16471542843979,27.937861463457036,25.408932956661783,55.148872355903265,39.682801241875104,61.65480035572503,673.4954712199201,215.3105416648413,280.8034536088215,123.94218952506247,53.562465900656534,61.83876504760375,177.55015638458977,54.58563869875661,101.57744654970826,822.7467516437551,383.6623743359519,284.8425413148866,001,000,52
26,15.150241415302908,10.397978592701977,7.831976896525052,19.701713362843442,10.153603087455098,8.407045474212536,24.118456741673707,5.679639798514211,4.503975834189692,48.953580060482516,16.443719993096195,15.600609235387152,83.80894380407028,31.58408827651046,39.078403865961256,42.22959657265706,11.333217158606217,8.708892111110186,233.7800231819382,69.67469349525278,63.980048488973814,10.464201385949178,5.624451454392212,6.15506981210311,001,000,54
27,12.157533855886852,2.9171133243481115,4.62804780548734,15.282585390183637,1.9053576611209557,4.028872996077707,15.095103861208962,1.2921711102062732,2.322917751226035,36.67473332558706,7.925966107243752,10.983698771983303,33.79021945537026,1.5550561694006082,2.2146639189276316,21.30259237155065,2.024374207433052,2.862080300052147,79.21504941762367,9.687641129868993,15.680985109586517,120.99287073199388,14.648142577506555,16.99703140103026,001,000,56
28,25.25538495294981,11.339594941424593,15.021936865618441,19.554471669509528,15.815800605228883,14.051855779582796,26.06806074971011,3.1403347585259453,8.685947577374472,23.560923406305353,5.423312766098711,12.426785956541455,63.44163898504216,10.096765205499281,21.030868998684955,31.66051702989078,5.3455774304211285,12.149744033396264,71.23934222004145,16.207080951875252,39.71171421967649,115.19886393552962,15.006050826006746,36.19735247919765,001,000,58
29,30.109346456110337,8.35055452970845,12.355983397617672,38.14875794146512,10.60595250216497,14.174392081564225,30.010656874668015,3.2699201545049204,10.318221665124042,21.93545537253199,3.6335987677688353,16.530698906391844,25.23761514510454,12.841829277662196,35.131091730460035,40.95909683773074,4.437141760642667,17.244925980659232,55.19116932014505,20.166610141220964,50.85949248801456,159.25012916495461,18.970364270451675,47.75919433346166,001,000,60
30,20.906333646635225,4.083685950279193,3.98094511655389,13.723123511350803,2.578540813905258,4.79612704184262,9.550010524869398,1.3606880906883707,3.469755904222661,13.251826273556043,1.4157937390470627,5.147748855482886,23.727909222732546,14.276563455577882,14.440536514796538,12.150565566447348,2.1551914131190877,5.2982982292280685,46.785352443528375,1.9433162770068593,8.580776524824211,62.82923478525818,4.114187193056073,12.160288217224627,001,000,62
31,222.54067898253075,60.26690705179425,89.8525681725577,510.8462101780615,163.5874258937251,221.6107936593187,543.2806485992991,156.22591850893755,224.62284719513946,529.7394531482435,162.1170366128359,247.60060395519636,27.975761852243874,6.459923804244806,54.859217722066056,568.6646156110972,159.28183568157448,245.25588903265432,2373.092531536436,740.0789947812058,1014.7318497733472,3240.915581851886,1004.3889671374748,1410.554934516415,001,000,64
32,527.611094391985,46.073424101207266,23.759516403229842,610.07719363717,45.73926131173691,23.263481799812027,323.4013217702314,28.68815008366878,18.794693665096563,306.30835035433574,30.312890831775444,27.026422508435378,161.9017079475351,32.88872754653562,38.43485157448898,340.8447381867256,32.832635317901904,27.081700221178664,815.0058217685829,55.589058169049544,55.15436449905901,3864.766330443971,327.0134414623494,137.37534550550006,001,000,66
33,163.00509207326257,76.67592078648563,169.03165355000817,197.65378755774992,61.46537042945352,91.11122252928928,95.60323669618413,33.68956843607738,71.83949206472573,306.8017748741101,59.86425982173675,100.17409812719694,587.7405443113239,147.06457185576508,296.5729847025567,207.5221656906416,43.990148558266114,65.19228918354284,158.1697426402969,65.47275850260831,28.55679571690089,1098.6603060216676,215.73760693902668,361.72340619420646,001,000,68
34,242.48313368909447,51.453000425707046,38.76119310751508,256.9674417190697,57.35888494388006,37.95461460193194,194.7946905628569,24.704809988948753,14.866880722826739,349.8150843474896,54.526465608672225,33.810482927172814,700.3422520872558,150.02655500130555,119.12809279164155,336.304712649365,40.80991985186775,27.672182378717203,598.0884351877139,82.00394852529715,52.87334574890527,1507.9673509846932,99.63832124134132,72.52654884421376,001,000,70
35,148.35022515841163,58.50430813145944,94.26700255562359,151.8760642963212,56.261604420426195,106.26516103584912,109.99110382973143,48.50439412493068,36.70144903109592,126.90290978386474,75.76937058279537,87.83818877030585,853.9688436475193,373.8079268596109,584.9595693642461,174.2549811355001,93.49013514410412,82.30670406858162,503.5353414696757,159.40451378134273,177.14749724594907,109.59127899304677,51.62696324791473,45.56502028020533,001,000,72
36,12.471587431999883,13.021125922089254,28.638539736982437,8.364881946423745,13.979784896665699,23.433568772513805,4.681814384830679,7.258012762533557,11.653446075151251,16.02660884279073,6.042253631211237,32.736494866978354,55.533132568093635,25.57411878691062,115.11822963960282,10.618055737009463,9.499856294024388,26.852469793713084,20.61210393136906,16.583214922960774,59.17081050984801,27.556863740679763,14.196792044347328,35.804710939533564,001,000,74
37,8.084781643540802,5.21915360513885,8.73389376548372,7.6329127777198575,12.307726498133295,8.596131486000454,6.764977533916644,3.9043846045523147,6.7399662838488545,9.935190832736033,10.89012147186395,6.983168637334042,22.736862555693207,8.714268826151047,25.95606038871835,6.922257829178058,6.707572827754586,9.4035240335996,56.62950920156987,28.490984465014982,24.31091370597867,34.63070864996503,14.834143823469432,23.16906960404983,001,000,76
38,26.890711928603924,37.622766300647996,70.14673544357909,20.99448685600038,39.205766014925786,75.49688485568062,13.384551875149086,10.737318775823356,38.369275655489496,41.63895972264421,42.881464148040884,130.9746726364301,105.72975369090997,122.5197543792434,401.3432715371108,31.251890145855064,29.852151488072554,99.52855988982003,75.18797093710054,71.77590325456487,237.69251368615977,46.61078405167756,37.59752265117676,82.65990726764076,001,000,78
39,6.063264561712248,6.223788084893717,9.641234697892266,8.20035885512321,8.158253381566723,10.745889813364528,6.859179159253442,5.726573521027993,3.3633241535789584,16.073970730441697,8.709547980698247,9.359504408201392,10.320454314095363,12.249586871635836,18.07466365451504,11.28903347415704,10.402085358028204,6.215999616194403,36.652314554648,10.751771777064635,20.238986886281445,35.22271819375196,8.497161228629462,17.772737113759856,001,000,80
40,63.16758145593269,35.93340839870662,72.14305604649023,68.8161468808248,38.14684210507296,78.67308212868126,46.474606576798195,14.020318922552347,45.53729297351339,99.15068064950965,59.206773186440444,126.03965089421388,80.69279847669458,85.5384513982716,266.1216598848145,62.29764353254302,29.533058034335795,90.0198102734617,719.0716614521838,270.91394983720613,437.64412229994207,152.05265554897574,59.755574158162915,123.9050586381896,001,000,82
41,54.74899287499628,34.64221386702195,269.9254518747667,32.04971728954113,21.090161173848553,200.32636424789646,16.926963822642534,18.90266680024574,107.11906749212963,62.54381755689604,60.497760283360236,380.9458871774842,221.01901228685568,183.68639675281426,1223.1433367190102,47.89109958612924,51.674891180438514,292.7646477883739,94.28703931415659,87.76148208441175,599.8310156900322,49.84206262700004,41.37516812753168,320.06793485031017,001,000,84
42,267.90020003661783,40.724440995304626,27.542053875019242,266.91534862612366,38.32590520200356,24.457033734988077,145.88967303173732,22.048069111350028,12.093107853371158,225.79415756816567,41.409350661352015,32.58226450944426,1612.9102311676481,287.25576515125755,134.02700951441534,268.0542912757979,47.59457075238668,27.756311803217177,633.8537553871587,65.37340231607025,53.61873827769328,207.19344964491114,38.44288814507112,34.293078359695166,001,000,86
43,18.808547101919636,28.161170524315107,6.977193681348009,10.077216112097732,18.600507970017926,5.170868862054091,5.313005321224937,2.359526333435759,2.2097483450809805,51.171737813585054,31.510024441782324,17.94277800562833,9.507282691198707,8.839911365159288,3.7305391395744354,10.460633688842805,8.080118709227289,3.8416953752412866,48.72104246859446,23.98864425426801,10.443939874684736,58.58811875720802,31.999973273154787,7.999198755489161,001,000,88
44,97.01228770098615,9.659916032326954,10.759338223714462,114.22785769614562,28.91187213245441,16.542328515854447,70.62271198891519,19.98377196265223,12.624467016491137,200.37170450461994,95.0908200540467,60.36411395641314,390.31133171005825,124.47490929789907,78.04800834652431,145.82569999586414,57.220417076218496,36.706916932616615,576.2375379832494,146.7030300155,101.53587434954987,100.69180322883172,21.217909943476236,18.74922041593299,001,000,90
45,64.53556482103237,32.19053382056644,15.515607647109741,77.76854664444569,37.391857053458345,16.660162856404725,37.66255062264244,11.450946005667115,6.1411505612296065,54.00586291858197,25.62836533136811,16.033666937454008,351.70990887472044,100.34730327612883,60.83575727111144,59.81454599556584,25.420846519433002,12.402527124512975,269.1542788115606,50.02718223312466,31.98486476024508,82.9241868490729,15.462121705038129,19.924238068517266,001,000,92
46,53.677849619298044,29.20581178273028,40.94444543921241,50.18239668988109,59.48949164351045,31.928871670009702,49.66277994168445,28.0155597538064,12.400430475390117,93.04307312256662,61.81584715899727,24.753260362182587,51.88418691812079,30.670694493435064,20.632491749040636,80.96426763902124,43.31264202911946,18.123694697678765,289.13620293460076,215.81394566078592,96.73825946453374,201.1882179940324,127.15699636694237,66.97508289468024,001,000,94
47,7.634245583654757,1.1978656017544107,4.466271559975453,28.084790686381062,3.2730774665964817,4.602438395691142,12.760467019549703,2.2721561838796838,1.8794757448820827,342.25279985507063,20.83867818834109,16.587839139896854,146.891581773733,8.616473631955332,12.282235731597991,80.93675177969726,5.638473817162221,4.733547151809429,368.23959675362084,34.475347051478785,19.13503864631413,72.99284076274722,20.463288081979368,7.850701012853237,001,000,96
