FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,P7_Theta,P7_Alpha,P7_Beta,P8_Theta,P8_Alpha,P8_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene
-0.7932204275231761,-0.6354332336787057,-0.7661773721424282,-0.6437593763559523,-0.43007727618283637,-0.5070275392684704,-0.7175851372251089,-0.5834315973722258,-0.6483437175377333,-0.7639913693656709,-0.6030274090320321,-0.7234389011111878,-0.6755038370073426,-0.4746797615584023,-0.7268967210018211,-0.7501115402688971,-0.6509070805973531,-0.7717169348144224,-0.5678445516780423,-0.4623643183768967,-0.46169468737910996,-0.6374979024667805,-0.5750884771068818,-0.5905387367203251,1,1
-0.7505388351691891,-0.5343388863191857,-0.7069112703495908,-0.638166887889644,-0.4202666800416096,-0.5005008401290677,-0.7167868024039675,-0.5813492668352509,-0.6471096266142545,-0.7372555625507059,-0.5459830815383842,-0.6922679291973844,-0.6752839509302454,-0.4743237051632635,-0.7266533764974198,-0.7427119317450571,-0.6308215087754327,-0.7604781781607199,-0.5677046503241505,-0.46209083362438635,-0.4615508108893381,-0.6368151021078194,-0.5726959544225525,-0.5891562761830514,1,1
-0.743100940835759,-0.5743274851655453,-0.5845784618936578,-0.6371923146373554,-0.42414733216293776,-0.48702889897693186,-0.7166476808362175,-0.5821729477104284,-0.6445623052282995,-0.7325964555436715,-0.5685473770522635,-0.6279270594394321,-0.6752456325518384,-0.4744645458405493,-0.7261510823403019,-0.7414224412815237,-0.6387665016970377,-0.7372799480864011,-0.5676802704584998,-0.462199012492388,-0.4612538314266755,-0.6366961141169625,-0.5736423340407345,-0.5863027009522168,1,1
-0.5759381613850844,-0.5695210859971886,-0.7259865591759191,-0.6152892912374724,-0.4236809001381461,-0.5026015126450679,-0.7135209964677561,-0.5820739460152541,-0.6475068290637354,-0.627885465827623,-0.5658352787462433,-0.7023005663081002,-0.6743844470668827,-0.474447617602659,-0.7267316989543613,-0.7124418185007977,-0.6378115593266572,-0.7640954656612189,-0.5671323457472683,-0.4621860100157775,-0.4615971187367364,-0.6340219213439469,-0.5735285846636369,-0.5896012326293466,1,1
-0.06695583158566809,0.5505807584736631,0.9778407223128368,-0.5485982974865937,-0.31498177778202613,-0.3149669675108375,-0.7040007725301279,-0.5590022082160144,-0.6120282381044356,-0.30905825036481593,0.06620259588344914,0.19382640561368183,-0.6717622832337456,-0.4705025955974995,-0.7197358447838227,-0.6242007342687396,-0.41526809737653453,-0.44099508251969827,-0.5654640078732889,-0.4591558625968313,-0.4574608472253296,-0.6258794576183805,-0.54701999005226,-0.5498571983882995,1,1
-0.7442780701966091,-0.6272971969793445,-0.7150924659141873,-0.6373465516751707,-0.42928772293547407,-0.501401797007208,-0.716669698368974,-0.5832640121598818,-0.6472799826674462,-0.7333338109573742,-0.5984365020812309,-0.6965708242664281,-0.6752516968606684,-0.4746511062678391,-0.7266869681952008,-0.7416265174645282,-0.649290601004386,-0.7620295956372488,-0.5676841288429276,-0.46234230842242097,-0.4615706718497247,-0.6367149452876333,-0.574895927742133,-0.5893471134352688,1,1
-0.3939947447206367,-0.587732188507603,-0.7281670626716898,-0.5914495888482711,-0.4254481777029418,-0.5028416413165826,-0.7101178487174096,-0.5824490563538619,-0.6475522334262859,-0.5139158650955894,-0.5761112251543068,-0.7034474008588535,-0.67344711502425,-0.4745117574846674,-0.7267406520241005,-0.6808987109794067,-0.6414297676338717,-0.764508959166448,-0.5665359731913445,-0.4622352754692185,-0.46160241220432446,-0.631111274778122,-0.5739595729137295,-0.5896520957693725,1,1
-0.7763955000293278,-0.5978537416410089,-0.7012747295991125,-0.6415548378707097,-0.426430413334382,-0.499880114207296,-0.7172704365604733,-0.5826575390210125,-0.6469922576028037,-0.7534522121706813,-0.5818224959302258,-0.6893033938541095,-0.675417158720521,-0.4745474058054293,-0.7266302330617296,-0.7471946416709278,-0.6434407325168761,-0.7594093089767138,-0.5677894030763688,-0.46226265672767664,-0.46153712742318986,-0.6372287450642871,-0.5741991119790175,-0.5890247963840002,1,1
-0.7894638916184238,-0.6255419165809379,-0.6472263398702439,-0.6432671645484277,-0.429117383568803,-0.49392801734149483,-0.7175148733653458,-0.5832278570822733,-0.6458668144713126,-0.7616382702261236,-0.5974460531342449,-0.6608766745784991,-0.6754844841693155,-0.4746449241337491,-0.7264083122973402,-0.749460278364928,-0.648941859344432,-0.7491599981343979,-0.5678322385371768,-0.46233755996280984,-0.4614059176361991,-0.6374378071441192,-0.5748543868619531,-0.5877640459104074,1,1
-0.6999627651449555,-0.5933718432764592,-0.7264700704890102,-0.6315400009184226,-0.42599547215370115,-0.5026547594889739,-0.7158408058843914,-0.5825652213586318,-0.6475168971617687,-0.7055746443128801,-0.5792935031153098,-0.7025548688031807,-0.6750233942588734,-0.4745316204661226,-0.7267336842346025,-0.7339436759651529,-0.6425502624376783,-0.7641871549375948,-0.5675388725196997,-0.4622505321045199,-0.46159829252594126,-0.6360060095491121,-0.5740930423145296,-0.589612511172889,1,1
