FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Theta,FP2_Alpha,FP2_Beta,C3_Theta,C3_Alpha,C3_Beta,C4_Theta,C4_Alpha,C4_Beta,T5_Theta,T5_Alpha,T5_Beta,T6_Theta,T6_Alpha,T6_Beta,O1_Theta,O1_Alpha,O1_Beta,O2_Theta,O2_Alpha,O2_Beta,Subject,Scene
-0.002867169502705863,-0.006259172506317407,-0.006487009790275473,-0.003746201595911875,-0.0037345220762294625,-0.0060055676565673,-0.003700735060797673,-0.0059638813166173,-0.00650741760826091,-0.001916204241412324,-0.0015185531150419907,-0.01176661903130368,-0.004858886586496516,-0.0042472709957265,-0.004396885179564886,-0.01005594516154323,-0.009905992728828745,-0.0054044784500127275,-0.0026646605731613696,-0.0006557035539890049,-0.0018487994679765032,-0.001758903396412895,-0.0010217069203096456,-0.0017118753875686636,1,1
0.0070325654566591785,0.015957424788897945,0.0001919816087832954,-0.002576462606045705,-0.0016839911593144866,-0.00531949279789832,-0.0035607275810353614,-0.005615795180846245,-0.006442326487087274,0.002505929184233572,0.006196483528817813,-0.005579687631089507,-0.004806280585613698,-0.0041897693868005615,-0.00437218371485853,-0.008381340980475008,-0.005454746080587396,-0.004811317358942137,-0.0026374269481486217,-0.0005980190978788121,-0.001819750636025571,-0.0016241225851918964,-0.0005995859978207274,-0.001479719442432844,1,1
0.008757739671014468,0.0071694893585415136,0.01397827344818723,-0.002372618407072283,-0.002495093465232066,-0.0039033466075295547,-0.0035363292213929534,-0.0057534831645059265,-0.006307970094177448,0.0032765508816470644,0.0031447450934432193,0.00719092948419808,-0.004797113217334071,-0.004212514563285864,-0.004321196734795898,-0.008089516606966085,-0.007215468823566494,-0.003586957059508443,-0.0026326810890091334,-0.0006208366008877002,-0.001759790134365854,-0.0016006350493070899,-0.0007665589757858977,-0.0010005199015641706,1,1
0.04753012655638527,0.008225748561478861,-0.001957707440294769,0.0022086731988284238,-0.002397603641606013,-0.005540311709378987,-0.0029879888673862653,-0.005736933862223663,-0.006463276606951003,0.020595869908018,0.0035115464693561303,-0.007571003068377941,-0.0045910814167765554,-0.004209780724129313,-0.004380134087153211,-0.001530916659116411,-0.007003840095088817,-0.005002231199914496,-0.002526020390554121,-0.0006180940684997908,-0.0018291002447018507,-0.0010727649821957704,-0.0007464897859272163,-0.0015544407683215724,1,1
0.16558547281020555,0.2543804768742231,0.19005505220303237,0.016157929622565285,0.020321801767011444,0.01418349373726902,-0.001318385431606541,-0.0018802204762081078,-0.004591987207389156,0.07333026076674132,0.08899235722338465,0.17029563889880933,-0.003963749505898119,-0.0035726762776372317,-0.003669997462907135,0.018438908517569373,0.04231493697913037,0.012050418100612355,-0.002201256642451408,2.1036282246249803e-05,-0.0009939821776100888,0.0005345098996443062,0.003930511809305549,0.005119756132037755,1,1
0.008484711697065996,-0.0044711887500547,-0.0007299979572248996,-0.0024048790148323146,-0.00356949608586549,-0.0054141997622664684,-0.003540190532700166,-0.005935867469660069,-0.006451311778438183,0.003154591441855988,-0.0008976497419953728,-0.006433742380749215,-0.004798564055149167,-0.004242643286930578,-0.004375593547922997,-0.008135701054185826,-0.009547758000241479,-0.00489319834555294,-0.0026334321739110156,-0.0006510611297174946,-0.0018237605872105814,-0.0016043522126417832,-0.000987734780356795,-0.0015117666520718448,1,1
0.08973079207141255,0.004223658025823798,-0.0022034392102832315,0.0071950454657457915,-0.002766985607107115,-0.005565553602846577,-0.0023911639172937275,-0.005799637984328797,-0.006465671423093281,0.03944657392427162,0.002121762303746012,-0.007798631090774139,-0.004366832155917484,-0.004220139045064302,-0.004381042897223617,0.005607598786535087,-0.007805686203475472,-0.0050240546334374145,-0.0024099286866204124,-0.000628485327466449,-0.0018301690020133949,-0.0004982203145326549,-0.0008225305101814059,-0.0015629821914052151,1,1
0.001035269785833775,0.001999335144868686,0.0008271913839171391,-0.0032850947672819772,-0.002972284500361916,-0.0052542432069556866,-0.0036455446246944695,-0.005834488323741831,-0.0064361359541200295,-0.00017301542976916762,0.0013493338212798456,-0.004991275538804706,-0.004838149493483374,-0.004225896098798774,-0.004369834466161534,-0.00939582232231814,-0.008251344448835227,-0.004754904391660034,-0.0026539251778548113,-0.0006342606878376302,-0.0018169879281691548,-0.0017057732939193889,-0.0008647932029758328,-0.0014576401018715488,1,1
-0.0019958639170577024,-0.004085446532313274,0.006918172892940836,-0.0036432493330681463,-0.0035338931385319444,-0.00462856950440438,-0.003688412579473682,-0.005929823721547179,-0.00637677537229238,-0.001526998917224177,-0.0007636951446566638,0.0006509663065150401,-0.004854256573410741,-0.004241644898299961,-0.004347307686924577,-0.009908558187780584,-0.009470471918533906,-0.004213964447031295,-0.00266226365953809,-0.0006500595663487322,-0.0017904965183588868,-0.0017470409299795288,-0.0009804055814415901,-0.0012459228702501846,1,1
0.01876337634988089,0.002984281718876205,-0.0020121967318761794,-0.0011903662165092758,-0.0028813766365392763,-0.005545908921710532,-0.0033948240214481326,-0.005819056336460792,-0.006463807640586057,0.007745989769060435,0.0016913708492614296,-0.007621477981265415,-0.004743944467451156,-0.004223346832952204,-0.004380335609393989,-0.006396998465273472,-0.00805400369147312,-0.0050070703927977,-0.002605156134205352,-0.0006317033156773166,-0.0018293372341183403,-0.0014644124298232206,-0.000846078970958334,-0.0015563347688121862,1,1
-0.003605780097143514,-0.005034383973790043,-0.0030287633846328363,-0.0038334748021327447,-0.003621477458313596,-0.005650331997134183,-0.0037111808968000918,-0.00594469152342982,-0.006473714744701341,-0.002246135760952953,-0.0010932274774629045,-0.008563151322131559,-0.004862811474358926,-0.004244100964318071,-0.00438409526168195,-0.0101808859195232,-0.009660598000833714,-0.0050973516566694115,-0.0026666924501804945,-0.0006525234423179915,-0.0018337585714278686,-0.0017689592752322145,-0.0009984356309066995,-0.001591669743505789,1,1
0.0028909263779846976,0.00027625257252549863,1.5542948156198853e-05,-0.0030658329510261286,-0.0031313202896880994,-0.005337616811229609,-0.003619300911722519,-0.005861485309205053,-0.006444045996748619,0.0006558917153562847,0.0007509683286082407,-0.005743127561530538,-0.00482828875754188,-0.004230355828563211,-0.004372836252508014,-0.009081926010891781,-0.00859657578299876,-0.004826986872824776,-0.002648820368888636,-0.0006387345989275052,-0.0018205180179095108,-0.0016805092942401394,-0.0008975322041512974,-0.0014858522971662959,1,1
