Subject,Time,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,5.2849084434633,6.704669863998752,6.19872621121962,0.905230298265834,Admiration,0.5193245501199582,Medium Fear,Admiration,Low Fear
1,10.0,5.26551381193752,6.380707099116456,6.093754595725462,0.8875487527595036,Admiration,0.5022118009999621,Medium Fear,Admiration,Low Fear
1,20.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,30.0,5.153622724714609,6.389697395749155,6.1792739775349395,0.8798890286965231,Admiration,0.505707329045326,Medium Fear,Admiration,Low Fear
1,40.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,50.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,60.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,70.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,80.0,5.1922753313875045,6.525913703098507,6.1792739775349395,0.893670765730981,Admiration,0.5146427619787787,Medium Fear,Admiration,Low Fear
1,90.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,100.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,110.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,120.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,130.0,5.153622724714609,6.100998727425071,6.272704265351403,0.8257692515250126,Admiration,0.46454619126001745,Low Fear,Admiration,Low Fear
1,140.0,5.198358007348961,6.425458611282941,6.272704265351403,0.8709790623624867,Admiration,0.49563757884367154,Low Fear,Admiration,Low Fear
1,150.0,5.198358007348961,6.100998727425071,6.272704265351403,0.8248747848404783,Admiration,0.4597577262571913,Low Fear,Admiration,Low Fear
