Subject,Time,Valence,Arousal,Dominance,emo_similarity,emo_spheric,fear_metric,fear_spheric,emo_cubic,fear_cubic
1,0.0,2.5296816006310867,4.904245492056076,4.831518721837048,0.8661329602713892,Sadness,0.7018697239869536,Medium Fear,Sadness,Medium Fear
1,10.0,5.340279609364444,6.9843097394541696,6.348594723954636,0.90943698493403,Admiration,0.5224243018901997,Medium Fear,Admiration,Low Fear
1,20.0,5.310004051541707,7.133004116664051,5.285796576820452,0.9905083960704226,Admiration,0.6338376568261492,Medium Fear,Admiration,Medium Fear
1,30.0,4.595480026502539,6.800382287967196,6.109344700531406,0.9180988959074436,Admiration,0.5949125480847984,Medium Fear,Admiration,Low Fear
1,40.0,5.153622724714609,6.352030362977638,6.1792739775349395,0.8754323126558525,Admiration,0.5019528347418433,Medium Fear,Admiration,Low Fear
1,50.0,4.248674982330074,4.719507186194861,5.1336046177259345,0.9486959503018453,Sadness,0.5769746630117681,Medium Fear,Admiration,Medium Fear
1,60.0,5.069794249319488,5.9812341278137975,5.855905800766213,0.876256632327838,Admiration,0.5078277032314867,Medium Fear,Admiration,Medium Fear
1,70.0,4.855524246115692,6.265527758384103,5.774823225459093,0.9244171967197068,Admiration,0.5791075014740952,Medium Fear,Admiration,Medium Fear
1,80.0,4.4174835896585085,5.910172839536586,6.003015744357135,0.8086640332176367,Admiration,0.5614166717406368,Medium Fear,Admiration,Low Fear
1,90.0,4.978594676036174,6.930624477530079,6.405894092130335,0.9041721245042076,Admiration,0.5421461904742386,Medium Fear,Admiration,Low Fear
1,100.0,5.1922753313875045,6.6351486047711274,6.3009224766361775,0.8896269077210668,Admiration,0.5124353931786806,Medium Fear,Admiration,Low Fear
1,110.0,2.4245997248359683,4.513603020790494,6.132478039514319,0.879145006791624,Sadness,0.5619592004516405,Medium Fear,Sadness,Medium Fear
1,120.0,5.211714532489506,6.660066936004988,6.100135453113042,0.914450190124942,Admiration,0.5320072421785013,Medium Fear,Admiration,Low Fear
1,130.0,4.303615811152499,4.465039222173131,6.049836115532187,0.8180769929124105,Sadness,0.37772558021895397,Low Fear,Admiration,Low Fear
1,140.0,5.102129707807123,6.828767163628892,5.9821219769478065,0.9399644057520068,Admiration,0.5663129513019268,Medium Fear,Admiration,Medium Fear
2,0.0,3.740170978275024,4.354744516208138,3.957158476562921,0.8831040833261825,Sadness,0.6831950899784103,Medium Fear,Admiration,Medium Fear
2,10.0,5.406892520257853,6.15397828660323,1.971716731102837,0.9056075870487639,Love,0.7325774933123497,Medium Fear,Admiration,High Fear
2,20.0,6.550942186734805,4.285054116198005,3.3569835234421497,0.8272271001182336,Desire,0.4515099422095753,Low Fear,Desire,Low Fear
2,30.0,4.053385353465544,7.034695830904757,6.089426822586438,0.9078237256535893,Admiration,0.6442639859458135,Medium Fear,Admiration,Low Fear
2,40.0,6.31480780965297,5.214979011584252,3.7395615434776257,0.939181309556731,Love,0.5161005817057899,Medium Fear,Desire,Low Fear
2,50.0,5.24220608626716,7.312137305933233,6.195855435476807,0.9422048344273618,Admiration,0.5618319762963773,Medium Fear,Admiration,Low Fear
2,60.0,5.16643614385433,7.0624424792940275,5.9311064047154565,0.9544841047738313,Admiration,0.5789590020750384,Medium Fear,Admiration,Medium Fear
2,70.0,4.674202316712441,4.910487430142506,4.578163068077801,0.851518176311498,Hate,0.7481728971248064,Medium Fear,Admiration,Medium Fear
2,80.0,4.016792582123303,5.1634668341337635,5.785788688665413,0.7283492375889722,Sadness,0.552492515336618,Medium Fear,Admiration,Medium Fear
2,90.0,5.071066334567957,7.0624424792940275,6.144920314227424,0.9369596457656658,Admiration,0.5663952653981665,Medium Fear,Admiration,Low Fear
2,100.0,5.099395633126408,6.671245440255635,5.9026459814228165,0.9393324978506927,Admiration,0.5651124402581423,Medium Fear,Admiration,Medium Fear
2,110.0,6.453123818187313,4.811808039012642,4.732480373885977,0.9877955560724399,Desire,0.321249281583938,Low Fear,Desire,Low Fear
2,120.0,5.215880745739146,6.282103640159035,4.749177806566341,0.9841325428743537,Admiration,0.6947114748791839,Medium Fear,Admiration,Medium Fear
2,130.0,5.157352927329212,6.893910112393686,5.963482806112288,0.9444302521740978,Admiration,0.5671759110917406,Medium Fear,Admiration,Medium Fear
2,140.0,4.930171062346013,6.58535384533,4.508924154007345,0.9771891780191615,Admiration,0.7680092230560758,High Fear,Admiration,Medium Fear
